prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-1.016741	-100	-1.2768435	-100	-100	-100	-100	-100	-0.5798965	-100	-0.9471938	-100	-0.85924155	-100	-100	-100	-100	-100	-100	-100	-0.6260894	-1.2399876	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-100	-100	-100	-100	-100	-100	-1.1451907	-100	-1.0110866	-100	-1.192879	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-100	-100	-100	-0.9945812	-100	-1.2477638	-100	-100	-100	-100	-100	-100	-1.2932165	-100	-100	-100	-100	-0.91270447	-100	-0.76470876	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-1.2971884	-1.255232	-100	-100	-100	-100	-100	-100	-1.0152683	-100	-100	-100	-100	-100	-100	-100	-1.079597	-100	-100	-1.310304	-100	-0.88728124	-100	-100	-100	-100	-100	-100	-0.6587465	-100	-100	-100	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.2031138	-100	-100	-100	-100	-100	-100	-100	-1.0834343	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.8561981	-100	-100	-100	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-100	-100	-100	-0.91313696	-100	-100	-100	-100	-100	-0.64160407	-100	-1.1338309	-100	-100	-100	-100	-100	-0.7855908	-100	-100	-100	-0.628238	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-1.032631	-100	-0.968968	-100	-100	-100	-100	-100	-0.9859684	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.952446	-100	-100	-0.818322	-100	-100	-100	-0.9211386	-100	-100	-0.827719	-100	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100	-100	-100	-100	-100	-100	-100	-1.1814995	-100	-100	-100	-100	-100	-100	-100	-100	-1.1232072	-100	-100	-100	-100	-100	-1.0693231	-100	-100	-1.2698073	-0.81083006	-100	-100	-100	-100	-100	-100	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-0.9516264	-100	-100	-100	-100	-100	-100	-100	-0.7515008	-100	-0.89639324	-100	-1.0791597	-0.9707644	-100	-100	-0.9503321	-100	-100	-100	-1.1176946	-0.8914761	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-100	-100	-0.86579037	-100	-0.924914	-100	-100	-100	-100	-100	-0.7611405	-100	-1.0885206	-100	-100	-100	-1.2036911	-100	-100	-100	-0.77516794	-100	-0.9041194	-100	-0.84355646	-100	-100	-100	-100	-100	-1.046277	-100	-100
