prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-1.0830824	-100	-100	-100	-1.0125787	-100	-0.88660634	-1.2196598	-100	-100	-0.84538376	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.6847697	-100	-1.0736412	-100	-100	-100	-1.2306916	-100	-100	-100	-100	-100	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-100	-100	-1.1239897	-100	-100	-100	-100	-100	-1.1067264	-1.171773	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1961101	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-100	-100	-100	-100	-0.9965703	-100	-100	-100	-100	-100	-100	-0.9661358	-100	-100	-1.1448257	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1616079	-100	-100	-100	-100	-100	-100	-100	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-100	-100	-100	-100	-100	-1.2580959	-100	-100	-100	-100	-1.349449	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.87552696	-0.89167064	-100	-100	-1.239779	-100	-1.2619684	-100	-100	-100	-100	-100	-1.0521977
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-100	-100	-100	-1.3016961	-100	-1.2401838	-100	-1.1441205	-100	-0.8317123	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.2041136	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1037173	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-100	-100	-100	-1.1992811	-100	-100	-100	-100	-100	-0.5608172	-100	-0.9933436	-100	-0.9526076	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.86077064	-100	-100	-100	-100	-100	-0.7762188	-100	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-100	-100	-100	-100	-100	-100	-100	-0.8991308	-100	-1.0539416	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1110508	-1.3006338	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1039687
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100	-100	-100	-100	-100	-100	-100	-100	-1.3837901	-100	-100	-100	-1.032259	-100	-0.55888647	-100	-100	-100	-100	-100	-100	-100	-1.2039912	-100	-100	-1.2883563	-100	-100	-100	-100	-100	-1.2368555	-100	-1.282571
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-0.666698	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.6879593	-100	-100	-100	-100	-100	-100	-1.023648	-100	-100	-100	-1.1623825	-100	-0.8739356	-100	-100	-1.3158005	-100	-100	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.7195508	-100	-1.0795276	-100	-100	-100	-100	-100	-0.537539	-100	-0.6198032	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.9703188	-100	-0.63303626	-100	-1.024775	-100	-100	-0.9836101	-100	-100	-100	-100	-100
