prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-100	-100	-100	-100	-0.8858436	-100	-0.98331344	-100	-1.0819935	-100	-0.78344464	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.9217774	-100	-100	-100	-100	-100	-1.0444285	-100	-100	-100	-100	-100	-1.1104811
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-100	-100	-100	-100	-100	-100	-0.8681597	-1.1659175	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.9427889	-100	-1.1265124	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-100	-100	-100	-100	-100	-100	-100	-1.1064209	-100	-100	-100	-100	-100	-100	-100	-100	-1.0240338	-100	-100	-100	-0.6568764	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.8688954
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-100	-100	-0.9523535	-100	-0.9208096	-100	-0.9204479	-100	-0.8870959	-100	-0.74483716	-0.80576456	-100	-100	-100	-100	-100	-100	-100	-1.0941676	-100	-100	-100	-100	-100	-100	-0.9391737	-100	-100	-100	-100	-0.68575615	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-100	-100	-100	-0.9580218	-100	-1.3013107	-100	-1.0942144	-100	-1.2469679	-100	-0.64050543	-100	-100	-100	-100	-100	-1.2390879	-100	-1.0261352	-100	-1.0764486	-1.1588671	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-100	-100	-100	-1.0500478	-100	-100	-100	-0.8150269	-100	-0.96569014	-100	-1.2364004	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.7408581	-100	-0.7555395	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-100	-100	-1.1373518	-100	-1.099258	-100	-100	-1.1717778	-100	-1.0382364	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0214349	-1.1767347	-100	-100	-100	-1.2222582	-100	-100	-100	-100	-1.017764	-100	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100	-0.8687253	-1.0078636	-100	-100	-100	-100	-100	-100	-100	-0.77566767	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-0.6871423	-100	-100	-100	-1.153847	-100	-0.9534673	-100	-100	-100	-1.0085286	-100	-100	-100	-100	-100	-100	-100	-0.88224596	-100	-1.0680208	-100	-1.2438315	-100	-100	-0.7423278	-100	-100	-100	-100	-100	-100	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-100	-100	-100	-100	-1.1295344	-100	-100	-100	-0.7750877	-100	-0.4492839	-100	-1.2597808	-100	-100	-100	-100	-100	-100	-100	-1.1503572	-100	-0.9607187	-100	-1.0986507	-100	-0.786625	-100	-100	-100	-100	-100	-100
