eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.24643071	-100.0	-0.3384699	-100.0	-0.17236114	-100	-100.0	-0.76108587	-0.42871293	-100.0	-0.2989435	-100	-0.18687055	-100.0	-0.36501202	-100	-0.36115155	-100	-0.20406419	-100.0	-0.4778699	-100.0	-0.36710817	-100	-0.13884279	-100	-0.34295285	-100.0	-0.10691894	-100	-0.25059527	-100	-0.20340303	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15751001	-100.0	-0.2222919	-100.0	-0.1495829	-100	-0.24440226	-100.0	-0.22464168	-100.0	-0.46476224	-100	-0.16424355	-100.0	-0.56885815	-100	-0.39644155	-100	-0.24844943	-100.0	-0.36551127	-100.0	-0.13712844	-100	-0.10050478	-100	-0.5419649	-100.0	-0.13395707	-100	-0.21603887	-100	-0.44973397	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.10516556	-100.0	-0.2629846	-100.0	-0.10309683	-100	-0.13782218	-100.0	-0.18346849	-100.0	-0.52928984	-100	-0.123323746	-100.0	-0.19877678	-100	-0.16875434	-100	-0.13682617	-100.0	-0.29546493	-100.0	-0.14663899	-100	-0.16907142	-100	-0.18053602	-100.0	-0.08766073	-100	-0.22976436	-100	-0.1748492	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.0980535	-100.0	-0.104777165	-100.0	-0.29490194	-100	-0.16502869	-100.0	-0.1322874	-100.0	-0.18202628	-100	-0.121172965	-100.0	-0.09767114	-100	-0.15321438	-100	-0.13106304	-100.0	-0.1316661	-100.0	-0.17649698	-100	-0.15929618	-100	-0.18360771	-100.0	-0.10583197	-100	-0.24731237	-100	-0.12289028	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.12931977	-100.0	-0.28486034	-100.0	-0.21154097	-100	-0.16598319	-100.0	-0.24944866	-100.0	-0.18304272	-100	-0.19026312	-100.0	-0.23002285	-100	-0.2570315	-100	-0.117879756	-100.0	-0.31209725	-100.0	-0.17265125	-100	-0.16790408	-100	-0.23246856	-100.0	-0.1664737	-100	-0.15061247	-100	-0.13103294	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.12649949	-100.0	-0.15155602	-100.0	-0.14058904	-100	-0.20994097	-100.0	-0.2024371	-100.0	-0.22911738	-100	-0.09052861	-100.0	-0.13735011	-100	-0.345943	-100	-0.14544936	-100.0	-0.2456079	-100.0	-0.15579955	-100	-0.15118715	-100	-0.12294784	-100.0	-0.12651138	-100	-0.13494535	-100	-0.21902399	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.21974432	-100.0	-0.16580912	-100.0	-0.2798084	-100	-0.37418434	-100.0	-0.2836355	-100.0	-0.38518447	-100	-0.13668717	-100.0	-0.1978419	-100	-0.22088736	-100	-0.17365913	-100.0	-0.63328475	-100.0	-0.16452485	-100	-0.13924769	-100	-0.11522674	-100.0	-0.16426069	-100	-0.20627932	-100	-0.20682164	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.16172887	-100.0	-0.27177945	-100.0	-0.42667472	-100	-0.23441817	-100.0	-0.22528009	-100.0	-0.7331318	-100	-0.19617632	-100.0	-0.21803556	-100	-0.17579749	-100	-0.3336717	-100.0	-0.6599484	-100.0	-0.19660792	-100	-0.27107784	-100	-0.47975987	-100.0	-0.32708806	-100	-0.27642465	-100	-0.1931377	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.27484143	-100.0	-0.21215199	-100.0	-0.19437315	-100	-0.13942541	-100.0	-0.27028978	-100.0	-0.25992572	-100	-100.0	-0.6734964	-0.12746522	-100	-0.34067336	-100	-0.32420504	-100.0	-0.46492618	-100.0	-0.192084	-100	-0.20500234	-100	-0.19857976	-100.0	-0.13705297	-100	-0.22899903	-100	-0.07368429	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.23866934	-100.0	-0.35439035	-100.0	-0.28566235	-100	-100.0	-0.44248667	-100.0	-0.4339508	-0.17177224	-100	-0.2439423	-100.0	-0.5236848	-100	-0.28473648	-100	-0.29689097	-100.0	-0.33089373	-100.0	-0.3553543	-100	-0.5906797	-100	-0.4768426	-100.0	-0.24316879	-100	-0.20126149	-100	-0.13408138	-100
