eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.19184537	-100	-0.47348374	-100	-0.17738469	-100.0	-0.23220472	-100.0	-0.42257652	-100	-0.21024925	-100.0	-0.3132136	-100	-0.73954	-100	-100.0	-0.8979541	-0.28999344	-100	-0.6946107	-100	-0.24801525	-100	-0.14867912	-100	-0.5536983	-100	-0.24598691	-100	-0.27774146	-100	-0.24847151	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.1271387	-100	-0.3933868	-100	-0.09966509	-100.0	-0.501385	-100.0	-0.15110326	-100	-0.29365212	-100.0	-0.17367373	-100	-0.22125337	-100	-0.39301658	-100.0	-0.16803509	-100	-0.28702468	-100	-0.15951289	-100	-0.21040556	-100	-0.8604925	-100	-0.1418263	-100	-0.21001561	-100	-0.50475675	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.11021903	-100	-0.15023129	-100	-0.116668135	-100.0	-0.27586114	-100.0	-0.1719078	-100	-0.19232614	-100.0	-0.14094433	-100	-0.14786005	-100	-0.1727631	-100.0	-0.27654755	-100	-0.387191	-100	-0.2514309	-100	-0.14843224	-100	-0.21612743	-100	-0.15221775	-100	-0.21918967	-100	-0.16335984	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.14366876	-100	-0.24921905	-100	-0.23879753	-100.0	-0.15234505	-100.0	-0.31032318	-100	-0.30317432	-100.0	-0.11876892	-100	-0.14721517	-100	-0.19303556	-100.0	-0.112869024	-100	-0.42283285	-100	-0.13951182	-100	-0.15100925	-100	-0.10244339	-100	-0.23030594	-100	-0.14197949	-100	-0.21015671	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16164361	-100	-0.3895868	-100	-0.2969779	-100.0	-0.1624298	-100.0	-0.16319247	-100	-0.34488043	-100.0	-0.21020804	-100	-0.1841917	-100	-0.120972	-100.0	-0.14065835	-100	-0.21310261	-100	-0.16225907	-100	-0.23484315	-100	-0.22721212	-100	-0.11964398	-100	-0.16235687	-100	-0.37806377	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.15216959	-100	-0.359176	-100	-0.2070618	-100.0	-0.25961182	-100.0	-0.30229396	-100	-0.2392957	-100.0	-0.10345873	-100	-0.25984976	-100	-0.17075276	-100.0	-0.20506431	-100	-0.23058327	-100	-0.15216514	-100	-0.12171616	-100	-0.17239705	-100	-0.11079239	-100	-0.08457299	-100	-0.19490138	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.18535104	-100	-0.29936	-100	-0.20502612	-100.0	-0.16978337	-100.0	-0.12873942	-100	-0.22234096	-100.0	-0.3860564	-100	-0.22512048	-100	-0.2169387	-100.0	-0.10390682	-100	-0.18723835	-100	-0.14717098	-100	-0.1617096	-100	-0.2128222	-100	-0.24516644	-100	-0.33054388	-100	-0.13874768	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20909412	-100	-0.3137161	-100	-0.3011808	-100.0	-0.2054817	-100.0	-0.26831973	-100	-0.25572562	-100.0	-0.23875287	-100	-0.17846179	-100	-0.42825028	-100.0	-0.36032042	-100	-0.23864004	-100	-0.3947189	-100	-0.28699988	-100	-0.3306755	-100	-0.34105065	-100	-0.4778254	-100	-0.50951874	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.22666797	-100	-0.15761231	-100	-0.25224072	-100.0	-0.1699699	-100.0	-0.26827818	-100	-0.21409646	-100.0	-0.099047914	-100	-0.19376875	-100	-0.15708967	-100.0	-0.47090054	-100	-0.22485645	-100	-0.20336518	-100	-0.22457215	-100	-0.24025641	-100	-0.19348258	-100	-0.102082446	-100	-0.111391194	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.1782234	-100	-0.27647477	-100	-0.54318774	-100.0	-100.0	-0.50295913	-0.7700758	-100	-0.718029	-100.0	-0.5918032	-100	-0.31014916	-100	-0.2225279	-100.0	-0.22739984	-100	-0.79429543	-100	-0.6032317	-100	-0.47437882	-100	-0.24397735	-100	-0.47369078	-100	-0.16635613	-100	-0.37400004	-100
