eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.25796336	-100	-0.8162138	-100.0	-0.24805331	-100	-0.26176882	-100	-0.49566668	-100.0	-0.74509144	-100.0	-0.28197175	-100	-0.2958549	-100	-0.19048686	-100.0	-0.20649268	-100	-0.5451193	-100	-0.26313263	-100	-0.17835926	-100	-0.38378814	-100	-0.1473955	-100	-0.26278737	-100	-0.13960934	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.09254557	-100	-0.41593102	-100.0	-0.12393737	-100	-0.239215	-100	-0.19236045	-100.0	-0.2102894	-100.0	-0.12540022	-100	-0.100833766	-100	-0.19003685	-100.0	-0.10050392	-100	-0.27446958	-100	-0.21889614	-100	-0.10691596	-100	-0.24250586	-100	-0.12444351	-100	-0.23699132	-100	-0.15893482	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.10083667	-100	-0.207622	-100.0	-0.24255463	-100	-0.1276775	-100	-0.17113024	-100.0	-0.30558434	-100.0	-0.14087941	-100	-0.114792146	-100	-0.15641233	-100.0	-0.10977007	-100	-0.19140203	-100	-0.11152972	-100	-0.13969241	-100	-0.26143503	-100	-0.09351936	-100	-0.30048588	-100	-0.2742522	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.11268028	-100	-0.13889718	-100.0	-0.16986835	-100	-0.18295649	-100	-0.17731859	-100.0	-0.23656733	-100.0	-0.14141585	-100	-0.14481872	-100	-0.15127437	-100.0	-0.17931962	-100	-0.27717918	-100	-0.15098485	-100	-0.14044657	-100	-0.11949155	-100	-0.13289165	-100	-0.124174625	-100	-0.27261463	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15273347	-100	-0.24377093	-100.0	-0.1687523	-100	-0.13744517	-100	-0.2530389	-100.0	-0.3913557	-100.0	-0.10150409	-100	-0.24817659	-100	-0.22659664	-100.0	-0.13393772	-100	-0.16517627	-100	-0.14245519	-100	-0.12861428	-100	-0.26349127	-100	-0.13483192	-100	-0.11920243	-100	-0.20028506	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13952807	-100	-0.20082583	-100.0	-0.20984876	-100	-0.16662923	-100	-0.16231103	-100.0	-0.31351244	-100.0	-0.112696156	-100	-0.17489278	-100	-0.20419966	-100.0	-0.15343116	-100	-0.22677046	-100	-0.32651773	-100	-0.13403101	-100	-0.1537831	-100	-0.116817646	-100	-0.13769378	-100	-0.1787347	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.14314449	-100	-0.27422553	-100.0	-0.3378923	-100	-0.26308015	-100	-0.25873706	-100.0	-0.24283956	-100.0	-0.24662557	-100	-0.12499231	-100	-0.2523827	-100.0	-0.25532544	-100	-0.3539313	-100	-0.17666551	-100	-0.11045305	-100	-0.24859637	-100	-0.12508932	-100	-0.15532148	-100	-0.18541819	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20724739	-100	-0.29622027	-100.0	-0.50154567	-100	-0.24766366	-100	-0.32311198	-100.0	-0.7192665	-100.0	-0.30467623	-100	-0.27811718	-100	-0.37681028	-100.0	-0.22809263	-100	-0.26508272	-100	-0.19657028	-100	-0.13945426	-100	-0.5945873	-100	-0.15159811	-100	-0.23323172	-100	-0.30673474	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.14410512	-100	-0.23319109	-100.0	-0.20030813	-100	-0.19649774	-100	-0.27630395	-100.0	-0.32346213	-100.0	-0.49446464	-100	-0.20341602	-100	-0.17094368	-100.0	-0.2829793	-100	-0.32054037	-100	-0.13027526	-100	-0.13179454	-100	-0.20700425	-100	-0.16213906	-100	-0.11859127	-100	-0.18344042	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.22594222	-100	-0.32375994	-100.0	-0.24473672	-100	-0.30589694	-100	-0.5492201	-100.0	-0.19618545	-100.0	-0.33882454	-100	-0.42745987	-100	-0.19856572	-100.0	-0.25642663	-100	-0.25732496	-100	-0.4406817	-100	-0.40060413	-100	-0.65954155	-100	-0.188662	-100	-0.15361379	-100	-0.35285926	-100
