eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.16677922	-100	-0.3125697	-100	-0.25427118	-100	-0.4713816	-100	-0.35444558	-100.0	-0.37909445	-100.0	-0.16506974	-100	-0.4307567	-100	-0.50841826	-100	-0.120351434	-100	-0.38239598	-100.0	-0.21919815	-100	-0.2928343	-100.0	-0.30152097	-100	-0.5361932	-100.0	-0.15020657	-100	-0.5417276	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.10144531	-100	-0.30102682	-100	-0.18311438	-100	-0.18785472	-100	-0.46240258	-100.0	-0.30356786	-100.0	-0.1877219	-100	-0.6721346	-100	-0.2453704	-100	-0.14393584	-100	-0.19669704	-100.0	-0.15145141	-100	-0.17506193	-100.0	-0.21549904	-100	-0.26896402	-100.0	-0.26246402	-100	-0.36683458	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.09764478	-100	-0.621629	-100	-0.15977104	-100	-0.25003773	-100	-0.2192627	-100.0	-0.13860963	-100.0	-0.32782167	-100	-0.8873193	-100	-0.14099765	-100	-0.16351776	-100	-0.5165853	-100.0	-0.118107855	-100	-0.3684979	-100.0	-0.21917173	-100	-0.08221418	-100.0	-0.18568642	-100	-0.17401041	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.19435453	-100	-0.19819088	-100	-0.15660109	-100	-0.21175236	-100	-0.19717465	-100.0	-0.15455422	-100.0	-0.14751619	-100	-0.27694666	-100	-0.19273916	-100	-0.41338262	-100	-0.608526	-100.0	-0.1657902	-100	-0.16964169	-100.0	-0.34610173	-100	-0.12668024	-100.0	-0.2395297	-100	-0.14755197	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16854557	-100	-0.27143073	-100	-0.2832162	-100	-0.15732284	-100	-0.14125025	-100.0	-0.32906944	-100.0	-0.1604407	-100	-0.13445213	-100	-0.238601	-100	-0.12530608	-100	-0.19868545	-100.0	-0.16628562	-100	-0.21106504	-100.0	-0.2699646	-100	-0.17077588	-100.0	-0.10723002	-100	-0.29853183	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.30344555	-100	-0.21062766	-100	-0.15027805	-100	-0.21623458	-100	-0.17861213	-100.0	-0.21607928	-100.0	-0.15532574	-100	-0.14736608	-100	-0.24872188	-100	-0.16144304	-100	-0.13002719	-100.0	-0.13601868	-100	-0.17674278	-100.0	-0.19980869	-100	-0.12440078	-100.0	-0.64002854	-100	-0.2855683	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.15019979	-100	-0.18103035	-100	-0.17203812	-100	-0.18781403	-100	-0.2721941	-100.0	-0.34534144	-100.0	-0.13706432	-100	-0.14686437	-100	-0.2613086	-100	-0.23656566	-100	-0.16593577	-100.0	-0.1876548	-100	-0.16523933	-100.0	-0.1998041	-100	-0.199062	-100.0	-0.15366662	-100	-0.343067	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.33832082	-100	-0.3332004	-100	-0.31342062	-100	-0.23110598	-100	-0.26369599	-100.0	-0.38719907	-100.0	-0.2641677	-100	-0.21755047	-100	-0.20346409	-100	-0.1785239	-100	-0.7112809	-100.0	-0.1646356	-100	-0.15105431	-100.0	-0.30207536	-100	-0.25487942	-100.0	-0.2999036	-100	-0.15451764	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.36892045	-100	-0.20199881	-100	-0.2591706	-100	-0.20712985	-100	-0.19231682	-100.0	-0.23300883	-100.0	-0.14373131	-100	-0.2247554	-100	-0.29885462	-100	-0.27319553	-100	-0.5342661	-100.0	-0.1547928	-100	-0.15185957	-100.0	-0.1637325	-100	-0.14589408	-100.0	-0.29637095	-100	-0.24818721	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.1733868	-100	-0.38836297	-100	-0.61653787	-100	-0.3855106	-100	-100.0	-0.7922295	-0.7110107	-100.0	-0.32652277	-100	-0.23766774	-100	-0.2582379	-100	-0.38447383	-100	-0.24885403	-100.0	-0.33363733	-100	-0.34903553	-100.0	-0.35465485	-100	-0.16996375	-100.0	-0.13445105	-100	-0.180854	-100
