eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.52035	-100	-0.19075638	-100	-0.6548161	-100	-0.18666959	-100.0	-0.31893903	-100	-0.42062566	-100	-0.20047703	-100	-1.0841848	-100	-0.28809002	-100	-0.20079748	-100	-0.7092103	-100.0	-0.30182424	-100	-0.43480223	-100	-100.0	-0.8570328	-0.16884439	-100.0	-0.44791076	-100	-0.24125768	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.13706446	-100	-0.3642762	-100	-0.2179009	-100	-0.22967796	-100.0	-0.21406442	-100	-0.50285715	-100	-0.11194889	-100	-0.38254294	-100	-0.3054391	-100	-0.47578874	-100	-0.5190293	-100.0	-0.14217494	-100	-0.12145209	-100	-0.3522572	-100.0	-0.120513536	-100.0	-0.15028657	-100	-0.484625	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13912115	-100	-0.21676005	-100	-0.25300997	-100	-0.35194448	-100.0	-0.1476846	-100	-0.09730718	-100	-0.08886679	-100	-0.23482385	-100	-0.2912558	-100	-0.15309331	-100	-0.25046718	-100.0	-0.20476624	-100	-0.22691937	-100	-0.3183595	-100.0	-0.28513196	-100.0	-0.18328404	-100	-0.19197746	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.108134575	-100	-0.15502197	-100	-0.25171414	-100	-0.21904668	-100.0	-0.20606682	-100	-0.49100924	-100	-0.15091339	-100	-0.12442184	-100	-0.2650131	-100	-0.26647732	-100	-0.5762265	-100.0	-0.2019266	-100	-0.2040835	-100	-0.29978213	-100.0	-0.1343663	-100.0	-0.11271723	-100	-0.22007042	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.18981904	-100	-0.16749553	-100	-0.2177824	-100	-0.2975752	-100.0	-0.17693846	-100	-0.24031532	-100	-0.24780172	-100	-0.35349303	-100	-0.2697664	-100	-0.35585174	-100	-0.46744084	-100.0	-0.17603059	-100	-0.22647096	-100	-0.4937169	-100.0	-0.11798719	-100.0	-0.123979606	-100	-0.45741168	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.10660432	-100	-0.17250526	-100	-0.2365409	-100	-0.21469365	-100.0	-0.2305825	-100	-0.4712661	-100	-0.09051087	-100	-0.1745967	-100	-0.29001266	-100	-0.16559787	-100	-0.38394037	-100.0	-0.16183503	-100	-0.15213738	-100	-0.37232548	-100.0	-0.14277929	-100.0	-0.19026269	-100	-0.25104836	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.12712009	-100	-0.23775618	-100	-0.28023562	-100	-0.28800964	-100.0	-0.18017945	-100	-0.14995737	-100	-0.09444174	-100	-0.14124112	-100	-0.22019596	-100	-0.24113834	-100	-0.72540295	-100.0	-0.20936887	-100	-0.20246777	-100	-0.29020932	-100.0	-0.25778744	-100.0	-0.21211787	-100	-0.1674679	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.4354555	-100	-0.17496678	-100	-0.23777282	-100	-0.2995978	-100.0	-0.23740833	-100	-0.4190324	-100	-0.199834	-100	-0.36916804	-100	-0.41606507	-100	-0.38041535	-100	-100.0	-0.9416411	-0.2458449	-100	-0.22036736	-100	-0.46142015	-100.0	-0.24881436	-100.0	-0.17472738	-100	-0.48878628	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.18850559	-100	-0.18203229	-100	-0.20091066	-100	-0.2875958	-100.0	-0.11701582	-100	-0.26920286	-100	-0.20341478	-100	-0.33831948	-100	-0.27350035	-100	-0.21844658	-100	-0.39321703	-100.0	-0.1841128	-100	-0.19707042	-100	-0.22106978	-100.0	-0.09707832	-100.0	-0.15837787	-100	-0.27432287	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.071672946	-100	-0.3461133	-100	-0.20711121	-100	-100.0	-0.47912028	-0.35615006	-100	-0.42775592	-100	-0.14420977	-100	-0.23894224	-100	-0.16180483	-100	-0.144429	-100	-0.35249764	-100.0	-0.34764022	-100	-0.3810536	-100	-0.20179449	-100.0	-0.33784133	-100.0	-0.13847381	-100	-0.20342633	-100.0
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.14720856	-100	-0.38094568	-100	-0.49162945	-100	-0.11481321	-100.0	-0.30225462	-100	-0.8355107	-100	-0.13244382	-100	-0.17523833	-100	-0.35529676	-100	-0.17492445	-100	-0.4618267	-100.0	-0.26667532	-100	-0.16949213	-100	-0.3461548	-100.0	-0.21688436	-100.0	-0.115041554	-100	-0.29896915	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.07698874	-100	-0.28995833	-100	-0.16997209	-100	-0.16105925	-100.0	-0.25863338	-100	-0.2483203	-100	-0.16749913	-100	-0.82553506	-100	-0.2537436	-100	-0.22685489	-100	-0.22647634	-100.0	-0.15576583	-100	-0.14543708	-100	-0.18247707	-100.0	-0.29916102	-100.0	-0.15174142	-100	-0.16107227	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.17542611	-100	-0.32028514	-100	-0.30909717	-100	-0.12319011	-100.0	-0.20344159	-100	-0.3008119	-100	-0.24550511	-100	-0.6686055	-100	-0.19930847	-100	-0.2139736	-100	-0.81386834	-100.0	-0.27093768	-100	-0.19400111	-100	-0.7813436	-100.0	-0.23007973	-100.0	-0.12758127	-100	-0.5885192	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.1403373	-100	-0.2597624	-100	-0.18389034	-100	-0.44651955	-100.0	-0.19379517	-100	-0.22658393	-100	-0.18297623	-100	-0.9383036	-100	-0.16488095	-100	-0.69401634	-100	-0.7281304	-100.0	-0.10208587	-100	-0.36761227	-100	-0.4652107	-100.0	-0.16336839	-100.0	-0.4490931	-100	-0.4594311	-100.0
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.20473275	-100	-0.15758336	-100	-0.1409897	-100	-0.1593895	-100.0	-0.14333922	-100	-0.15015545	-100	-0.09569361	-100	-0.16000618	-100	-0.24270202	-100	-0.20105807	-100	-0.88290966	-100.0	-0.13184385	-100	-0.11432874	-100	-0.19251594	-100.0	-0.100258514	-100.0	-0.22704487	-100	-0.12718311	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.12518929	-100	-0.19253798	-100	-0.22407065	-100	-0.122615404	-100.0	-0.19439217	-100	-0.1637799	-100	-0.15679993	-100	-0.2088081	-100	-0.14869094	-100	-0.1402424	-100	-0.6767695	-100.0	-0.13018529	-100	-0.15496726	-100	-0.28538018	-100.0	-0.10961847	-100.0	-0.12595572	-100	-0.15304913	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.1289092	-100	-0.26774213	-100	-0.25978398	-100	-0.21327765	-100.0	-0.20534313	-100	-0.18769377	-100	-0.13598296	-100	-0.25563473	-100	-0.16364798	-100	-0.22025153	-100	-0.16710526	-100.0	-0.19639151	-100	-0.12899016	-100	-0.49087933	-100.0	-0.12952255	-100.0	-0.12363092	-100	-0.1486861	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.40083426	-100	-0.18947145	-100	-0.27351108	-100	-0.2702423	-100.0	-0.4109273	-100	-0.19095418	-100	-0.13239285	-100	-1.1102325	-100	-0.6036798	-100	-0.20292823	-100	-0.18212874	-100.0	-0.18463437	-100	-0.4893763	-100	-0.5299596	-100.0	-0.2088676	-100.0	-0.114583045	-100	-0.2646168	-100.0
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.29489312	-100	-0.39477196	-100	-0.40286255	-100	-0.2089605	-100.0	-0.19585924	-100	-0.49591064	-100	-0.14403628	-100	-0.14548989	-100	-0.23402214	-100	-0.3514287	-100	-0.212784	-100.0	-0.1262303	-100	-0.22245376	-100	-0.31024605	-100.0	-0.28626966	-100.0	-0.187651	-100	-0.22869743	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.27440852	-100	-0.51798207	-100	-0.2045513	-100	-0.2392281	-100.0	-0.35125294	-100	-0.41852203	-100	-0.21120681	-100	-0.21953683	-100	-0.40284348	-100	-0.22181879	-100	-100.0	-0.31928673	-0.25131196	-100	-0.49087876	-100	-0.34948087	-100.0	-100.0	-0.83404	-0.1803496	-100	-100.0	-0.7429364
