eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.13806145	-100	-0.45046318	-100	-0.2892852	-100	-0.23259214	-100	-0.33365205	-100	-0.27113435	-100.0	-0.18500552	-100	-1.5528667	-100	-0.35322148	-100	-0.13803741	-100	-0.6417352	-100	-0.18834038	-100	-0.13600625	-100	-0.46218	-100.0	-0.2173603	-100.0	-0.19278695	-100	-0.25841022	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15966265	-100	-0.5015725	-100	-0.13188049	-100	-0.3028316	-100	-0.1779269	-100	-0.15895899	-100.0	-0.11220359	-100	-0.52749354	-100	-0.18853503	-100	-0.19370654	-100	-0.18066704	-100	-0.15726264	-100	-0.21906872	-100	-0.46713528	-100.0	-0.17116624	-100.0	-0.38632903	-100	-0.28077334	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13748331	-100	-0.27021316	-100	-0.19360894	-100	-0.179075	-100	-0.18410249	-100	-0.893995	-100.0	-0.28966698	-100	-0.13289906	-100	-0.23101369	-100	-0.08365447	-100	-0.18590483	-100	-0.25881913	-100	-0.18901461	-100	-0.7330917	-100.0	-0.12456725	-100.0	-0.14322764	-100	-0.20200756	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.10334703	-100	-0.29724538	-100	-0.20138267	-100	-0.16885427	-100	-0.21772785	-100	-0.20550856	-100.0	-0.11168993	-100	-0.4197244	-100	-0.17184387	-100	-0.15148956	-100	-0.16582538	-100	-0.14871985	-100	-0.14602987	-100	-0.19156055	-100.0	-0.18742062	-100.0	-0.1026307	-100	-0.1314877	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.14603871	-100	-0.40708956	-100	-0.26113766	-100	-0.23402816	-100	-0.1359295	-100	-0.29629335	-100.0	-0.29572135	-100	-0.18016523	-100	-0.23175132	-100	-0.3597348	-100	-0.16858415	-100	-0.1327898	-100	-0.225729	-100	-0.23624593	-100.0	-0.18237235	-100.0	-0.09331498	-100	-0.22647269	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.083110325	-100	-0.16256808	-100	-0.16288285	-100	-0.1524441	-100	-0.44391164	-100	-0.29336265	-100.0	-0.11527102	-100	-0.2935921	-100	-0.18007289	-100	-0.16139112	-100	-0.37138742	-100	-0.17512882	-100	-0.18701038	-100	-0.2120497	-100.0	-0.15258496	-100.0	-0.12651159	-100	-0.16437462	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.17789172	-100	-0.1739162	-100	-0.18754359	-100	-0.20640723	-100	-0.29982048	-100	-0.32919788	-100.0	-0.13025957	-100	-0.16557163	-100	-0.23433341	-100	-0.3432481	-100	-0.5006969	-100	-0.1329907	-100	-0.18416211	-100	-0.49814987	-100.0	-0.115197174	-100.0	-0.27531222	-100	-0.17914815	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.24828766	-100	-0.24013342	-100	-0.4901903	-100	-0.25017965	-100	-0.2829365	-100	-0.9242279	-100.0	-0.16494174	-100	-0.15632012	-100	-0.22315224	-100	-0.3228993	-100	-0.56613255	-100	-0.24663328	-100	-0.10529787	-100	-0.1824127	-100.0	-0.22586788	-100.0	-0.24814366	-100	-0.4168746	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2147476	-100	-0.2981217	-100	-0.22013238	-100	-0.18926457	-100	-0.25291955	-100	-0.20564729	-100.0	-0.16735418	-100	-0.14611259	-100	-0.3681807	-100	-0.1776453	-100	-0.43328568	-100	-0.15494889	-100	-0.22319165	-100	-0.6067572	-100.0	-0.14255685	-100.0	-0.12322436	-100	-0.2684475	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.12088456	-100	-0.18633811	-100	-0.45459226	-100	-0.66580737	-100	-0.39206997	-100	-0.645883	-100.0	-0.32441887	-100	-0.26172343	-100	-0.29759213	-100	-0.19893168	-100	-0.40896147	-100	-0.48633984	-100	-0.35531104	-100	-100.0	-0.75322515	-0.24602142	-100.0	-0.1537136	-100	-0.18278094	-100.0
