prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.3226747	-100	-0.17672904	-100	-0.2427812	-100	-100	-0.755134	-100	-0.2671821	-0.44136223	-100	-0.5028451	-100	-0.75793433	-100	-0.57383287	-100	-0.32901376	-100	-100	-0.6912924	-0.33756018	-100	-0.73486596	-100	-0.20473363	-100	-0.7799668	-100	-0.3273518	-100	-100	-0.84495
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17723851	-100	-0.5851742	-100	-0.2425674	-100	-0.8290308	-100	-0.66116667	-100	-0.5552741	-100	-0.32627368	-100	-0.21677358	-100	-100	-0.5921074	-0.16058613	-100	-0.37422484	-100	-0.41252914	-100	-100	-0.79102904	-0.18895125	-100	-0.21692516	-100	-100	-0.764086	-100	-0.650841
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19385406	-100	-0.19832811	-100	-0.22958061	-100	-0.1705833	-100	-0.1554975	-100	-0.24510618	-100	-0.19400726	-100	-0.26995468	-100	-0.3174835	-100	-0.16033596	-100	-0.17757276	-100	-0.14963466	-100	-0.20348258	-100	-0.5069278	-100	-0.18578783	-100	-0.19855219	-100	-0.28191116	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.22648442	-100	-0.39629376	-100	-0.5020131	-100	-0.16563226	-100	-0.4080301	-100	-0.189485	-100	-0.2560555	-100	-0.2449583	-100	-100	-0.7053386	-0.36317033	-100	-0.17406219	-100	-0.23426116	-100	-0.17245965	-100	-0.24496958	-100	-0.255399	-100	-0.32230553	-100	-100	-0.70606077
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.1471564	-100	-0.4027755	-100	-0.23443814	-100	-0.20231189	-100	-0.18323158	-100	-0.19594	-100	-0.19507638	-100	-0.15011957	-100	-0.4095236	-100	-0.23181053	-100	-0.25362152	-100	-0.1699333	-100	-0.18160604	-100	-0.21406175	-100	-0.15133844	-100	-0.3160221	-100	-0.26966244	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.16498758	-100	-0.4517333	-100	-0.23775262	-100	-0.5139776	-100	-0.15856588	-100	-0.24056828	-100	-0.19210978	-100	-0.1684617	-100	-0.73326796	-100	-0.31108624	-100	-0.13763407	-100	-0.1623486	-100	-0.15664299	-100	-0.22685543	-100	-0.18703905	-100	-0.20151806	-100	-0.34508342	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.13868284	-100	-0.14939953	-100	-0.24869595	-100	-0.20130539	-100	-0.20042218	-100	-0.16804841	-100	-0.20109786	-100	-0.16147897	-100	-0.28027707	-100	-0.19801268	-100	-0.2589043	-100	-0.10207228	-100	-0.1790978	-100	-0.23841399	-100	-0.18066224	-100	-0.23733744	-100	-0.49998996	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.17535175	-100	-0.45928308	-100	-0.4428457	-100	-0.25864628	-100	-0.14571078	-100	-0.1491354	-100	-0.14719155	-100	-0.165433	-100	-0.17864747	-100	-0.17043473	-100	-0.20655803	-100	-0.15237176	-100	-0.17817204	-100	-0.12823807	-100	-0.1158078	-100	-0.23997785	-100	-100	-0.84220725
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.19249225	-100	-0.21618469	-100	-0.26664156	-100	-0.24383388	-100	-0.24829876	-100	-0.1725348	-100	-0.31744504	-100	-0.2072712	-100	-100	-0.74368376	-0.6045339	-100	-0.26404384	-100	-0.17701514	-100	-0.20002961	-100	-0.5876733	-100	-0.14354002	-100	-0.16129433	-100	-0.52279806	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.30113038	-100	-0.670497	-100	-100	-0.49743026	-100	-0.2192947	-100	-0.14549726	-100	-0.2826193	-100	-0.31869748	-0.8810758	-100	-0.29794213	-100	-100	-0.21565306	-100	-0.2860589	-100	-0.3064207	-100	-0.24551013	-100	-0.19680391	-100	-0.38071468	-100	-0.5976899	-100	-0.37087917
