prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.3365796	-100	-100	-0.5863888	-0.27996886	-100	-0.34756142	-100	-100	-0.60300404	-0.5884245	-100	-0.62760067	-100	-0.39761558	-100	-100	-0.4109087	-0.20768313	-100	-0.8219926	-100	-0.24738893	-100	-0.45384976	-100	-100	-0.73689437	-0.60605884	-100	-100	-0.36223462	-0.37926438	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.3148681	-100	-0.52347004	-100	-0.17832334	-100	-0.26756477	-100	-0.16640246	-100	-100	-0.68345195	-100	-0.6940181	-0.21960683	-100	-0.27075532	-100	-0.16121261	-100	-0.7006921	-100	-0.1501247	-100	-0.6835157	-100	-100	-0.68406653	-100	-0.7627522	-100	-0.83404064	-0.76782787	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.38656816	-100	-0.2016041	-100	-0.19810165	-100	-0.18545184	-100	-0.29540253	-100	-0.26031974	-100	-0.2022829	-100	-0.57141656	-100	-0.21983293	-100	-0.14776497	-100	-0.22385769	-100	-0.13029441	-100	-0.25105602	-100	-100	-0.78233814	-0.21398416	-100	-0.7231351	-100	-0.15510277	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.23866336	-100	-0.46435106	-100	-0.47767046	-100	-0.25178114	-100	-0.21153583	-100	-0.27987817	-100	-0.21364565	-100	-0.2440173	-100	-0.3313641	-100	-0.17041302	-100	-0.70628107	-100	-0.15187433	-100	-0.3975921	-100	-0.6332315	-100	-0.25745496	-100	-100	-0.5782656	-0.17077446	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.18824375	-100	-0.1629878	-100	-0.37332323	-100	-0.1978862	-100	-0.17347194	-100	-0.17157006	-100	-0.22541107	-100	-0.14719191	-100	-0.20778958	-100	-0.17362234	-100	-0.36160874	-100	-0.17237678	-100	-0.24600405	-100	-0.5208805	-100	-0.2288999	-100	-0.31737822	-100	-0.26160142	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.14486384	-100	-0.23642583	-100	-0.4455888	-100	-0.18199869	-100	-0.18089099	-100	-0.18731792	-100	-0.21370336	-100	-0.20444249	-100	-0.36782286	-100	-0.1262044	-100	-0.27179143	-100	-0.12249547	-100	-0.19491942	-100	-0.16335128	-100	-0.17763035	-100	-0.21351562	-100	-0.23300724	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.20538075	-100	-0.22775957	-100	-0.16035919	-100	-0.13776444	-100	-0.24359143	-100	-0.16698594	-100	-0.21023783	-100	-0.17885593	-100	-0.16942525	-100	-0.14214265	-100	-0.15148115	-100	-0.12666596	-100	-0.13852194	-100	-0.15276237	-100	-0.17444924	-100	-0.2998315	-100	-0.2628769	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3724285	-100	-0.18692644	-100	-0.22863676	-100	-0.26778498	-100	-0.2860808	-100	-0.2167955	-100	-0.15511996	-100	-0.28124496	-100	-0.14508006	-100	-0.19799453	-100	-0.18488961	-100	-0.12381924	-100	-0.15568434	-100	-0.12591487	-100	-0.18874326	-100	-0.55656916	-100	-0.36201683	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.19796865	-100	-0.30339202	-100	-0.32890442	-100	-0.1772625	-100	-0.15789	-100	-0.1850651	-100	-0.289068	-100	-0.29226857	-100	-0.15108024	-100	-0.18003222	-100	-0.31460682	-100	-0.10717045	-100	-0.24143827	-100	-0.14752275	-100	-0.14852421	-100	-0.20809866	-100	-0.18131861	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.3965664	-100	-0.59810287	-100	-100	-0.88022405	-100	-0.5744983	-0.7219449	-100	-0.86997426	-100	-0.7617536	-100	-100	-0.43960133	-0.3288862	-100	-0.5700505	-100	-0.6740227	-100	-100	-0.52739024	-100	-0.66037196	-0.866508	-100	-0.75253123	-100	-0.95876396	-100	-0.8299062	-100
