prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.17281736	-100	-0.5684374	-100	-0.65328616	-100	-0.25080314	-100	-100	-0.50420946	-0.1694559	-100	-0.26738045	-100	-0.37288594	-100	-0.71433616	-100	-0.2073936	-100	-100	-0.43601477	-0.32063213	-100	-0.8209513	-100	-100	-0.38469818	-0.77350146	-100	-0.31739157	-100	-100	-0.61199653
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.3404699	-100	-100	-0.77108663	-0.60002655	-100	-0.31865308	-100	-0.22542451	-100	-0.52687156	-100	-0.20090549	-100	-0.38445067	-100	-0.24065366	-100	-0.14800213	-100	-100	-1.0325602	-0.27570564	-100	-100	-0.8993504	-0.7457355	-100	-100	-0.5215348	-0.65997785	-100	-0.9006337	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.3272134	-100	-0.30905083	-100	-0.2871257	-100	-0.18957253	-100	-0.28407225	-100	-0.17140868	-100	-0.27441612	-100	-0.28729555	-100	-0.3311172	-100	-0.40628508	-100	-0.65748125	-100	-0.2344725	-100	-0.7530861	-100	-0.79420316	-100	-0.2501011	-100	-0.6291157	-100	-0.40254244	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.21013075	-100	-0.3410867	-100	-0.33489203	-100	-0.17678203	-100	-0.16799094	-100	-0.2682891	-100	-0.42650467	-100	-0.18690725	-100	-0.4828986	-100	-0.20057748	-100	-0.41568428	-100	-0.14747253	-100	-0.53037083	-100	-100	-0.37056622	-0.16454375	-100	-0.25457922	-100	-0.20252404	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.27987194	-100	-0.43840435	-100	-0.36286917	-100	-0.29617065	-100	-0.35803986	-100	-0.22898893	-100	-0.19457738	-100	-0.22256678	-100	-0.24334858	-100	-0.17964508	-100	-0.23737961	-100	-0.33771867	-100	-0.46776062	-100	-0.3288351	-100	-0.21315941	-100	-0.28300983	-100	-0.18682642	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.15378317	-100	-0.23296729	-100	-0.3326378	-100	-0.16261695	-100	-0.5317774	-100	-0.37968153	-100	-0.36318853	-100	-0.21791165	-100	-0.17516787	-100	-0.23325989	-100	-0.4558302	-100	-0.1849589	-100	-0.37437883	-100	-0.296902	-100	-0.2877713	-100	-0.32731286	-100	-0.49033278	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.21894133	-100	-0.18533461	-100	-0.21849094	-100	-0.23922823	-100	-0.274025	-100	-0.34217674	-100	-0.102737956	-100	-0.32282415	-100	-0.40885493	-100	-0.16930826	-100	-0.19245264	-100	-0.16167338	-100	-0.2879275	-100	-0.43608418	-100	-100	-0.61757785	-0.39125237	-100	-100	-0.39483413
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3812337	-100	-0.2141592	-100	-0.2557622	-100	-0.4187302	-100	-0.19743828	-100	-0.6434132	-100	-0.42673153	-100	-0.122690804	-100	-0.30785242	-100	-0.3041191	-100	-0.27267987	-100	-0.24345084	-100	-0.67723364	-100	-0.387409	-100	-0.7023202	-100	-0.4255658	-100	-100	-0.660625
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.27553642	-100	-0.23263907	-100	-0.31390145	-100	-0.20022783	-100	-0.22275558	-100	-100	-0.30478603	-0.21868332	-100	-0.68734956	-100	-0.251794	-100	-0.17435819	-100	-0.48900196	-100	-0.1840011	-100	-100	-0.85744816	-0.22001569	-100	-0.12493869	-100	-0.32023427	-100	-0.23523982	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.62702346	-100	-0.43658307	-100	-0.4199713	-100	-100	-0.8544043	-100	-0.15539257	-100	-0.385572	-100	-0.3944432	-100	-0.8148959	-0.39332044	-100	-100	-0.75094503	-100	-0.5576396	-100	-0.36564282	-100	-0.18986478	-100	-0.3336265	-100	-0.5982287	-0.27545	-100	-100	-0.4544948
