prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.5811182	-100	-0.22523022	-100	-0.5666615	-100	-0.7448937	-100	-100	-0.49539208	-0.2824845	-100	-0.7473785	-100	-0.59209275	-100	-100	-0.74515283	-0.23406054	-100	-0.422614	-100	-0.7634341	-100	-100	-0.4585717	-0.1734097	-100	-0.32519394	-100	-100	-0.6571227	-100	-0.43009585
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.13714875	-100	-100	-0.43524832	-0.24677396	-100	-0.4634675	-100	-0.33090103	-100	-0.24613196	-100	-0.15494673	-100	-0.34201396	-100	-0.7108808	-100	-0.2117858	-100	-0.14404584	-100	-0.23575199	-100	-0.21346626	-100	-0.3974296	-100	-0.22339395	-100	-100	-0.6779135	-100	-0.45900732
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13396981	-100	-0.6464634	-100	-0.26277396	-100	-0.23777592	-100	-0.15109798	-100	-0.3154271	-100	-0.16969077	-100	-0.28503668	-100	-0.47912037	-100	-0.16681942	-100	-0.16142237	-100	-0.26534164	-100	-0.21888094	-100	-0.7437687	-100	-0.22651118	-100	-0.32947585	-100	-0.52094203	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.175474	-100	-0.6201252	-100	-0.3522293	-100	-0.14983094	-100	-0.16959946	-100	-0.2931233	-100	-0.17575541	-100	-0.1690269	-100	-0.2810702	-100	-0.17720705	-100	-0.13508323	-100	-0.22832905	-100	-0.17114842	-100	-0.22345762	-100	-0.16424355	-100	-0.72012705	-100	-0.23650503	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20189436	-100	-0.32208887	-100	-0.1686109	-100	-0.24157023	-100	-0.16113201	-100	-0.25479853	-100	-0.16138342	-100	-0.1680513	-100	-0.23624133	-100	-0.16813838	-100	-0.24782142	-100	-0.21171589	-100	-0.3765486	-100	-0.13551402	-100	-0.135482	-100	-0.1871973	-100	-0.24391279	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13859883	-100	-100	-0.73959684	-0.1764664	-100	-0.1639119	-100	-0.28604668	-100	-0.1774123	-100	-0.12164977	-100	-0.25717795	-100	-0.23113248	-100	-0.2020719	-100	-0.22147197	-100	-0.19572337	-100	-0.2267615	-100	-0.16932203	-100	-0.17977598	-100	-0.17741844	-100	-0.16218722	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.14036557	-100	-0.18143825	-100	-0.39504504	-100	-0.23499304	-100	-0.17276798	-100	-0.19257975	-100	-0.17640404	-100	-0.12215779	-100	-0.35101044	-100	-0.1310958	-100	-0.111132644	-100	-0.15649611	-100	-0.104125604	-100	-0.16873883	-100	-0.13291554	-100	-0.14313789	-100	-0.34047285	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.25705376	-100	-0.18169811	-100	-0.18781044	-100	-0.24666333	-100	-0.17993145	-100	-0.20779017	-100	-0.17902175	-100	-0.589998	-100	-0.6831236	-100	-0.20772664	-100	-0.2973118	-100	-0.17399743	-100	-0.13993184	-100	-0.21680743	-100	-0.17545646	-100	-0.5262795	-100	-0.16140556	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16658634	-100	-0.2611293	-100	-0.48735696	-100	-0.3157534	-100	-0.18585694	-100	-0.3447081	-100	-0.16109852	-100	-0.52583325	-100	-0.49801105	-100	-0.14385869	-100	-0.3015749	-100	-0.11450939	-100	-0.124019824	-100	-0.13636674	-100	-0.15758252	-100	-100	-0.6224598	-0.18739872	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.42653242	-100	-100	-0.61601716	-100	-0.7478918	-100	-0.22683044	-100	-0.15845889	-100	-0.27314657	-100	-0.58217096	-100	-0.6189312	-0.23000866	-100	-0.8207477	-100	-100	-0.17358299	-100	-0.29938877	-100	-0.28214395	-100	-0.3086941	-100	-0.3304697	-0.39288995	-100	-100	-0.23580979
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.20679006	-100	-0.5532528	-100	-0.27988124	-100	-0.29943967	-100	-0.5721218	-100	-0.17939474	-100	-0.39435402	-100	-0.26279482	-100	-0.41876164	-100	-0.5677658	-100	-0.37990496	-100	-0.29184368	-100	-0.23645377	-100	-0.5260539	-100	-0.25930175	-100	-0.32552785	-100	-0.48949915	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.15086563	-100	-0.335949	-100	-0.2033949	-100	-0.2724523	-100	-100	-0.62321544	-0.7724639	-100	-0.2097229	-100	-0.28542697	-100	-0.16492783	-100	-0.3228178	-100	-100	-0.8698046	-0.30454206	-100	-0.38063958	-100	-0.7053978	-100	-0.4428234	-100	-0.17034976	-100	-0.5781737	-100
