prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.1260958	-100	-100	-0.77118266	-0.24227528	-100	-100	-0.8455051	-100	-0.6023701	-0.29615173	-100	-100	-0.7265298	-100	-0.88261676	-0.6872547	-100	-0.17707214	-100	-0.45478302	-100	-0.2547819	-100	-0.39788204	-100	-100	-0.5388996	-100	-0.6272976	-100	-0.66181254	-0.5779908	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15025935	-100	-0.47638315	-100	-0.15747932	-100	-0.5292535	-100	-0.17738198	-100	-0.3104871	-100	-0.25456262	-100	-0.2606424	-100	-0.42914504	-100	-0.17154473	-100	-0.17240468	-100	-0.16711554	-100	-0.26383358	-100	-0.20249163	-100	-0.17963138	-100	-0.4664415	-100	-0.28662068	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.20984884	-100	-0.42782366	-100	-0.24177864	-100	-0.24753976	-100	-0.25003856	-100	-0.5303891	-100	-0.17974807	-100	-0.25444	-100	-0.26347792	-100	-0.24611062	-100	-0.63830405	-100	-0.16630638	-100	-0.31436044	-100	-0.30029178	-100	-0.12193436	-100	-0.24832076	-100	-0.30198973	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.33535936	-100	-0.42617017	-100	-0.2631379	-100	-0.24879716	-100	-0.19300534	-100	-0.36526072	-100	-0.17924234	-100	-0.21855026	-100	-0.2470828	-100	-0.12754539	-100	-0.2684825	-100	-0.24180597	-100	-0.31603414	-100	-0.40433094	-100	-0.2350526	-100	-0.23585038	-100	-0.1810082	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20646526	-100	-0.1790196	-100	-0.26265088	-100	-0.22453924	-100	-0.4657242	-100	-0.22553451	-100	-0.19127984	-100	-0.2650688	-100	-0.24233414	-100	-0.28804088	-100	-0.42013577	-100	-0.16428071	-100	-0.22389638	-100	-0.14921297	-100	-0.1429267	-100	-0.2337608	-100	-0.31054482	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.14203018	-100	-0.21150342	-100	-0.60399187	-100	-0.2032695	-100	-0.29963213	-100	-0.20799415	-100	-0.18938552	-100	-0.21223526	-100	-0.34927785	-100	-0.16937195	-100	-0.17298147	-100	-0.18617311	-100	-0.5734713	-100	-0.13193871	-100	-0.14789419	-100	-0.13479897	-100	-0.375267	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.17863156	-100	-0.27668378	-100	-0.20485806	-100	-0.14788818	-100	-0.21204594	-100	-0.19116263	-100	-0.17146294	-100	-0.10293673	-100	-100	-0.8031559	-0.14879635	-100	-0.31239912	-100	-0.10359115	-100	-0.122329555	-100	-0.091725275	-100	-0.24133189	-100	-0.35465804	-100	-0.21643186	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.21678597	-100	-0.33646908	-100	-0.21330674	-100	-0.19555303	-100	-0.23932554	-100	-0.22710589	-100	-0.22039634	-100	-0.78248817	-100	-0.3260203	-100	-0.19744106	-100	-0.23049739	-100	-0.21367177	-100	-0.19106235	-100	-0.208382	-100	-0.15690695	-100	-0.23134392	-100	-0.40386754	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.28098148	-100	-0.2332823	-100	-0.5103769	-100	-0.27600676	-100	-0.24140586	-100	-0.17113073	-100	-0.13432683	-100	-0.22972064	-100	-0.36883536	-100	-0.28671497	-100	-0.22909616	-100	-0.10091374	-100	-0.17731166	-100	-0.17722137	-100	-0.12828632	-100	-0.23865518	-100	-0.19428755	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.21315269	-100	-100	-0.45066828	-0.6284684	-100	-100	-0.6251394	-100	-0.3357417	-0.5083145	-100	-100	-0.7694108	-100	-0.4264967	-0.20522955	-100	-100	-0.5869546	-100	-0.69516027	-100	-0.47544703	-100	-0.26571435	-100	-0.27818033	-100	-0.4309206	-0.370341	-100	-100	-0.2810463
