prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.28787357	-100	-0.44196972	-100	-0.34389988	-100	-0.32449615	-100	-0.79727185	-100	-0.24528517	-100	-0.27328357	-100	-0.7319174	-100	-0.3970882	-100	-0.20869344	-100	-0.6168044	-100	-0.3193755	-100	-100	-0.6405786	-100	-0.5147362	-0.5900804	-100	-100	-0.5603318	-0.28047913	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.18190558	-100	-0.19167353	-100	-0.14060682	-100	-0.17911455	-100	-0.2689578	-100	-0.22798698	-100	-0.24972926	-100	-0.34316334	-100	-0.585333	-100	-0.14392869	-100	-0.21681054	-100	-0.24311817	-100	-0.3405334	-100	-100	-0.73273385	-0.39109293	-100	-100	-0.7500381	-0.37587458	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.17537662	-100	-0.19831619	-100	-0.2103069	-100	-0.17279498	-100	-0.15459381	-100	-0.17751445	-100	-0.30337667	-100	-0.16764615	-100	-0.3407009	-100	-0.1578581	-100	-0.28389475	-100	-0.14012499	-100	-0.215856	-100	-0.41962337	-100	-0.37467578	-100	-0.6050053	-100	-0.23385412	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.16873008	-100	-0.19108419	-100	-0.50704277	-100	-0.2212064	-100	-0.21361865	-100	-0.1613201	-100	-0.22022687	-100	-0.14009942	-100	-0.1908599	-100	-0.27936637	-100	-100	-0.66140753	-0.1794463	-100	-0.23110801	-100	-0.37372848	-100	-0.17495343	-100	-0.30161002	-100	-0.2182722	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.1749937	-100	-0.21333182	-100	-0.3049735	-100	-0.26426739	-100	-0.29713586	-100	-0.18486072	-100	-0.17395465	-100	-0.18200912	-100	-0.20254847	-100	-0.15908693	-100	-0.22700873	-100	-0.1678682	-100	-0.33308196	-100	-0.19728538	-100	-0.28344017	-100	-0.3119425	-100	-0.20907061	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.23551452	-100	-0.21173136	-100	-0.33603793	-100	-0.26783773	-100	-0.18337068	-100	-0.18165009	-100	-0.20745316	-100	-0.24411629	-100	-0.39060566	-100	-0.20550057	-100	-0.24732968	-100	-0.16954142	-100	-0.26558107	-100	-0.19094503	-100	-0.19317177	-100	-0.7282498	-100	-0.1713866	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.15816344	-100	-0.22048698	-100	-0.402524	-100	-0.20417108	-100	-0.14425899	-100	-0.16805293	-100	-0.34823886	-100	-0.19065	-100	-0.18028465	-100	-0.20009966	-100	-0.11266848	-100	-0.110409714	-100	-0.15124032	-100	-0.18095806	-100	-0.22964339	-100	-0.30117574	-100	-0.23072048	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.27109417	-100	-0.2645309	-100	-0.40916517	-100	-0.19100013	-100	-0.15723355	-100	-0.16529165	-100	-0.18167417	-100	-0.20643565	-100	-0.1391932	-100	-0.2112016	-100	-0.21337867	-100	-0.1343438	-100	-0.20987257	-100	-0.19237845	-100	-0.17332555	-100	-0.3340444	-100	-0.18460728	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.19492573	-100	-0.2446296	-100	-0.20952538	-100	-0.16796091	-100	-0.21005729	-100	-0.14877753	-100	-0.17044483	-100	-0.18587811	-100	-0.15087652	-100	-0.21140295	-100	-0.30007434	-100	-0.1015933	-100	-0.130826	-100	-0.639348	-100	-0.20389447	-100	-0.25557393	-100	-0.1156138	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.4529398	-100	-0.31713733	-100	-100	-0.5784605	-100	-0.33094618	-0.48804158	-100	-100	-0.48561803	-100	-0.40110812	-100	-0.40328228	-0.36892596	-100	-100	-0.88646317	-100	-0.17521554	-100	-0.56725055	-100	-0.36877984	-100	-0.680777	-100	-0.44996136	-100	-0.66983026	-0.5888354	-100
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.27445915	-100	-0.41665125	-100	-0.80311674	-100	-0.34040028	-100	-0.15298383	-100	-0.413287	-100	-0.27213627	-100	-0.27894947	-100	-0.24593423	-100	-0.24258868	-100	-0.24869788	-100	-0.22893429	-100	-0.40365288	-100	-0.74281955	-100	-0.38908482	-100	-0.53242	-100	-0.22570974	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.17569405	-100	-0.3654301	-100	-0.24422175	-100	-0.22473975	-100	-0.20617317	-100	-0.38139325	-100	-0.56078285	-100	-0.17869957	-100	-0.11996253	-100	-0.29743794	-100	-0.29030678	-100	-0.19069377	-100	-100	-0.6939373	-0.7045084	-100	-0.31680408	-100	-0.8253075	-100	-0.20912762	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.25313827	-100	-0.52215886	-100	-0.56967205	-100	-0.4907656	-100	-0.7606546	-100	-0.5941967	-100	-0.27886826	-100	-0.752876	-100	-0.6993031	-100	-0.36847618	-100	-0.25942412	-100	-0.3121542	-100	-0.53120434	-100	-0.46224803	-100	-0.53316784	-100	-0.64256465	-100	-0.13475062	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.17050888	-100	-0.42962533	-100	-0.7020362	-100	-0.21184091	-100	-0.5047916	-100	-0.14506118	-100	-0.42358547	-100	-0.3698161	-100	-0.16197665	-100	-0.6536669	-100	-0.12591793	-100	-0.15925579	-100	-0.24091694	-100	-0.24249092	-100	-0.6365429	-100	-0.7701928	-100	-0.3769239	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.19212835	-100	-0.27214748	-100	-0.15004006	-100	-0.27408302	-100	-0.1729155	-100	-0.1769628	-100	-0.21208477	-100	-0.1497205	-100	-0.21243154	-100	-0.3262489	-100	-0.24732228	-100	-0.21996881	-100	-0.23971133	-100	-0.57728267	-100	-0.25458413	-100	-0.4138632	-100	-0.13203536	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.20334554	-100	-0.2713186	-100	-0.31935555	-100	-0.3469152	-100	-0.22330536	-100	-0.3328131	-100	-0.5510841	-100	-0.1438236	-100	-0.19805315	-100	-0.1681118	-100	-0.1666205	-100	-0.17828368	-100	-0.23091748	-100	-0.287835	-100	-0.21835576	-100	-0.41706198	-100	-0.1621127	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.21721411	-100	-0.15848522	-100	-0.23644902	-100	-0.19830629	-100	-0.30379093	-100	-0.48078352	-100	-0.14201836	-100	-0.21009676	-100	-0.16701284	-100	-0.21441723	-100	-0.4229049	-100	-0.19051541	-100	-0.33865312	-100	-0.22372751	-100	-0.20177443	-100	-0.22698195	-100	-0.18585938	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.23489684	-100	-0.2467783	-100	-0.65832746	-100	-0.7308962	-100	-0.41867992	-100	-0.3291403	-100	-0.24862176	-100	-0.17184557	-100	-0.44117978	-100	-0.65201753	-100	-0.19691175	-100	-0.20018013	-100	-0.3259493	-100	-0.17520665	-100	-0.37663674	-100	-0.4154638	-100	-0.2503149	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.44456008	-100	-0.25117946	-100	-0.4502256	-100	-0.24355814	-100	-0.30463275	-100	-0.212253	-100	-0.31302887	-100	-0.15591496	-100	-0.30507582	-100	-0.31520593	-100	-0.2010163	-100	-0.29641166	-100	-0.28882563	-100	-0.36082146	-100	-0.32435358	-100	-100	-0.700497	-0.28452682	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.55365354	-100	-100	-0.32159257	-100	-0.5092416	-100	-0.22896877	-100	-0.29822588	-100	-0.35216543	-0.67533195	-100	-100	-0.31157646	-100	-0.7065754	-0.41764003	-100	-100	-0.4896841	-0.5376299	-100	-100	-0.2523162	-0.21479332	-100	-100	-0.23661672	-100	-0.5276311	-0.57128876	-100
