prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.2115892	-100	-0.7262262	-100	-0.5159758	-100	-0.15878753	-100	-100	-0.83563644	-0.9726563	-100	-0.2693632	-100	-100	-0.7083991	-0.42218736	-100	-0.2622546	-100	-0.3382307	-100	-0.45036837	-100	-100	-0.73395795	-100	-0.6790449	-0.26760435	-100	-0.39024845	-100	-0.81864756	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.19266401	-100	-0.35139632	-100	-0.13189112	-100	-0.33490184	-100	-100	-0.85164577	-0.24263237	-100	-0.20821586	-100	-0.5011038	-100	-100	-0.69632703	-0.28430662	-100	-0.6133884	-100	-0.23327321	-100	-0.6942235	-100	-0.44127044	-100	-100	-0.5163502	-0.4716322	-100	-0.41943732	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.2107152	-100	-0.93422025	-100	-0.38909903	-100	-0.31064996	-100	-0.30246615	-100	-0.95691264	-100	-0.11940135	-100	-0.23936802	-100	-0.6210086	-100	-0.20696804	-100	-0.92720115	-100	-0.19818799	-100	-0.77229977	-100	-0.30858567	-100	-0.36194935	-100	-0.17925489	-100	-0.3251922	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.24314667	-100	-0.4107531	-100	-0.20860578	-100	-0.20856069	-100	-100	-0.42885992	-100	-0.65522	-0.15267077	-100	-0.5146101	-100	-0.3764118	-100	-0.19472294	-100	-0.46965104	-100	-0.21713287	-100	-0.3682838	-100	-0.59934705	-100	-0.130571	-100	-0.24157676	-100	-0.37335482	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.2138901	-100	-0.55869627	-100	-0.4188615	-100	-0.19423023	-100	-0.23295835	-100	-0.24099839	-100	-0.17911907	-100	-0.32987773	-100	-0.2297066	-100	-0.12734991	-100	-0.39404812	-100	-0.30011666	-100	-0.20074709	-100	-0.3151868	-100	-0.17704631	-100	-0.164056	-100	-0.2695018	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.2381779	-100	-0.9429816	-100	-0.21350086	-100	-0.29070917	-100	-0.3483891	-100	-100	-0.81418854	-0.25780785	-100	-0.15482752	-100	-0.38121876	-100	-0.2126549	-100	-0.19866511	-100	-0.22601275	-100	-0.33824733	-100	-0.20673311	-100	-0.25328317	-100	-0.24156742	-100	-0.52694535	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.18430093	-100	-100	-0.52560145	-0.23673597	-100	-0.27981967	-100	-0.22300762	-100	-0.12728357	-100	-0.14682756	-100	-0.17925209	-100	-0.6627126	-100	-0.14180851	-100	-0.6346962	-100	-0.19747539	-100	-0.19742922	-100	-0.3287139	-100	-0.1786461	-100	-0.7034415	-100	-0.26863366	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.40438896	-100	-0.34312972	-100	-0.1833633	-100	-0.250395	-100	-0.29530147	-100	-0.831503	-100	-0.17339914	-100	-0.18815684	-100	-0.14757296	-100	-0.27896327	-100	-0.71028554	-100	-0.1786345	-100	-0.51561636	-100	-0.19991088	-100	-0.3643884	-100	-0.5210496	-100	-0.24823771	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.21417768	-100	-0.2506587	-100	-0.26720095	-100	-0.21224365	-100	-0.24593157	-100	-0.41158357	-100	-0.279373	-100	-0.7953626	-100	-0.24533057	-100	-0.18519703	-100	-0.19151168	-100	-0.1848806	-100	-0.22835383	-100	-0.4239909	-100	-0.09388999	-100	-0.25624773	-100	-0.20032021	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.48549083	-100	-100	-0.52647585	-100	-0.2742508	-100	-0.7751963	-100	-0.122719236	-100	-0.3104742	-100	-0.36387953	-100	-0.22966641	-0.37777707	-100	-0.6494941	-100	-100	-0.7587483	-100	-0.89448655	-100	-0.58107513	-100	-0.24655136	-100	-0.6156185	-0.6780482	-100	-100	-0.62630504
