prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.19038692	-100	-100	-0.75741595	-0.26614273	-100	-0.28707877	-100	-0.28486177	-100	-0.80558515	-100	-100	-0.77864254	-0.28459638	-100	-0.7962693	-100	-0.2144194	-100	-0.74210835	-100	-0.1799084	-100	-100	-0.37933937	-100	-0.2894844	-0.6730943	-100	-0.55856484	-100	-100	-0.63060707
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.1291654	-100	-0.26110718	-100	-0.19114807	-100	-0.3688639	-100	-0.37781382	-100	-0.64333403	-100	-0.24218057	-100	-0.12699583	-100	-0.5190754	-100	-0.15319076	-100	-0.21720812	-100	-0.12750855	-100	-0.67224014	-100	-0.56506985	-100	-0.6575	-100	-0.46278462	-100	-0.19376956	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.21876842	-100	-0.2980253	-100	-0.348906	-100	-0.27350944	-100	-0.19640292	-100	-0.7468625	-100	-0.27100044	-100	-0.23308498	-100	-0.3939853	-100	-0.15345068	-100	-0.83005697	-100	-0.15295981	-100	-0.4152501	-100	-0.2688116	-100	-0.16889922	-100	-0.40518025	-100	-0.14767127	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.21757998	-100	-0.49001437	-100	-0.7778821	-100	-0.257066	-100	-0.22448239	-100	-0.24196836	-100	-0.24985558	-100	-0.3256098	-100	-0.1631733	-100	-0.20606981	-100	-0.34710404	-100	-0.13937628	-100	-0.20398116	-100	-0.26301375	-100	-0.18260857	-100	-0.5257921	-100	-0.15193324	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.22677712	-100	-0.18846278	-100	-0.4551505	-100	-0.2065173	-100	-0.19372876	-100	-0.22499193	-100	-0.20501456	-100	-0.18511698	-100	-0.26065958	-100	-0.22349912	-100	-0.28425	-100	-0.17348053	-100	-0.17435592	-100	-0.31811196	-100	-0.16615948	-100	-0.6311685	-100	-0.38008225	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13022012	-100	-0.2234032	-100	-0.22944866	-100	-0.17449763	-100	-0.50387007	-100	-0.23307113	-100	-0.19086516	-100	-0.19974646	-100	-0.37962526	-100	-0.16225067	-100	-0.16930127	-100	-0.1569105	-100	-0.21065958	-100	-0.1990124	-100	-0.15282674	-100	-0.37059012	-100	-0.16541198	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.274332	-100	-0.40863666	-100	-0.18843672	-100	-0.18285142	-100	-0.24865966	-100	-0.22219841	-100	-0.17763704	-100	-0.3994014	-100	-0.31346995	-100	-0.23409271	-100	-0.13657306	-100	-0.12652762	-100	-0.3065163	-100	-0.24563038	-100	-0.31259987	-100	-0.3263933	-100	-0.18120073	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.25009313	-100	-0.40997416	-100	-0.38209277	-100	-0.17681454	-100	-0.16091377	-100	-0.23688582	-100	-0.17465116	-100	-0.17446563	-100	-0.22986615	-100	-0.13512143	-100	-0.19259088	-100	-0.12833159	-100	-0.19439934	-100	-0.28577626	-100	-0.17894454	-100	-0.329858	-100	-0.2568137	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.20857531	-100	-0.40532914	-100	-0.33099365	-100	-0.21147387	-100	-0.120773174	-100	-0.19242245	-100	-0.15158215	-100	-0.13617322	-100	-0.25289476	-100	-0.14087392	-100	-0.27552575	-100	-0.1278456	-100	-0.19991459	-100	-0.14689432	-100	-0.2280549	-100	-0.44345975	-100	-0.16092399	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.90483946	-100	-0.67312837	-100	-100	-0.86477137	-100	-0.39294353	-0.8092908	-100	-0.77712667	-100	-100	-0.57937217	-0.55624694	-100	-0.64740574	-100	-100	-0.8069041	-0.61085016	-100	-100	-0.44067994	-100	-0.5242095	-100	-0.49466723	-0.5696574	-100	-100	-0.47957635	-100	-0.59054834
