prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.18679151	-100	-100	-0.7185007	-0.5377494	-100	-0.24474426	-100	-100	-0.44277728	-0.35066286	-100	-0.45873126	-100	-0.4906152	-100	-0.72881144	-100	-0.34149432	-100	-100	-0.57825106	-0.28412706	-100	-0.4269306	-100	-0.9439127	-100	-0.53331167	-100	-100	-0.7596056	-100	-0.69444156
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.14209943	-100	-0.5381962	-100	-0.2646547	-100	-0.42389336	-100	-0.23512399	-100	-0.3171004	-100	-0.30058813	-100	-0.73126733	-100	-0.51605207	-100	-0.4933855	-100	-0.19010949	-100	-0.2793311	-100	-0.50693935	-100	-100	-0.49692303	-0.23905753	-100	-0.3324432	-100	-0.7760062	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.18968898	-100	-0.49027818	-100	-0.40640625	-100	-0.29233205	-100	-0.36268046	-100	-1.1323645	-100	-0.16823564	-100	-0.2795672	-100	-0.2474038	-100	-0.37003857	-100	-0.6321223	-100	-0.4108925	-100	-0.2724576	-100	-0.81169087	-100	-0.22987409	-100	-0.29340512	-100	-0.24236839	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.10934058	-100	-0.6296443	-100	-0.3372882	-100	-0.1754424	-100	-0.32390258	-100	-0.17841561	-100	-0.13986775	-100	-0.27727157	-100	-0.24344817	-100	-0.31741998	-100	-100	-0.792397	-0.21739468	-100	-0.7867431	-100	-0.42325035	-100	-0.2800609	-100	-0.22964571	-100	-0.2616551	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.18724589	-100	-0.31291318	-100	-0.26873037	-100	-0.22538105	-100	-0.5010738	-100	-0.5343587	-100	-0.16177714	-100	-0.23719002	-100	-0.23437923	-100	-0.30016991	-100	-0.2635779	-100	-0.27498314	-100	-0.23071101	-100	-0.30766204	-100	-0.18535548	-100	-0.2048291	-100	-0.57729083	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.34436378	-100	-0.23824976	-100	-0.119820744	-100	-0.13995235	-100	-0.33582875	-100	-0.453246	-100	-0.34380722	-100	-0.15176848	-100	-0.4899024	-100	-0.22143425	-100	-0.23082589	-100	-0.2593525	-100	-0.26462993	-100	-0.19570838	-100	-0.17688838	-100	-100	-0.7546412	-0.1658894	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.09396915	-100	-0.3602055	-100	-0.19627814	-100	-0.24897529	-100	-0.16238283	-100	-0.26519498	-100	-0.19800623	-100	-0.121138245	-100	-0.49394336	-100	-0.3601235	-100	-0.47357973	-100	-0.09913104	-100	-0.20495309	-100	-0.12725365	-100	-0.69857705	-100	-0.49064964	-100	-0.26286057	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.1477705	-100	-0.44367912	-100	-0.22921489	-100	-0.24354726	-100	-0.34404877	-100	-0.33824983	-100	-0.1119075	-100	-0.3187953	-100	-0.7300211	-100	-0.36517406	-100	-0.34657416	-100	-0.16710745	-100	-0.75961584	-100	-0.258204	-100	-0.27439368	-100	-0.42736506	-100	-0.9351084	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16440308	-100	-0.25055662	-100	-0.29886022	-100	-0.1864597	-100	-0.1401756	-100	-0.29998478	-100	-0.65147537	-100	-0.2736892	-100	-100	-0.5617181	-0.28330976	-100	-0.81024784	-100	-0.18449946	-100	-0.20209977	-100	-0.24809997	-100	-0.14885777	-100	-100	-0.76194984	-0.6879388	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.88280714	-100	-0.4928749	-100	-0.6034417	-100	-0.2921502	-100	-0.2656217	-100	-0.43563122	-0.580789	-100	-100	-0.97072464	-100	-0.7394578	-0.48903033	-100	-0.2990584	-100	-100	-0.39639926	-100	-0.33706984	-100	-0.260318	-0.82421285	-100	-0.41631082	-100	-100	-0.6435688
