prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.25738302	-100	-0.1989287	-100	-0.3067672	-100	-0.4640902	-100	-0.71783483	-100	-100	-0.5839261	-0.57378453	-100	-0.3886692	-100	-0.54653955	-100	-0.22857045	-100	-0.2683757	-100	-0.22133066	-100	-100	-0.85035217	-0.899199	-100	-100	-0.20925392	-0.62142926	-100	-0.37412778	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.24956684	-100	-0.22901559	-100	-0.098997846	-100	-0.34570372	-100	-0.30374682	-100	-0.30811453	-100	-0.27112398	-100	-0.32764772	-100	-0.3190721	-100	-0.30255577	-100	-0.23383792	-100	-0.15007393	-100	-0.18996035	-100	-0.23092711	-100	-0.31318226	-100	-0.5108035	-100	-0.32440415	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.2582378	-100	-0.29504701	-100	-0.29273057	-100	-0.23261133	-100	-0.12710196	-100	-0.19373064	-100	-0.21526062	-100	-0.13403156	-100	-0.22223563	-100	-0.17206205	-100	-0.1985538	-100	-0.18834901	-100	-0.27866173	-100	-0.40005165	-100	-0.32906264	-100	-0.53470576	-100	-0.16863257	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.20006683	-100	-0.28489164	-100	-0.2799244	-100	-0.19494411	-100	-0.30697596	-100	-0.4559873	-100	-0.15857287	-100	-0.124446884	-100	-0.19317727	-100	-0.43755502	-100	-0.21690102	-100	-0.13573852	-100	-0.2380091	-100	-0.27674723	-100	-0.2409956	-100	-0.28109217	-100	-0.40536848	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16595146	-100	-0.16916679	-100	-0.23121293	-100	-0.18124045	-100	-0.15799513	-100	-0.3154646	-100	-0.20054848	-100	-0.16753232	-100	-0.28091535	-100	-0.15130724	-100	-0.26007208	-100	-0.1553563	-100	-0.26314706	-100	-0.2201765	-100	-0.20235378	-100	-0.61013705	-100	-0.17438827	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13302441	-100	-0.34884578	-100	-0.20352429	-100	-0.38108066	-100	-0.17601652	-100	-0.13766785	-100	-0.19570684	-100	-0.17452823	-100	-0.2337938	-100	-0.55198675	-100	-0.22386329	-100	-0.1721689	-100	-0.2005458	-100	-0.30356982	-100	-0.15390052	-100	-0.53660995	-100	-0.17720678	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.14994492	-100	-0.20482998	-100	-0.316573	-100	-0.1568923	-100	-0.17945947	-100	-0.2231655	-100	-0.14356837	-100	-0.23149702	-100	-0.40684563	-100	-0.1512992	-100	-0.25034368	-100	-0.12946284	-100	-0.37802443	-100	-0.2871218	-100	-0.16692734	-100	-0.22413039	-100	-0.43600556	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.29089135	-100	-0.27222714	-100	-0.27740106	-100	-0.18562484	-100	-0.17457236	-100	-0.16913629	-100	-0.17889228	-100	-0.15298119	-100	-0.17873976	-100	-0.16085082	-100	-0.2184811	-100	-0.19006358	-100	-0.17956604	-100	-0.29256883	-100	-0.1605456	-100	-0.28797808	-100	-0.23598614	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.25049314	-100	-0.24139062	-100	-0.38642114	-100	-0.16878214	-100	-0.19530194	-100	-0.19281557	-100	-0.1346925	-100	-0.122838244	-100	-0.16519132	-100	-0.17072476	-100	-0.13625689	-100	-0.113031395	-100	-0.17858653	-100	-0.12266324	-100	-0.16848363	-100	-0.21917647	-100	-0.19291843	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.60259306	-100	-0.601305	-100	-0.43074983	-100	-0.6193654	-100	-100	-0.9077164	-100	-0.7046978	-100	-0.67979074	-0.48025888	-100	-0.3597575	-100	-0.6175732	-100	-100	-0.55810505	-0.84428495	-100	-0.6619434	-100	-100	-0.36182797	-0.45414743	-100	-100	-0.61585784	-100	-0.36179903
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.3919036	-100	-0.6722231	-100	-100	-0.7376093	-0.5416316	-100	-0.25868076	-100	-0.33272955	-100	-0.48228627	-100	-0.34449813	-100	-0.18762289	-100	-0.42938596	-100	-0.4490374	-100	-0.19297647	-100	-0.75757754	-100	-0.36605704	-100	-0.24429327	-100	-0.5480742	-100	-0.20421098	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.27905536	-100	-0.40307972	-100	-0.22493854	-100	-0.27628163	-100	-0.378626	-100	-0.2815147	-100	-0.33792922	-100	-0.3646329	-100	-0.17522171	-100	-0.21728936	-100	-0.59381956	-100	-0.16514793	-100	-0.2995685	-100	-0.42793885	-100	-0.34134546	-100	-0.61166686	-100	-0.20666239	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.38198936	-100	-0.47007436	-100	-0.62721395	-100	-0.35733292	-100	-0.44810483	-100	-0.85126543	-100	-0.42844212	-100	-0.37749425	-100	-0.41348034	-100	-0.3584185	-100	-0.37694153	-100	-0.26196074	-100	-100	-0.58060765	-0.35790753	-100	-0.28207994	-100	-100	-0.7935431	-0.3202716	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.59995794	-100	-0.6465497	-100	-0.5597651	-100	-0.31997123	-100	-0.19309857	-100	-0.53740984	-100	-0.34430203	-100	-0.13478275	-100	-0.6186082	-100	-0.37500036	-100	-0.76417947	-100	-0.25423142	-100	-0.78377986	-100	-100	-0.3784598	-0.12317043	-100	-0.5541543	-100	-0.29605147	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.11627014	-100	-0.1891757	-100	-0.17502862	-100	-0.21009928	-100	-0.15476231	-100	-0.3589155	-100	-0.2716432	-100	-0.115174495	-100	-0.13501753	-100	-0.1755716	-100	-0.21801154	-100	-0.30535105	-100	-0.22131667	-100	-0.73821986	-100	-0.23439872	-100	-0.24935175	-100	-0.1622276	-100
