prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.4746465	-100	-0.52646434	-100	-0.34121257	-100	-100	-0.73629034	-100	-0.57320446	-0.38114643	-100	-0.27216756	-100	-0.2876839	-100	-0.38206246	-100	-100	-0.6308808	-100	-0.94316894	-0.45804116	-100	-0.5246992	-100	-100	-0.6023451	-0.2227053	-100	-0.64062417	-100	-0.82082206	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.18073165	-100	-0.70888484	-100	-0.24275066	-100	-0.29808617	-100	-0.7182577	-100	-0.20719407	-100	-0.13256963	-100	-0.6069627	-100	-0.56545275	-100	-0.30449754	-100	-0.8306909	-100	-0.33235112	-100	-0.38585335	-100	-0.35168952	-100	-0.32994804	-100	-0.3372016	-100	-0.52466244	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.14813788	-100	-0.4180607	-100	-0.24280894	-100	-0.1748446	-100	-0.1848504	-100	-0.27553102	-100	-0.13233195	-100	-0.20259045	-100	-0.315651	-100	-0.21116434	-100	-0.47753826	-100	-0.14458852	-100	-0.24913691	-100	-100	-0.60784906	-0.10549133	-100	-0.30145505	-100	-0.2209825	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.18271174	-100	-0.17615657	-100	-0.35312524	-100	-0.20319849	-100	-0.18979648	-100	-0.20972659	-100	-0.19094676	-100	-0.14786144	-100	-0.32071936	-100	-0.18361194	-100	-0.19361119	-100	-0.2135996	-100	-0.43366542	-100	-0.2743198	-100	-0.30144805	-100	-0.280981	-100	-0.3006813	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.21480219	-100	-0.1859273	-100	-0.26810524	-100	-0.27848768	-100	-0.20297249	-100	-0.21578337	-100	-0.19784357	-100	-0.14405672	-100	-0.25678965	-100	-0.21616368	-100	-0.29659334	-100	-0.15331471	-100	-0.1802718	-100	-0.18311039	-100	-0.19199386	-100	-0.44202763	-100	-0.23820293	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.21131673	-100	-0.15268286	-100	-0.2059434	-100	-0.3675725	-100	-0.28529668	-100	-0.2059738	-100	-0.1891788	-100	-0.19252823	-100	-0.29813203	-100	-0.20913786	-100	-0.24066564	-100	-0.19540134	-100	-0.16306932	-100	-0.25990233	-100	-0.18397188	-100	-0.7378885	-100	-0.20097157	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.17682998	-100	-0.14031008	-100	-0.5986074	-100	-0.20183367	-100	-0.17460209	-100	-0.16219738	-100	-0.18745816	-100	-0.1324426	-100	-0.57266563	-100	-0.22846842	-100	-0.27202335	-100	-0.15566862	-100	-0.18493587	-100	-0.079361126	-100	-0.16638641	-100	-0.17265189	-100	-0.38651413	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3523645	-100	-0.25333783	-100	-0.24444944	-100	-0.23621084	-100	-0.25518996	-100	-0.23353787	-100	-0.26784614	-100	-0.23594621	-100	-0.39243093	-100	-0.22433303	-100	-0.3013686	-100	-0.1614183	-100	-0.2112546	-100	-0.269818	-100	-0.15380494	-100	-0.41175917	-100	-0.18231484	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.29703107	-100	-0.13269071	-100	-0.2645956	-100	-0.1694835	-100	-0.24741884	-100	-0.19028857	-100	-0.15298314	-100	-0.32253313	-100	-0.17236325	-100	-0.22128886	-100	-0.22121255	-100	-0.12470227	-100	-0.23535685	-100	-0.17467578	-100	-0.1718092	-100	-0.18420927	-100	-0.34288406	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.34227443	-100	-0.32231474	-100	-0.7861303	-100	-100	-0.6319548	-100	-0.18465437	-100	-0.32519263	-100	-0.49909374	-100	-0.8134577	-0.2429372	-100	-100	-0.40748608	-0.4680049	-100	-100	-0.6047322	-100	-0.6001211	-100	-0.39163092	-0.55765486	-100	-0.8651003	-100	-0.6222167	-100
