prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.16049263	-100	-0.32589078	-100	-0.20004965	-100	-0.25784567	-100	-100	-0.79683864	-0.7944379	-100	-0.23843826	-100	-0.4453941	-100	-100	-0.49242088	-0.23498616	-100	-100	-0.2886751	-0.19889545	-100	-0.39652315	-100	-100	-0.6181423	-0.4723912	-100	-0.28011185	-100	-100	-0.60866904
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.14928742	-100	-0.14336018	-100	-0.17228374	-100	-0.4507043	-100	-0.21467063	-100	-0.19498706	-100	-0.35600984	-100	-100	-0.5675615	-0.45225734	-100	-0.21894014	-100	-0.23063639	-100	-0.13629386	-100	-0.73353857	-100	-100	-0.5746301	-0.5423585	-100	-100	-0.60729015	-0.5611726	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.16056317	-100	-0.12467323	-100	-0.11548306	-100	-0.24505356	-100	-0.13017206	-100	-0.24852858	-100	-0.15867373	-100	-0.23679645	-100	-0.5415932	-100	-0.12590562	-100	-0.31608424	-100	-0.119942576	-100	-0.5103785	-100	-0.21607637	-100	-0.19409005	-100	-0.55026025	-100	-0.19762196	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.1105083	-100	-100	-0.64375764	-0.24481355	-100	-0.43854982	-100	-0.20296013	-100	-0.22680816	-100	-0.27689862	-100	-0.1385231	-100	-0.27089027	-100	-0.17093074	-100	-0.30767128	-100	-0.12344242	-100	-0.41580614	-100	-100	-0.7003872	-0.19811393	-100	-0.8306011	-100	-0.09964052	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.10360332	-100	-0.18837686	-100	-0.2732982	-100	-0.17195408	-100	-0.23938067	-100	-0.1911975	-100	-0.19814758	-100	-0.14407614	-100	-0.15795158	-100	-0.17460474	-100	-0.30133188	-100	-0.39635968	-100	-0.24334311	-100	-0.4249199	-100	-0.1943362	-100	-0.2560153	-100	-0.17035308	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.17957546	-100	-0.40357664	-100	-0.2423305	-100	-0.21551567	-100	-0.16410376	-100	-0.22864312	-100	-0.20702265	-100	-0.25734648	-100	-0.35473466	-100	-0.14770582	-100	-0.16316846	-100	-0.14235148	-100	-0.19952427	-100	-0.36802092	-100	-0.16122052	-100	-0.43405867	-100	-0.4085472	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1118071	-100	-100	-0.781739	-0.20048141	-100	-0.16231832	-100	-0.16429202	-100	-0.35153693	-100	-0.18640311	-100	-0.13962758	-100	-0.2652412	-100	-0.15070741	-100	-0.119019665	-100	-0.15735507	-100	-0.16982871	-100	-0.14003564	-100	-0.21788318	-100	-0.24078742	-100	-0.29154	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20699479	-100	-0.4945874	-100	-0.28389743	-100	-0.11117681	-100	-0.13896854	-100	-0.16287738	-100	-0.13217153	-100	-0.11681919	-100	-0.22321586	-100	-0.15062141	-100	-0.23242344	-100	-0.117336154	-100	-0.21396202	-100	-0.39504188	-100	-0.15657808	-100	-0.4403419	-100	-0.13282582	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.17192967	-100	-0.55873305	-100	-0.69947404	-100	-0.10854267	-100	-0.14538483	-100	-0.18259612	-100	-0.14664693	-100	-0.6551154	-100	-0.31983697	-100	-0.18915044	-100	-0.16601212	-100	-0.17708914	-100	-0.13447349	-100	-0.53368413	-100	-0.21519823	-100	-0.2325252	-100	-0.19690698	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.26454675	-100	-100	-0.43124333	-0.82057863	-100	-100	-0.18903449	-100	-0.26718366	-100	-0.43087232	-100	-0.47123078	-0.4166885	-100	-100	-0.5395867	-100	-0.64885676	-100	-0.18010886	-100	-0.37147045	-100	-0.42068654	-100	-0.24147673	-0.7720088	-100	-100	-0.55609363	-100	-0.5515882
