prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.44590253	-100	-0.7257752	-100	-0.2743645	-100	-0.4326093	-100	-100	-0.4349808	-0.38732576	-100	-0.25798675	-100	-0.34415102	-100	-0.27417827	-100	-0.34975773	-100	-0.35766798	-100	-0.2631593	-100	-0.56965476	-100	-100	-0.83739364	-0.618136	-100	-0.6992819	-100	-100	-0.80570084
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17041974	-100	-0.36748132	-100	-0.28047466	-100	-0.32439828	-100	-0.3023814	-100	-0.2551968	-100	-0.28102145	-100	-0.485656	-100	-0.2937539	-100	-0.16752928	-100	-0.24778898	-100	-0.1279548	-100	-0.27916348	-100	-0.5255224	-100	-0.24671246	-100	-100	-0.7654361	-0.49697053	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.26093498	-100	-0.22768292	-100	-0.2149103	-100	-0.27258864	-100	-0.1608427	-100	-0.18601838	-100	-0.16594829	-100	-0.30904612	-100	-0.24686137	-100	-0.15790808	-100	-0.23502567	-100	-0.12560841	-100	-0.6819216	-100	-0.82497096	-100	-0.3464495	-100	-0.36384845	-100	-0.32643014	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.21198943	-100	-0.4144473	-100	-0.14674583	-100	-0.21464054	-100	-0.17164217	-100	-0.21895136	-100	-0.18514515	-100	-0.12058427	-100	-0.31009763	-100	-0.3101477	-100	-0.13530266	-100	-0.1241427	-100	-0.47299227	-100	-0.28307107	-100	-0.25270513	-100	-0.29682216	-100	-0.28410268	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.24012758	-100	-0.385655	-100	-0.26237506	-100	-0.2072952	-100	-0.2238696	-100	-0.16812174	-100	-0.16295244	-100	-0.16715717	-100	-0.19617958	-100	-0.19367905	-100	-0.4229335	-100	-0.19650187	-100	-0.24731687	-100	-0.28178844	-100	-0.29017198	-100	-0.338244	-100	-0.22267431	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.16121674	-100	-0.19788496	-100	-0.18871987	-100	-0.15763618	-100	-0.22702348	-100	-0.35491797	-100	-0.17195317	-100	-0.18346019	-100	-0.3132366	-100	-0.1734277	-100	-0.32629237	-100	-0.25368866	-100	-0.3585292	-100	-0.64905393	-100	-0.2398083	-100	-0.4985997	-100	-0.19341648	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.24197847	-100	-0.15812008	-100	-0.2430018	-100	-0.20150521	-100	-0.13384388	-100	-0.15805328	-100	-0.16726427	-100	-0.13130479	-100	-0.35731068	-100	-0.24337131	-100	-0.12723212	-100	-0.11509966	-100	-0.1916796	-100	-0.13168208	-100	-0.18131977	-100	-0.36848274	-100	-0.14631549	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.25668472	-100	-0.14751792	-100	-0.23002636	-100	-0.1572464	-100	-0.24366081	-100	-0.19516426	-100	-0.19266807	-100	-0.17137104	-100	-0.22137207	-100	-0.14643195	-100	-0.23935544	-100	-0.18593046	-100	-0.40566337	-100	-0.18968782	-100	-0.17234223	-100	-0.33164293	-100	-0.24275672	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.17611207	-100	-0.1790069	-100	-0.23374657	-100	-0.20152928	-100	-0.14285415	-100	-0.15335132	-100	-0.13556425	-100	-0.11524446	-100	-0.19229376	-100	-0.11978117	-100	-0.13360317	-100	-0.13904779	-100	-0.13624181	-100	-0.1684224	-100	-0.16538349	-100	-0.27928528	-100	-0.31321204	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.37223563	-100	-100	-0.83072263	-100	-0.3197599	-0.42258683	-100	-100	-0.56194305	-0.73681015	-100	-0.8221784	-100	-0.48278448	-100	-0.47518522	-100	-0.6119905	-100	-100	-0.35596168	-100	-0.7746074	-0.77087295	-100	-100	-0.5292965	-100	-0.4542863	-0.842778	-100	-100	-0.74873614
