prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.23065959	-100	-0.69125587	-100	-0.25078398	-100	-0.39873603	-100	-100	-0.6993266	-100	-0.7816274	-0.47893924	-100	-100	-0.63498044	-0.54769415	-100	-0.64619815	-100	-0.4311628	-100	-0.25923848	-100	-0.759735	-100	-0.21285945	-100	-0.6073799	-100	-0.7747408	-100	-100	-0.5677306
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.2598431	-100	-0.3133561	-100	-0.20997766	-100	-0.55720496	-100	-100	-0.43548995	-0.2612046	-100	-0.22580782	-100	-0.27676913	-100	-0.29804412	-100	-0.1543251	-100	-100	-0.64210004	-0.2497639	-100	-0.75349176	-100	-0.24866502	-100	-0.19297893	-100	-0.23932222	-100	-100	-0.6251119
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.2253429	-100	-0.4345153	-100	-0.23638137	-100	-0.2206889	-100	-0.28659225	-100	-0.28077924	-100	-0.29582107	-100	-0.36693344	-100	-0.29962713	-100	-0.22826762	-100	-0.5028037	-100	-0.1746513	-100	-0.2080842	-100	-0.23178114	-100	-0.15060693	-100	-100	-0.7241695	-0.76002103	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.14865837	-100	-0.27673674	-100	-0.47930467	-100	-0.4715029	-100	-0.3255758	-100	-0.37793636	-100	-0.18488538	-100	-0.2320052	-100	-0.27462497	-100	-0.40650368	-100	-0.2047073	-100	-0.12354378	-100	-0.2175747	-100	-0.32824782	-100	-0.28253636	-100	-0.19472279	-100	-0.37657338	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.21007676	-100	-0.1804486	-100	-0.2886974	-100	-0.25764504	-100	-0.37024164	-100	-0.29209462	-100	-0.16292733	-100	-0.1547507	-100	-0.2660217	-100	-0.24413379	-100	-0.2097032	-100	-0.15329088	-100	-0.19111422	-100	-0.16660592	-100	-0.17722571	-100	-0.19482496	-100	-0.22661023	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13719858	-100	-0.19968021	-100	-0.31008318	-100	-0.25494626	-100	-0.17475578	-100	-0.29099947	-100	-0.25675797	-100	-0.18096091	-100	-0.4962278	-100	-0.22363903	-100	-0.23448041	-100	-0.22463676	-100	-0.17380002	-100	-0.2360134	-100	-0.1680525	-100	-0.585081	-100	-0.17213723	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.30584264	-100	-0.108272776	-100	-0.25578806	-100	-0.16415595	-100	-0.12363739	-100	-0.21573228	-100	-0.123405196	-100	-0.17089608	-100	-0.61689657	-100	-0.26234028	-100	-0.20287742	-100	-0.13023981	-100	-0.1571675	-100	-0.18665458	-100	-0.19856623	-100	-0.296888	-100	-0.32300064	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.17982079	-100	-0.29482847	-100	-0.42589766	-100	-0.20378515	-100	-0.21050942	-100	-0.37092435	-100	-0.24400216	-100	-0.18825985	-100	-0.41264564	-100	-0.17382975	-100	-0.3137285	-100	-0.13513507	-100	-0.33539888	-100	-0.12949845	-100	-0.11679554	-100	-0.29522717	-100	-0.28816882	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2748214	-100	-0.1405345	-100	-0.24718171	-100	-0.14507759	-100	-0.23909938	-100	-0.23441885	-100	-0.26763278	-100	-0.17475258	-100	-100	-0.5788211	-0.1712393	-100	-0.543676	-100	-0.13598678	-100	-0.31011438	-100	-0.092545114	-100	-0.13119693	-100	-0.30065754	-100	-0.3350464	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.60811627	-100	-100	-0.71847403	-0.9195718	-100	-100	-0.3133071	-100	-0.19837645	-100	-0.4022525	-0.7418245	-100	-0.88258237	-100	-0.20158294	-100	-100	-0.64419323	-100	-0.7827484	-100	-0.7390705	-100	-0.656302	-100	-0.4169613	-100	-0.2972929	-0.48356527	-100	-0.54569477	-100
