prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.23470402	-100	-100	-0.44033614	-0.68815047	-100	-0.2955628	-100	-0.4415023	-100	-0.2073934	-100	-0.19590347	-100	-0.6185385	-100	-100	-0.75508344	-0.27473253	-100	-0.5259216	-100	-0.59227896	-100	-0.468468	-100	-0.7136308	-100	-0.66418475	-100	-0.8702707	-100	-0.8277986	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.35378632	-100	-0.41860998	-100	-0.17353348	-100	-0.3314726	-100	-0.2275872	-100	-0.51473093	-100	-0.17905325	-100	-0.17257531	-100	-100	-0.6650252	-0.32454935	-100	-0.36759436	-100	-0.124020495	-100	-0.77212554	-100	-100	-0.4487504	-0.1732571	-100	-0.22466384	-100	-0.86891925	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.30019704	-100	-0.48736367	-100	-0.29063815	-100	-0.31313834	-100	-0.32128257	-100	-0.18394041	-100	-0.19060096	-100	-0.6923155	-100	-0.41584292	-100	-0.20474446	-100	-100	-0.8262936	-0.23526374	-100	-0.28520203	-100	-0.85699934	-100	-0.6343905	-100	-0.43321058	-100	-0.2651145	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.19672881	-100	-0.5012115	-100	-0.31849653	-100	-0.24969016	-100	-100	-0.74084944	-0.39152512	-100	-0.1533448	-100	-0.11884746	-100	-0.31349915	-100	-0.69127357	-100	-0.22739473	-100	-0.24006008	-100	-0.8183705	-100	-0.6683283	-100	-0.1615444	-100	-0.15228035	-100	-0.250979	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.1877951	-100	-0.45703033	-100	-0.28348574	-100	-0.23130637	-100	-0.7215953	-100	-0.20793854	-100	-0.20086314	-100	-0.22210531	-100	-0.31439072	-100	-0.16007556	-100	-0.7158746	-100	-0.2879184	-100	-0.76251596	-100	-0.17373735	-100	-0.35448128	-100	-0.21971448	-100	-0.23639043	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.22933596	-100	-0.3080276	-100	-0.24270569	-100	-0.30524403	-100	-0.86505604	-100	-0.21558739	-100	-0.39017445	-100	-0.25123125	-100	-0.8317756	-100	-0.16500556	-100	-0.3143879	-100	-0.23752984	-100	-0.48008296	-100	-0.23001504	-100	-0.24754944	-100	-0.23707971	-100	-0.3364278	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1654572	-100	-0.49544057	-100	-0.4154923	-100	-0.19315216	-100	-0.34547734	-100	-0.45730773	-100	-0.14562535	-100	-0.1457245	-100	-100	-0.67480606	-0.17182732	-100	-0.39889988	-100	-0.27261612	-100	-0.75631493	-100	-0.59276116	-100	-0.13183637	-100	-100	-0.6339795	-0.17017281	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.2517756	-100	-0.25872472	-100	-0.28194275	-100	-0.37705982	-100	-0.5077653	-100	-100	-0.58668345	-0.2442114	-100	-0.19946307	-100	-0.14715081	-100	-0.28865102	-100	-100	-0.83779013	-0.29973128	-100	-0.25065917	-100	-0.12093104	-100	-0.14345951	-100	-0.4074233	-100	-100	-0.6471478
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.18301325	-100	-0.466851	-100	-0.18622296	-100	-0.24284959	-100	-0.18713936	-100	-100	-0.5393407	-0.17102367	-100	-0.093141206	-100	-0.42339906	-100	-0.14794788	-100	-0.3172731	-100	-0.11963384	-100	-0.27986762	-100	-0.43891463	-100	-0.15197071	-100	-0.3393785	-100	-0.31748623	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.6094813	-100	-100	-0.5318768	-100	-0.65019834	-100	-0.65699977	-100	-0.43745753	-100	-0.23225147	-100	-0.45266706	-100	-0.47999877	-0.5780227	-100	-0.48197603	-100	-100	-0.42324388	-100	-0.38224056	-100	-0.36173257	-100	-0.29194418	-100	-0.37214604	-100	-0.23751672	-100	-0.30954635
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.2580004	-100	-0.7974145	-100	-0.35997754	-100	-0.22315007	-100	-0.48285624	-100	-0.5030487	-100	-0.22975858	-100	-0.6224884	-100	-0.3582905	-100	-0.29495254	-100	-0.3277066	-100	-0.46885145	-100	-0.6928011	-100	-0.69699365	-100	-0.270269	-100	-0.59320605	-100	-0.30746958	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.292452	-100	-0.7282098	-100	-0.1880185	-100	-0.2827621	-100	-0.14629644	-100	-0.58926094	-100	-0.39182183	-100	-0.28542277	-100	-0.19747293	-100	-0.29481724	-100	-100	-0.82272655	-0.8487966	-100	-100	-0.6287242	-0.46118474	-100	-0.5358895	-100	-0.22018377	-100	-0.30322477	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.21188754	-100	-0.40985265	-100	-0.2770985	-100	-0.21171716	-100	-0.6588987	-100	-100	-0.42578286	-0.25968167	-100	-0.30045766	-100	-0.16750441	-100	-0.5473029	-100	-100	-0.4027889	-0.6032351	-100	-0.40606508	-100	-0.56051743	-100	-0.22148328	-100	-0.5881585	-100	-0.38719627	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.7941634	-100	-0.8345908	-0.31712234	-100	-0.12273434	-100	-100	-0.37982228	-100	-0.4722343	-0.6921029	-100	-0.15842915	-100	-0.49944708	-100	-0.2416912	-100	-100	-0.44567543	-0.17936347	-100	-100	-0.52861935	-0.81655735	-100	-0.24649201	-100	-0.4565322	-100	-0.50415415	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.13722293	-100	-0.28824624	-100	-0.33099648	-100	-0.24590039	-100	-0.37894633	-100	-0.6068216	-100	-0.16658938	-100	-0.23160748	-100	-0.13212433	-100	-0.2397708	-100	-0.37316072	-100	-0.35759386	-100	-0.2268798	-100	-0.2896513	-100	-0.19154835	-100	-0.3953586	-100	-0.59422773	-100
