prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.2964735	-100	-100	-0.47929418	-0.4270936	-100	-0.7936906	-100	-100	-0.4992954	-0.6469063	-100	-0.28916526	-100	-100	-0.81015784	-0.69149065	-100	-0.43035248	-100	-0.37801144	-100	-0.38384297	-100	-100	-0.79358363	-100	-0.41604882	-0.22790898	-100	-100	-0.45393533	-100	-0.8206148
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.30515224	-100	-0.52817386	-100	-0.19329882	-100	-0.2236172	-100	-0.6903734	-100	-0.41707918	-100	-0.25087968	-100	-0.21064053	-100	-0.67358416	-100	-0.19153738	-100	-0.53601307	-100	-0.19076468	-100	-0.24950978	-100	-100	-0.71555007	-0.25168398	-100	-0.33843467	-100	-0.7059876	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.31862915	-100	-0.22852843	-100	-0.2501585	-100	-0.41902342	-100	-0.3090216	-100	-0.19637802	-100	-0.24777272	-100	-0.4243107	-100	-0.24493346	-100	-0.18125239	-100	-0.23335683	-100	-0.16055387	-100	-0.22889487	-100	-0.22635435	-100	-0.1378847	-100	-0.4105552	-100	-0.4326035	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.25283882	-100	-0.4528142	-100	-0.28315926	-100	-100	-0.4857859	-0.7402363	-100	-0.223176	-100	-0.21995121	-100	-0.14571306	-100	-0.2242959	-100	-0.29749823	-100	-0.95026535	-100	-0.17272116	-100	-0.7577826	-100	-0.31711835	-100	-0.26862502	-100	-0.3008018	-100	-100	-0.719977
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.2044133	-100	-0.4798425	-100	-0.23821512	-100	-0.22374408	-100	-0.23777182	-100	-0.21473466	-100	-0.22846617	-100	-0.16357441	-100	-0.53144675	-100	-0.22788824	-100	-0.23195033	-100	-0.20319945	-100	-0.17174579	-100	-0.23349932	-100	-0.16613175	-100	-0.31996492	-100	-0.2176822	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.18416347	-100	-0.2474854	-100	-0.2660843	-100	-0.5458644	-100	-0.41584963	-100	-0.47716576	-100	-0.18015224	-100	-0.14780103	-100	-0.46043614	-100	-0.15940991	-100	-0.26595998	-100	-0.23993415	-100	-0.4158795	-100	-0.69454265	-100	-0.14408563	-100	-0.20980193	-100	-0.32921207	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.28859913	-100	-0.13835745	-100	-0.21524437	-100	-0.2358618	-100	-0.24015433	-100	-0.32365796	-100	-0.17190363	-100	-0.37984145	-100	-100	-0.368967	-0.16909118	-100	-0.16192023	-100	-0.12463666	-100	-0.2141734	-100	-0.106197596	-100	-0.12624599	-100	-0.30794156	-100	-0.26437497	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.24220937	-100	-0.21293363	-100	-0.22045927	-100	-0.17817765	-100	-0.24645695	-100	-0.21386684	-100	-0.20537344	-100	-0.15354005	-100	-0.59259945	-100	-0.1562542	-100	-0.1630659	-100	-0.117318265	-100	-0.16768788	-100	-0.13524725	-100	-0.15346973	-100	-0.31724766	-100	-0.19014676	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.3670727	-100	-0.20568345	-100	-0.30499262	-100	-0.24625038	-100	-0.28431073	-100	-0.1514297	-100	-0.13608274	-100	-0.13296919	-100	-0.33089703	-100	-0.2808963	-100	-0.17538784	-100	-0.11505767	-100	-0.3433763	-100	-0.14825062	-100	-0.14711215	-100	-0.2495366	-100	-0.19675711	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.36625814	-100	-100	-0.6898705	-0.724599	-100	-100	-0.23836155	-100	-0.22765659	-100	-0.28927693	-0.89932305	-100	-100	-0.51676184	-0.8536783	-100	-0.459044	-100	-100	-0.2736479	-100	-0.62800133	-100	-0.29978687	-100	-0.46830866	-100	-0.37667865	-100	-0.4223551	-100	-0.47854972
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.41588402	-100	-0.30537823	-100	-0.33391687	-100	-0.3932301	-100	-0.32396594	-100	-0.3665488	-100	-0.31971887	-100	-0.20454904	-100	-0.21352573	-100	-0.3229883	-100	-0.71103305	-100	-0.32157898	-100	-0.38136986	-100	-0.70494956	-100	-0.1904948	-100	-0.49573585	-100	-0.2428575	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.425871	-100	-0.4503995	-100	-0.3090441	-100	-0.34943762	-100	-0.2524114	-100	-0.35566202	-100	-0.7717081	-100	-0.1989388	-100	-0.19535078	-100	-100	-0.5198047	-0.76155776	-100	-0.19179237	-100	-0.828578	-100	-0.53611153	-100	-0.1620897	-100	-0.60392976	-100	-0.2515008	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.26874292	-100	-0.51682067	-100	-0.37033477	-100	-0.30041867	-100	-0.4014818	-100	-0.5322865	-100	-0.5045839	-100	-0.39359528	-100	-0.42594382	-100	-0.47342813	-100	-100	-0.7904398	-100	-0.5769659	-100	-0.4750469	-0.2977891	-100	-0.18518397	-100	-0.47851837	-100	-100	-0.6465906
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.48554656	-100	-0.18953492	-100	-0.57936805	-100	-0.52670383	-100	-0.29266736	-100	-0.6884312	-100	-0.21068174	-100	-0.13349286	-100	-100	-0.72293895	-0.3113555	-100	-0.6449123	-100	-0.18086427	-100	-100	-0.7291424	-0.5870437	-100	-0.17733578	-100	-0.26080477	-100	-100	-0.44625795
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.19986758	-100	-0.21673894	-100	-0.27432984	-100	-0.2511734	-100	-0.47095847	-100	-0.5638417	-100	-0.23109592	-100	-0.25821275	-100	-0.18177368	-100	-0.15281118	-100	-0.38341156	-100	-0.18609613	-100	-100	-0.6823079	-0.8137976	-100	-0.17881802	-100	-0.28845644	-100	-0.27103806	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.24259248	-100	-0.29110193	-100	-0.26686624	-100	-0.18041122	-100	-0.25279385	-100	-0.17621925	-100	-0.20026095	-100	-0.20199649	-100	-0.20369542	-100	-0.18157676	-100	-0.31421804	-100	-0.19392772	-100	-0.16872808	-100	-0.30963725	-100	-0.12825488	-100	-0.21470748	-100	-0.19653234	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.35894468	-100	-0.19679311	-100	-0.33920738	-100	-0.15681526	-100	-0.33696657	-100	-0.2685625	-100	-0.18800548	-100	-0.16328825	-100	-0.29478356	-100	-0.35881108	-100	-0.25215787	-100	-0.22519296	-100	-0.18549712	-100	-0.19861479	-100	-0.15156475	-100	-0.1790129	-100	-0.36495313	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.28160596	-100	-0.4203136	-100	-0.37137365	-100	-0.24915123	-100	-0.16505218	-100	-100	-0.7779929	-0.21236122	-100	-0.14972673	-100	-0.7552967	-100	-0.387555	-100	-0.37434787	-100	-0.16756728	-100	-0.1441366	-100	-0.2082773	-100	-0.20754112	-100	-0.24455516	-100	-0.17102486	-100
