prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.20240887	-100	-0.43258768	-100	-0.15456648	-100	-0.81341976	-100.0	-0.17830375	-100.0	-0.3323513	-100.0	-0.3146813	-100	-0.36294487	-100	-0.4634683	-100	-0.17335959	-100	-0.34397537	-100	-0.28017431	-100	-0.25197673	-100	-0.8829046	-100.0	-0.18020514	-100	-0.58605534	-100.0	-0.45572957	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.14124085	-100	-0.8332431	-100	-0.32753316	-100	-0.1734967	-100.0	-0.19575036	-100.0	-0.3084762	-100.0	-0.47622192	-100	-0.27581874	-100	-0.356329	-100	-0.1343104	-100	-0.25327417	-100	-0.41488856	-100	-0.2389738	-100	-0.38556942	-100.0	-0.31180945	-100	-0.11832273	-100.0	-0.22680023	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.22069111	-100	-0.24736595	-100	-0.15745142	-100	-0.23119633	-100.0	-0.5001828	-100.0	-1.059718	-100.0	-0.2368078	-100	-0.23036695	-100	-0.3249552	-100	-0.11983035	-100	-0.24410686	-100	-0.15864699	-100	-0.13337292	-100	-0.2904027	-100.0	-0.099480584	-100	-0.13549756	-100.0	-0.17605071	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.1871817	-100	-0.19357829	-100	-0.31282705	-100	-0.24469362	-100.0	-0.14505346	-100.0	-0.21788117	-100.0	-0.11192529	-100	-0.8470404	-100	-0.17809896	-100	-0.13381173	-100	-0.17446704	-100	-0.23942837	-100	-0.14556861	-100	-0.15084788	-100.0	-0.21044262	-100	-0.30865523	-100.0	-0.14833884	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20710118	-100	-0.26428252	-100	-0.18600051	-100	-0.24860035	-100.0	-0.4321298	-100.0	-0.29168496	-100.0	-0.19570497	-100	-0.30654326	-100	-0.13482489	-100	-0.10574829	-100	-0.2442989	-100	-0.17423758	-100	-0.26020288	-100	-0.22161144	-100.0	-0.14297861	-100	-0.12776189	-100.0	-0.24730718	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.1330095	-100	-0.16539039	-100	-0.27864048	-100	-0.35806748	-100.0	-0.16044204	-100.0	-0.14283931	-100.0	-0.14558992	-100	-0.20655519	-100	-0.22145747	-100	-0.1091866	-100	-0.41051215	-100	-0.13215888	-100	-0.11077568	-100	-0.19111395	-100.0	-0.21013716	-100	-0.1181909	-100.0	-0.17259577	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.40153247	-100	-0.80807775	-100	-0.19653589	-100	-0.2087755	-100.0	-0.38675174	-100.0	-0.36323568	-100.0	-0.11391245	-100	-0.30782518	-100	-0.38482323	-100	-0.22618365	-100	-0.70925146	-100	-0.15628403	-100	-0.09534118	-100	-0.14011134	-100.0	-0.2662882	-100	-0.5053812	-100.0	-0.1185394	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3008577	-100	-0.5012447	-100	-0.28390315	-100	-0.2869744	-100.0	-0.20744525	-100.0	-0.6128632	-100.0	-0.24365723	-100	-0.14502479	-100	-0.35111678	-100	-0.35604012	-100	-0.9336817	-100	-0.4853652	-100	-0.30117792	-100	-0.1819449	-100.0	-0.41269374	-100	-0.15574653	-100.0	-0.37377182	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.19726148	-100	-0.23005922	-100	-0.2436233	-100	-0.14978261	-100.0	-0.23047052	-100.0	-100.0	-0.7512037	-0.31044012	-100	-0.25279975	-100	-0.30456275	-100	-0.11004822	-100	-0.80833	-100	-0.14786848	-100	-0.6991955	-100	-0.2541814	-100.0	-0.112044886	-100	-0.29016975	-100.0	-0.2010032	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.18826993	-100	-0.4380702	-100	-0.24049367	-100	-100.0	-0.6469409	-100.0	-0.8015696	-0.46775377	-100.0	-0.28391653	-100	-0.34721273	-100	-0.2178771	-100	-0.29196715	-100	-0.7285771	-100	-0.5461157	-100	-0.29111877	-100	-0.7371541	-100.0	-0.15446275	-100	-0.16889215	-100.0	-0.29791397	-100
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.18748124	-100	-0.4414542	-100	-0.2503168	-100	-0.6763139	-100.0	-0.1802312	-100.0	-0.7764163	-100.0	-0.262035	-100	-0.20278154	-100	-0.21893005	-100	-0.20132725	-100	-0.57294756	-100	-0.31229633	-100	-0.39723217	-100	-0.25322297	-100.0	-0.15142159	-100	-0.23168246	-100.0	-0.72064227	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.27710328	-100	-0.22139037	-100	-0.30827314	-100	-0.2949574	-100.0	-0.17224932	-100.0	-100.0	-0.81215453	-0.3978867	-100	-0.19425665	-100	-0.19750893	-100	-0.17970614	-100	-0.23630497	-100	-0.23667102	-100	-0.36683574	-100	-0.4526899	-100.0	-0.17819291	-100	-0.09193592	-100.0	-0.30853626	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.21674983	-100	-0.25895697	-100	-0.29846406	-100	-0.18803842	-100.0	-0.30479768	-100.0	-0.12205536	-100.0	-0.12551765	-100	-0.74463415	-100	-0.24628201	-100	-0.20945291	-100	-0.2476898	-100	-0.44179893	-100	-0.58280563	-100	-0.2876117	-100.0	-0.107808426	-100	-100.0	-0.81698895	-0.2938628	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.13499261	-100	-0.29982796	-100	-0.5216285	-100	-0.39700493	-100.0	-0.21941398	-100.0	-0.92616475	-100.0	-0.10587888	-100	-0.46571895	-100	-0.65490264	-100	-0.48786062	-100	-0.6163958	-100	-0.40867794	-100	-0.46686077	-100	-100.0	-0.39369413	-0.19418812	-100	-0.3460381	-100.0	-0.26372084	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.11483025	-100	-0.12003464	-100	-0.21616256	-100	-0.17951411	-100.0	-0.25010303	-100.0	-0.9105195	-100.0	-0.20071474	-100	-0.18643314	-100	-0.1796146	-100	-0.16287541	-100	-0.69974005	-100	-0.14623222	-100	-0.12373142	-100	-0.14633219	-100.0	-0.118565574	-100	-0.14993702	-100.0	-0.12330702	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.22677517	-100	-0.18463825	-100	-0.18675028	-100	-0.13131212	-100.0	-0.32660422	-100.0	-0.18624477	-100.0	-0.13373084	-100	-0.9384543	-100	-0.31091893	-100	-0.23608117	-100	-0.13277872	-100	-0.14470601	-100	-0.08298098	-100	-0.2714169	-100.0	-0.09877885	-100	-0.30719408	-100.0	-0.15610613	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.17566653	-100	-0.8611503	-100	-0.28674707	-100	-0.20836027	-100.0	-0.16559568	-100.0	-0.6064373	-100.0	-0.19101797	-100	-0.19442445	-100	-0.54603523	-100	-0.16991727	-100	-0.6067464	-100	-0.16435349	-100	-0.116090395	-100	-0.25603542	-100.0	-0.13210814	-100	-0.17399877	-100.0	-0.18289822	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.5228647	-100	-0.30592453	-100	-0.466061	-100	-0.17253819	-100.0	-0.28067806	-100.0	-0.46817282	-100.0	-0.42384902	-100	-0.1090573	-100	-0.20316178	-100	-0.29491457	-100	-0.57380086	-100	-0.28843912	-100	-0.5365284	-100	-100.0	-1.0820628	-0.27793688	-100	-0.105542466	-100.0	-0.29119238	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.3169135	-100	-0.33765173	-100	-0.24227293	-100	-0.2841586	-100.0	-0.46968567	-100.0	-0.41637018	-100.0	-0.35891977	-100	-0.2022765	-100	-0.3441267	-100	-0.34410822	-100	-0.3132792	-100	-0.22003396	-100	-0.26191598	-100	-0.21231139	-100.0	-0.25716192	-100	-0.22382712	-100.0	-0.27279156	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.172181	-100	-0.6381175	-100	-0.16281074	-100	-0.22510815	-100.0	-100.0	-0.6956312	-100.0	-0.6362525	-0.5839599	-100	-0.18158083	-100	-0.29560813	-100	-0.25719237	-100	-0.74882877	-100	-0.16757067	-100	-0.28425133	-100	-0.8142375	-100.0	-0.643201	-100	-0.34253803	-100.0	-0.7154765	-100
