prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.1320574	-100	-0.20467447	-100.0	-0.22220698	-100	-0.28182748	-100.0	-0.33786672	-100	-100.0	-1.4829966	-0.40670025	-100	-0.71483636	-100	-0.4366559	-100.0	-0.12475506	-100	-0.25285265	-100.0	-0.18609987	-100	-0.22361532	-100.0	-0.2682919	-100.0	-0.22161545	-100	-0.3616368	-100	-0.41150382	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.0727483	-100	-0.17883769	-100.0	-0.11401659	-100	-0.29356274	-100.0	-0.17220902	-100	-0.19517015	-100.0	-0.08320748	-100	-0.26621544	-100	-100.0	-0.67840654	-0.19867842	-100	-0.24878691	-100.0	-0.22576298	-100	-0.43299943	-100.0	-0.37508312	-100.0	-0.32249305	-100	-0.31492266	-100	-0.33338788	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.11384745	-100	-0.41113514	-100.0	-0.18553923	-100	-0.30675682	-100.0	-0.17496215	-100	-0.120595366	-100.0	-0.24501275	-100	-0.2030959	-100	-0.16546	-100.0	-0.13390937	-100	-0.78521496	-100.0	-0.10065604	-100	-0.4038012	-100.0	-0.25242645	-100.0	-0.20250732	-100	-0.14133593	-100	-0.21380743	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.14174134	-100	-0.22516318	-100.0	-0.16502498	-100	-0.16849145	-100.0	-0.16833515	-100	-0.22401837	-100.0	-0.11830905	-100	-0.29163665	-100	-0.30171	-100.0	-0.12614731	-100	-0.15450233	-100.0	-0.14849862	-100	-0.14639531	-100.0	-0.29551354	-100.0	-0.20495017	-100	-0.14026976	-100	-0.13862969	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15496218	-100	-0.36221465	-100.0	-0.2714982	-100	-0.20715308	-100.0	-0.22861195	-100	-0.16791819	-100.0	-0.18984735	-100	-0.14631273	-100	-0.106549874	-100.0	-0.19254781	-100	-0.40306848	-100.0	-0.1361265	-100	-0.17397004	-100.0	-0.2232397	-100.0	-0.153547	-100	-0.19388995	-100	-0.22399034	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.109387375	-100	-0.17862624	-100.0	-0.2469322	-100	-0.18319285	-100.0	-0.26810345	-100	-0.31805444	-100.0	-0.16306336	-100	-0.17525758	-100	-0.7454264	-100.0	-0.21568213	-100	-0.22098994	-100.0	-0.11664088	-100	-0.13874069	-100.0	-0.26720142	-100.0	-0.13517123	-100	-0.22703955	-100	-0.107086174	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.09365294	-100	-0.2612834	-100.0	-0.23824967	-100	-0.2208565	-100.0	-0.17453553	-100	-0.16222543	-100.0	-0.12486912	-100	-0.1485399	-100	-0.35510543	-100.0	-0.11975611	-100	-100.0	-0.68658406	-0.1434131	-100	-0.13240823	-100.0	-0.7825753	-100.0	-0.0942645	-100	-0.30526838	-100	-0.19579153	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.16949388	-100	-0.15229832	-100.0	-0.60860693	-100	-0.44985333	-100.0	-0.48144487	-100	-0.63005775	-100.0	-0.25243795	-100	-0.886438	-100	-0.7508319	-100.0	-0.29466975	-100	-0.41729736	-100.0	-0.15848473	-100	-0.30026713	-100.0	-0.50899625	-100.0	-0.29071987	-100	-0.6220108	-100	-1.0109695	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.35624745	-100	-0.30977535	-100.0	-0.22394381	-100	-0.21050905	-100.0	-0.22365549	-100	-0.5701676	-100.0	-0.5967691	-100	-0.19107598	-100	-0.23254354	-100.0	-0.3235277	-100	-0.45216396	-100.0	-0.30571526	-100	-0.20804435	-100.0	-0.1113271	-100.0	-0.09962202	-100	-0.14020084	-100	-0.14484628	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.19792528	-100	-0.48656982	-100.0	-0.41074333	-100	-100.0	-0.29903352	-0.419421	-100	-0.4700383	-100.0	-0.27167794	-100	-0.35841238	-100	-0.25073773	-100.0	-0.22885035	-100	-0.4762656	-100.0	-0.35476673	-100	-0.22696468	-100.0	-100.0	-0.7423757	-0.15879214	-100	-0.1942846	-100	-0.29826337	-100
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.16700847	-100	-0.5571376	-100.0	-0.3216289	-100	-0.22661899	-100.0	-0.56038964	-100	-0.2146687	-100.0	-0.3283497	-100	-0.3851308	-100	-0.16887416	-100.0	-0.1116936	-100	-100.0	-1.0841588	-0.23104748	-100	-0.25594762	-100.0	-0.25232634	-100.0	-0.19837315	-100	-0.18564065	-100	-0.30492604	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.11701321	-100	-0.24759586	-100.0	-0.1847612	-100	-0.20769098	-100.0	-0.23843661	-100	-0.65839034	-100.0	-0.1870267	-100	-0.2939243	-100	-0.1595143	-100.0	-0.15926956	-100	-0.46216068	-100.0	-0.14529322	-100	-0.44851384	-100.0	-0.15189883	-100.0	-0.11809618	-100	-0.086221024	-100	-0.16725998	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.27590826	-100	-0.43793443	-100.0	-0.37835166	-100	-0.24874878	-100.0	-0.1650538	-100	-0.45121548	-100.0	-0.28595188	-100	-0.37377596	-100	-0.29126948	-100.0	-0.36634508	-100	-0.17084843	-100.0	-0.44362384	-100	-0.6531295	-100.0	-0.927813	-100.0	-0.31178722	-100	-0.5934378	-100	-0.2597781	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.32566026	-100	-0.67387193	-100.0	-0.6100916	-100	-0.19861421	-100.0	-0.17067456	-100	-100.0	-0.7935043	-0.13978837	-100	-0.16163813	-100	-100.0	-0.44627863	-0.15585722	-100	-100.0	-0.49580592	-0.19237952	-100	-100.0	-0.3156663	-0.7214612	-100.0	-0.18263267	-100	-0.2630724	-100	-0.3259445	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.13253486	-100	-0.12260812	-100.0	-0.20677519	-100	-0.59024346	-100.0	-0.19556594	-100	-100.0	-0.90002346	-0.12632972	-100	-0.13001075	-100	-0.102188334	-100.0	-0.121322416	-100	-0.14771314	-100.0	-0.15979384	-100	-0.09698658	-100.0	-0.13699247	-100.0	-0.17162569	-100	-0.1173812	-100	-0.13324998	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.090446725	-100	-0.35580385	-100.0	-0.12911066	-100	-0.28807363	-100.0	-0.21310984	-100	-0.21699497	-100.0	-0.06949468	-100	-0.13040061	-100	-0.2742824	-100.0	-0.077403724	-100	-0.17390338	-100.0	-0.09881438	-100	-0.14303073	-100.0	-0.09963261	-100.0	-0.10701452	-100	-0.09810156	-100	-0.21596143	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.31260517	-100	-0.14146157	-100.0	-0.26292127	-100	-0.7753359	-100.0	-0.22169127	-100	-0.25300184	-100.0	-0.2800789	-100	-0.1518402	-100	-0.19873811	-100.0	-0.20898585	-100	-0.32119128	-100.0	-0.19631122	-100	-0.14837202	-100.0	-0.29938436	-100.0	-0.21358705	-100	-0.27646938	-100	-0.21205544	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.35569438	-100	-0.17649058	-100.0	-0.3355365	-100	-0.3476874	-100.0	-0.124083996	-100	-0.8406005	-100.0	-0.2140171	-100	-0.08336335	-100	-0.24423939	-100.0	-0.4990957	-100	-0.26919296	-100.0	-0.15293431	-100	-0.29209238	-100.0	-0.15612836	-100.0	-0.31342673	-100	-0.13635643	-100	-0.19120687	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.17277232	-100	-0.28342903	-100.0	-0.24049588	-100	-0.2955105	-100.0	-0.24046592	-100	-0.19934389	-100.0	-0.24340157	-100	-0.20527515	-100	-0.20569114	-100.0	-0.45822453	-100	-0.34876773	-100.0	-0.24654862	-100	-0.13458136	-100.0	-0.43090194	-100.0	-0.25420254	-100	-0.24580275	-100	-0.26463473	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.28212577	-100	-100.0	-0.6387054	-0.62850314	-100	-0.4485592	-100.0	-0.381523	-100	-0.668284	-100.0	-0.44259846	-100	-0.6535181	-100	-0.30582267	-100.0	-0.3630565	-100	-0.72556263	-100.0	-0.48947513	-100	-100.0	-0.6352426	-100.0	-0.6900291	-0.25501895	-100	-0.20181537	-100	-0.37990668	-100
