prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.3130794	-100.0	-0.5433108	-100.0	-0.18585782	-100.0	-0.15058309	-100.0	-0.41169125	-100.0	-0.9184174	-100.0	-0.4809021	-100.0	-0.6970888	-100.0	-0.6768145	-100.0	-0.38080433	-100.0	-0.3081216	-100.0	-0.25257513	-100	-0.66446877	-100.0	-0.56698656	-100.0	-0.22582425	-100.0	-0.2760678	-100.0	-0.55568385	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.13926624	-100.0	-0.5657171	-100.0	-0.14953263	-100.0	-0.30404997	-100.0	-0.34654814	-100.0	-0.232436	-100.0	-0.25759792	-100.0	-0.43790513	-100.0	-0.36638817	-100.0	-0.1603657	-100.0	-0.3265575	-100.0	-0.15471242	-100	-0.3070496	-100.0	-0.4431312	-100.0	-100.0	-0.26197183	-0.38139096	-100.0	-0.2975406	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.16400656	-100.0	-100.0	-0.52376246	-0.50373334	-100.0	-0.29345644	-100.0	-0.71585774	-100.0	-0.44051537	-100.0	-0.25464228	-100.0	-0.35979706	-100.0	-0.22758129	-100.0	-0.3652432	-100.0	-0.44712114	-100.0	-0.22523521	-100	-0.24467643	-100.0	-0.2924658	-100.0	-0.16859452	-100.0	-0.5323819	-100.0	-0.42335147	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.19622427	-100.0	-0.47510582	-100.0	-0.29394364	-100.0	-0.23512466	-100.0	-100.0	-0.80871856	-0.648992	-100.0	-0.18126404	-100.0	-0.15064302	-100.0	-0.19273728	-100.0	-0.3141073	-100.0	-0.6165022	-100.0	-0.19210604	-100	-0.6129062	-100.0	-0.52454853	-100.0	-0.1115795	-100.0	-0.272556	-100.0	-0.2212223	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.29115936	-100.0	-0.19308175	-100.0	-0.20716049	-100.0	-0.1622302	-100.0	-0.49743605	-100.0	-0.2693273	-100.0	-0.19135584	-100.0	-0.32293966	-100.0	-0.21312134	-100.0	-0.13882108	-100.0	-0.5142392	-100.0	-0.20265175	-100	-0.5196877	-100.0	-0.24217238	-100.0	-0.10933126	-100.0	-0.14641602	-100.0	-0.40277258	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.21854612	-100.0	-0.22306149	-100.0	-0.3114582	-100.0	-0.2360484	-100.0	-0.3648962	-100.0	-0.34562427	-100.0	-0.19304733	-100.0	-0.18905401	-100.0	-0.15612446	-100.0	-0.26929176	-100.0	-100.0	-0.873838	-0.20408627	-100	-0.46398687	-100.0	-0.25087622	-100.0	-0.16626921	-100.0	-0.32510567	-100.0	-0.18759462	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.24306825	-100.0	-0.24085695	-100.0	-0.16052754	-100.0	-0.19800839	-100.0	-0.1884805	-100.0	-0.55397636	-100.0	-0.19246557	-100.0	-0.14944902	-100.0	-0.23738171	-100.0	-0.46055233	-100.0	-0.45591086	-100.0	-0.21323045	-100	-0.33356184	-100.0	-0.15755259	-100.0	-0.20511188	-100.0	-0.5767644	-100.0	-0.25986916	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.2413595	-100.0	-0.19444972	-100.0	-0.7144417	-100.0	-0.17696522	-100.0	-0.20420213	-100.0	-0.23048186	-100.0	-0.26429123	-100.0	-0.64854515	-100.0	-0.59506977	-100.0	-0.21656166	-100.0	-100.0	-0.7287009	-0.33885875	-100	-0.22165251	-100.0	-0.17047317	-100.0	-0.22717088	-100.0	-0.29787493	-100.0	-0.38344344	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.21527793	-100.0	-0.3050928	-100.0	-0.26217723	-100.0	-0.23892067	-100.0	-0.20019345	-100.0	-0.29742166	-100.0	-0.13109016	-100.0	-0.2958839	-100.0	-100.0	-0.5391508	-0.16752161	-100.0	-0.2847288	-100.0	-0.1844075	-100	-0.23922096	-100.0	-0.18726414	-100.0	-0.11418382	-100.0	-0.597992	-100.0	-0.2120363	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100.0	-0.84678465	-100.0	-0.40799767	-100.0	-0.5680255	-100.0	-0.57074755	-100.0	-0.18492806	-100.0	-0.6605951	-0.73054737	-100.0	-100.0	-0.3261144	-0.29177395	-100.0	-0.47844124	-100.0	-100.0	-0.45647305	-0.9354451	-100	-100.0	-0.34739426	-100.0	-0.40768975	-0.6333458	-100.0	-0.4012989	-100.0	-100.0	-0.29147258
