prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.120488524	-100.0	-0.297456	-100.0	-0.5729585	-100.0	-0.50181717	-100.0	-100.0	-0.8013584	-0.17749166	-100.0	-0.6462449	-100.0	-100.0	-0.8246719	-0.7297008	-100.0	-0.1682238	-100.0	-0.70444155	-100.0	-0.38850877	-100	-0.5140007	-100.0	-0.76200646	-100.0	-100.0	-0.52173996	-0.5184354	-100.0	-0.50542885	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.25580922	-100.0	-0.32491717	-100.0	-0.39541623	-100.0	-0.5281901	-100.0	-0.19464247	-100.0	-0.12784216	-100.0	-100.0	-0.6972775	-0.5203386	-100.0	-0.5445454	-100.0	-0.2366125	-100.0	-0.19573773	-100.0	-0.2075023	-100	-0.15252657	-100.0	-100.0	-0.5681464	-0.28434834	-100.0	-0.21691582	-100.0	-0.25233445	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.25641277	-100.0	-100.0	-0.7468689	-0.19324546	-100.0	-0.24766727	-100.0	-0.23930053	-100.0	-0.34003896	-100.0	-0.4540169	-100.0	-0.33318028	-100.0	-100.0	-0.47231987	-0.14187747	-100.0	-0.40745077	-100.0	-0.2978381	-100	-0.50065	-100.0	-0.5256229	-100.0	-0.15760386	-100.0	-0.32016686	-100.0	-0.7688969	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.2756614	-100.0	-0.34603763	-100.0	-0.2267476	-100.0	-0.22174098	-100.0	-0.7562859	-100.0	-0.27566573	-100.0	-0.24376339	-100.0	-0.20351115	-100.0	-0.4657883	-100.0	-0.37741712	-100.0	-0.62662834	-100.0	-0.19737977	-100	-0.2889165	-100.0	-0.35802597	-100.0	-0.12728384	-100.0	-0.3078912	-100.0	-0.76152897	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.18989745	-100.0	-0.34155303	-100.0	-0.2716481	-100.0	-0.28646064	-100.0	-0.4560551	-100.0	-0.7468937	-100.0	-0.16916819	-100.0	-0.1974796	-100.0	-0.23106076	-100.0	-0.14538455	-100.0	-0.4000988	-100.0	-0.28731945	-100	-0.20559186	-100.0	-0.21402603	-100.0	-0.20600551	-100.0	-0.18981327	-100.0	-0.42295703	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.12941603	-100.0	-0.20216362	-100.0	-0.30984557	-100.0	-0.20306222	-100.0	-0.37376606	-100.0	-0.17142077	-100.0	-0.11876302	-100.0	-0.16459216	-100.0	-0.3019009	-100.0	-0.22430089	-100.0	-100.0	-0.6809759	-0.3253377	-100	-0.67004216	-100.0	-0.23193409	-100.0	-0.15621859	-100.0	-0.3015127	-100.0	-0.3653301	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.2502211	-100.0	-0.21053067	-100.0	-0.123962335	-100.0	-0.21736208	-100.0	-0.12522197	-100.0	-0.34811574	-100.0	-0.1682357	-100.0	-0.20079057	-100.0	-0.31991813	-100.0	-0.13624673	-100.0	-0.8349126	-100.0	-0.20739478	-100	-0.82184076	-100.0	-0.22505142	-100.0	-0.24954227	-100.0	-0.38762388	-100.0	-0.38511816	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.63852674	-100.0	-0.2983727	-100.0	-0.22941948	-100.0	-0.47182578	-100.0	-0.43965822	-100.0	-1.0921367	-100.0	-0.48658037	-100.0	-0.19936688	-100.0	-0.14325722	-100.0	-0.3579587	-100.0	-0.6201688	-100.0	-0.19404487	-100	-0.3041646	-100.0	-0.2841809	-100.0	-0.39268222	-100.0	-100.0	-0.8047259	-0.39185795	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.23957667	-100.0	-0.2500945	-100.0	-0.23880637	-100.0	-0.4317596	-100.0	-0.4923439	-100.0	-0.5823558	-100.0	-0.18866205	-100.0	-0.17826529	-100.0	-0.2020881	-100.0	-0.23692	-100.0	-0.42528495	-100.0	-0.21833374	-100	-0.29101285	-100.0	-0.23078428	-100.0	-0.16542745	-100.0	-0.30781886	-100.0	-0.5634813	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.42603046	-100.0	-100.0	-1.0899776	-0.630398	-100.0	-100.0	-0.16716486	-100.0	-0.20603429	-100.0	-0.57434374	-100.0	-0.7009012	-100.0	-0.90450656	-0.4776106	-100.0	-100.0	-0.31697488	-0.96089953	-100.0	-0.84952	-100	-100.0	-0.586354	-100.0	-0.65610135	-0.3088275	-100.0	-0.6043574	-100.0	-0.45834848	-100.0
