prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.22730704	-100.0	-100.0	-0.6844222	-0.5470009	-100	-0.48193127	-100.0	-0.39065403	-100.0	-0.46048903	-100.0	-0.1769872	-100.0	-0.24284694	-100.0	-100.0	-0.83167243	-0.19034813	-100.0	-0.37388572	-100.0	-0.5239395	-100	-0.5007065	-100.0	-0.5072214	-100.0	-0.48778346	-100.0	-0.64712155	-100.0	-0.7800504	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.19495079	-100.0	-0.24022277	-100.0	-0.22450447	-100	-0.1939011	-100.0	-0.24596608	-100.0	-0.53588176	-100.0	-0.18933553	-100.0	-0.23710388	-100.0	-100.0	-0.7247015	-0.32034656	-100.0	-0.77739894	-100.0	-0.20744503	-100	-0.4177894	-100.0	-0.51421374	-100.0	-0.14150703	-100.0	-0.29183972	-100.0	-100.0	-0.9925057
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.20811385	-100.0	-0.31780946	-100.0	-0.4538063	-100	-0.25976953	-100.0	-0.428112	-100.0	-0.52442163	-100.0	-0.59742624	-100.0	-0.3758038	-100.0	-0.3945475	-100.0	-0.16526881	-100.0	-0.9965267	-100.0	-0.17086412	-100	-0.3854356	-100.0	-0.4001113	-100.0	-0.15437435	-100.0	-0.4741998	-100.0	-100.0	-0.59217113
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.16292663	-100.0	-0.8816887	-100.0	-0.3450194	-100	-0.20687243	-100.0	-0.2856877	-100.0	-0.8301598	-100.0	-0.2333694	-100.0	-0.3023171	-100.0	-0.34150374	-100.0	-0.34955505	-100.0	-0.42975688	-100.0	-0.15647213	-100	-0.59026897	-100.0	-0.47471443	-100.0	-0.16400094	-100.0	-0.20824178	-100.0	-0.87312543	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.13449919	-100.0	-0.24074563	-100.0	-0.2087342	-100	-0.34947634	-100.0	-0.23998581	-100.0	-0.23002066	-100.0	-0.14404763	-100.0	-0.13803598	-100.0	-0.3167144	-100.0	-0.20047994	-100.0	-0.7035865	-100.0	-0.24416643	-100	-0.66534346	-100.0	-0.6808526	-100.0	-0.18522505	-100.0	-0.53209335	-100.0	-0.25771862	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.14353658	-100.0	-0.315736	-100.0	-0.14401191	-100	-0.23860282	-100.0	-0.1938255	-100.0	-0.33251768	-100.0	-0.18668906	-100.0	-0.22598703	-100.0	-100.0	-0.84637886	-0.14178619	-100.0	-0.702789	-100.0	-0.16882822	-100	-0.2522451	-100.0	-0.24161743	-100.0	-0.13739647	-100.0	-0.46871686	-100.0	-0.4292834	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1312358	-100.0	-0.15711296	-100.0	-0.2026628	-100	-0.12156732	-100.0	-0.2829422	-100.0	-0.22986546	-100.0	-0.17806186	-100.0	-0.16882737	-100.0	-0.5443868	-100.0	-0.16939913	-100.0	-0.33603176	-100.0	-0.16214873	-100	-0.38027894	-100.0	-0.20463511	-100.0	-0.48521563	-100.0	-0.6675208	-100.0	-100.0	-0.32071155
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.53441805	-100.0	-0.73338324	-100.0	-0.35417774	-100	-0.22162469	-100.0	-0.43755028	-100.0	-0.22654474	-100.0	-0.6453792	-100.0	-100.0	-0.86280966	-0.2897498	-100.0	-0.36137405	-100.0	-0.50675064	-100.0	-0.24052681	-100	-0.33944085	-100.0	-0.1408696	-100.0	-100.0	-0.9664835	-0.76611644	-100.0	-0.69254005	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.33869803	-100.0	-0.5309295	-100.0	-0.17548381	-100	-0.16625147	-100.0	-0.18219125	-100.0	-100.0	-0.75360924	-0.25508493	-100.0	-0.20155743	-100.0	-0.3466476	-100.0	-0.17541432	-100.0	-0.3311232	-100.0	-0.20211262	-100	-0.6276365	-100.0	-0.20117885	-100.0	-0.11142651	-100.0	-0.4775255	-100.0	-0.27776092	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.4795492	-100.0	-0.76905966	-100.0	-0.42106608	-100	-100.0	-0.26814273	-100.0	-0.2851271	-100.0	-0.58213854	-100.0	-0.6732047	-100.0	-0.80310094	-0.35732874	-100.0	-100.0	-0.56741476	-100.0	-0.52756405	-0.98209983	-100	-100.0	-0.7059931	-100.0	-0.40052906	-100.0	-0.3700912	-0.24195446	-100.0	-100.0	-0.6305605
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.30261528	-100.0	-0.5789224	-100.0	-0.40006787	-100	-0.6783264	-100.0	-0.32362854	-100.0	-0.7670472	-100.0	-0.61365986	-100.0	-0.2576259	-100.0	-0.28409073	-100.0	-0.29579145	-100.0	-1.0761453	-100.0	-0.4078928	-100	-100.0	-0.65494233	-0.46909788	-100.0	-0.26625988	-100.0	-0.5054561	-100.0	-0.803339	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.18199003	-100.0	-100.0	-0.3834017	-0.24788857	-100	-0.2381289	-100.0	-0.54185545	-100.0	-0.27071646	-100.0	-0.47093365	-100.0	-0.3220241	-100.0	-0.3140048	-100.0	-0.30927047	-100.0	-0.61760503	-100.0	-0.36618304	-100	-0.4058704	-100.0	-100.0	-0.5288706	-0.26628453	-100.0	-0.2867133	-100.0	-0.4126348	-100.0
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100.0	-0.72081447	-100.0	-0.6088513	-0.23291846	-100	-0.30128634	-100.0	-0.44200146	-100.0	-0.31973937	-100.0	-0.24674396	-100.0	-0.6941557	-100.0	-0.22331972	-100.0	-0.45157203	-100.0	-0.62710196	-100.0	-0.6926407	-100	-0.95375323	-100.0	-100.0	-0.5674004	-0.31972027	-100.0	-0.19273427	-100.0	-0.18525554	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.77545667	-100.0	-100.0	-0.61615247	-0.48648936	-100	-0.53347003	-100.0	-100.0	-0.17066686	-100.0	-0.3370133	-100.0	-0.33575055	-100.0	-0.5928211	-0.21554741	-100.0	-0.44250187	-100.0	-100.0	-0.29738885	-0.25365165	-100	-0.30543202	-100.0	-100.0	-0.6785998	-0.15303662	-100.0	-0.18951158	-100.0	-100.0	-0.51894313
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.17587423	-100.0	-0.24730724	-100.0	-0.23455411	-100	-0.2058028	-100.0	-0.2590545	-100.0	-100.0	-0.31246895	-0.19770256	-100.0	-0.32044232	-100.0	-0.21550578	-100.0	-0.29013646	-100.0	-0.2913665	-100.0	-0.14587215	-100	-0.2876639	-100.0	-0.38526577	-100.0	-0.16665415	-100.0	-0.22255018	-100.0	-0.14472242	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.19957383	-100.0	-0.99524844	-100.0	-0.27433714	-100	-0.16967925	-100.0	-100.0	-0.7358357	-1.0102842	-100.0	-0.15851685	-100.0	-0.12664336	-100.0	-0.14807616	-100.0	-0.50076336	-100.0	-0.19857205	-100.0	-0.18633848	-100	-0.5114949	-100.0	-0.36281848	-100.0	-0.1236272	-100.0	-0.27213243	-100.0	-0.17035607	-100.0
