prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.14705484	-100	-0.6018799	-100.0	-0.26540753	-100	-0.2428011	-100.0	-100.0	-0.40032563	-0.43463764	-100.0	-0.27401072	-100.0	-0.51746964	-100.0	-0.33974615	-100	-0.14365748	-100.0	-0.14120378	-100.0	-0.23939496	-100	-0.50774705	-100	-0.29455322	-100	-0.16594534	-100	-0.24334212	-100	-0.6834294	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.07879163	-100	-0.47325075	-100.0	-0.16852976	-100	-0.3893735	-100.0	-100.0	-0.27711532	-0.09728661	-100.0	-0.17247261	-100.0	-0.3889862	-100.0	-0.59150463	-100	-0.11054165	-100.0	-0.7708075	-100.0	-0.19391006	-100	-0.36629042	-100	-0.15139385	-100	-0.093728155	-100	-0.15762006	-100	-0.16291715	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.114181004	-100	-0.22616139	-100.0	-0.12057761	-100	-0.124400854	-100.0	-0.39895433	-100.0	-0.31161082	-100.0	-0.33439133	-100.0	-0.3035291	-100.0	-0.14808369	-100	-0.13105544	-100.0	-0.42355597	-100.0	-0.10804074	-100	-0.2183531	-100	-0.20055272	-100	-0.08782087	-100	-0.2478338	-100	-0.13038139	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.1373581	-100	-0.42352268	-100.0	-0.16235518	-100	-0.13016085	-100.0	-0.18403135	-100.0	-0.28975752	-100.0	-0.1078539	-100.0	-0.11209617	-100.0	-0.2399486	-100	-0.16119489	-100.0	-0.24741518	-100.0	-0.119831696	-100	-0.20161591	-100	-0.1302663	-100	-0.07988445	-100	-0.108575694	-100	-0.1513087	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.11775837	-100	-0.36988696	-100.0	-0.19584335	-100	-0.27339628	-100.0	-0.11530078	-100.0	-0.37475064	-100.0	-0.20286325	-100.0	-0.3201905	-100.0	-0.14531204	-100	-0.12717757	-100.0	-0.74128604	-100.0	-0.24574941	-100	-0.11202935	-100	-0.47830746	-100	-0.22345544	-100	-0.1504531	-100	-0.16953062	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.17748433	-100	-0.21682742	-100.0	-0.2974943	-100	-0.16764149	-100.0	-0.19291691	-100.0	-0.400704	-100.0	-0.20309742	-100.0	-0.3712545	-100.0	-0.20722884	-100	-0.1601826	-100.0	-0.1761211	-100.0	-0.2524384	-100	-0.13991244	-100	-0.18920408	-100	-0.16386893	-100	-0.17412129	-100	-0.17300989	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.15884776	-100	-0.21641469	-100.0	-0.1724993	-100	-0.2883672	-100.0	-0.2339844	-100.0	-0.38853613	-100.0	-0.12820242	-100.0	-0.2908075	-100.0	-0.21353856	-100	-0.13323085	-100.0	-0.25388494	-100.0	-0.19520208	-100	-0.13436897	-100	-0.4576475	-100	-0.17222276	-100	-0.21597318	-100	-0.17991182	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.5382568	-100	-0.43302083	-100.0	-0.6905685	-100	-0.29933974	-100.0	-0.28823718	-100.0	-0.5604949	-100.0	-0.1956003	-100.0	-0.3355131	-100.0	-0.57261777	-100	-0.7101102	-100.0	-0.50134325	-100.0	-0.26364115	-100	-0.18891928	-100	-0.1475564	-100	-0.27174675	-100	-0.34294158	-100	-0.26302353	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16401955	-100	-0.18185095	-100.0	-0.355533	-100	-0.45900166	-100.0	-0.25665867	-100.0	-0.425971	-100.0	-0.30927864	-100.0	-0.17931314	-100.0	-0.06575777	-100	-0.06834249	-100.0	-0.21270262	-100.0	-0.22124499	-100	-0.18038736	-100	-0.21266465	-100	-0.4648277	-100	-0.3306404	-100	-0.23304915	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.1704478	-100	-0.38510922	-100.0	-0.19353098	-100	-100.0	-0.7455214	-100.0	-0.68347764	-0.84245694	-100.0	-0.24791399	-100.0	-100.0	-0.9429452	-0.20604205	-100	-0.13860567	-100.0	-100.0	-0.90985143	-0.65052027	-100	-0.19500054	-100	-0.47127953	-100	-0.33405322	-100	-0.4756915	-100	-0.1999515	-100.0
