prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.22977372	-100.0	-100.0	-0.5439795	-0.3839259	-100	-0.53085357	-100.0	-100.0	-0.6937609	-100.0	-0.5939917	-0.4441158	-100.0	-0.9342824	-100.0	-0.44664302	-100.0	-0.13812405	-100.0	-0.71880716	-100.0	-0.54998946	-100.0	-0.21988133	-100.0	-100.0	-0.75403154	-100.0	-0.6470566	-0.43568942	-100.0	-0.5269645	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.36746922	-100.0	-0.7907538	-100.0	-0.11922243	-100	-0.3121182	-100.0	-0.19731732	-100.0	-0.7964254	-100.0	-0.32389417	-100.0	-100.0	-0.866391	-0.69690925	-100.0	-0.38441148	-100.0	-0.23619784	-100.0	-0.27905315	-100.0	-0.31343478	-100.0	-0.47933587	-100.0	-0.38470256	-100.0	-0.46633804	-100.0	-0.35741326	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.27749413	-100.0	-100.0	-0.9905278	-0.16425844	-100	-0.398803	-100.0	-0.17233011	-100.0	-0.5639987	-100.0	-0.28479242	-100.0	-0.303315	-100.0	-0.23362513	-100.0	-0.33887723	-100.0	-0.65849406	-100.0	-0.20379889	-100.0	-0.34496155	-100.0	-0.18591452	-100.0	-0.37941575	-100.0	-0.38498753	-100.0	-0.62930965	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.23900992	-100.0	-100.0	-0.6595926	-0.29302463	-100	-0.17852335	-100.0	-0.3054842	-100.0	-0.27767098	-100.0	-0.1876272	-100.0	-0.162105	-100.0	-0.27297965	-100.0	-0.20204099	-100.0	-0.94736016	-100.0	-0.12558536	-100.0	-0.3975739	-100.0	-0.27464977	-100.0	-0.17092933	-100.0	-0.21488555	-100.0	-0.3971445	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15831092	-100.0	-0.21721567	-100.0	-0.1700089	-100	-0.2136537	-100.0	-0.19571432	-100.0	-0.2845575	-100.0	-0.16083445	-100.0	-0.22812393	-100.0	-0.26805207	-100.0	-0.15078668	-100.0	-0.33652157	-100.0	-0.21477759	-100.0	-0.5902978	-100.0	-0.30413058	-100.0	-0.12846205	-100.0	-0.15067865	-100.0	-0.14486688	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.34526417	-100.0	-0.32988405	-100.0	-0.2770035	-100	-0.37610313	-100.0	-0.37590155	-100.0	-0.42457944	-100.0	-0.23564185	-100.0	-0.26810673	-100.0	-0.32818335	-100.0	-0.17127179	-100.0	-100.0	-1.0548424	-0.11924044	-100.0	-0.2438466	-100.0	-0.3019911	-100.0	-0.27795026	-100.0	-0.2851696	-100.0	-0.42306888	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1824866	-100.0	-0.7615239	-100.0	-0.16382927	-100	-0.2427296	-100.0	-0.15363722	-100.0	-0.27163774	-100.0	-0.19713625	-100.0	-0.12495004	-100.0	-100.0	-0.80187756	-0.21944939	-100.0	-0.635833	-100.0	-0.11327835	-100.0	-0.24001302	-100.0	-0.24527961	-100.0	-0.11015328	-100.0	-0.17265776	-100.0	-100.0	-0.59724694
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100.0	-0.5458994	-0.23657851	-100.0	-0.25787744	-100	-0.22805296	-100.0	-0.82235605	-100.0	-0.7464326	-100.0	-0.22519901	-100.0	-0.17525283	-100.0	-0.5013433	-100.0	-0.22644009	-100.0	-0.21703	-100.0	-0.14280197	-100.0	-0.2660126	-100.0	-100.0	-0.6047049	-0.13491555	-100.0	-0.43908244	-100.0	-0.44665232	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.25365388	-100.0	-0.20696159	-100.0	-0.20948975	-100	-0.15418155	-100.0	-0.21359515	-100.0	-0.26039913	-100.0	-0.18585731	-100.0	-0.2564197	-100.0	-100.0	-0.6367387	-0.21819605	-100.0	-0.7297895	-100.0	-0.23452404	-100.0	-0.30100548	-100.0	-0.21310386	-100.0	-0.30889812	-100.0	-0.5086333	-100.0	-0.39155093	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.89513075	-100.0	-100.0	-0.57420605	-0.8535007	-100	-100.0	-0.40548405	-100.0	-0.17796871	-100.0	-0.5818528	-100.0	-0.7751927	-100.0	-0.833801	-0.47322577	-100.0	-0.7012145	-100.0	-100.0	-0.23628956	-100.0	-0.8614948	-100.0	-0.5386747	-100.0	-0.54162216	-100.0	-0.37668952	-100.0	-0.9612784	-100.0	-0.38116598
