prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.22954455	-100	-0.511014	-100	-0.52535325	-100	-0.65640044	-100.0	-0.9137814	-100.0	-0.27721196	-100	-0.22677572	-100.0	-0.36538604	-100	-0.30787164	-100	-0.16502124	-100	-0.6841944	-100.0	-0.23306963	-100	-0.117419675	-100	-0.39712262	-100.0	-0.26236677	-100.0	-0.39588642	-100	-0.12641513	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.12662165	-100	-0.2235135	-100	-0.09943213	-100	-0.2807483	-100.0	-0.18818973	-100.0	-0.22306052	-100	-0.18372272	-100.0	-0.22938964	-100	-0.30173358	-100	-0.24132666	-100	-0.2929234	-100.0	-0.20805073	-100	-0.18106179	-100	-0.097418875	-100.0	-0.2505665	-100.0	-0.2838782	-100	-0.11159622	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.1276083	-100	-0.43036035	-100	-0.16044295	-100	-0.17436422	-100.0	-0.1195154	-100.0	-0.12534778	-100	-0.17711249	-100.0	-0.18269344	-100	-0.38735297	-100	-0.25292087	-100	-0.12742297	-100.0	-0.11089774	-100	-0.7506938	-100	-0.19575368	-100.0	-0.5039929	-100.0	-0.12330554	-100	-0.23837736	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.13705017	-100	-0.39954478	-100	-0.2492982	-100	-0.1985455	-100.0	-0.4035348	-100.0	-0.7512532	-100	-0.3612851	-100.0	-0.2776251	-100	-0.17274745	-100	-0.25440732	-100	-0.14764054	-100.0	-0.16886167	-100	-0.16216606	-100	-0.42098722	-100.0	-0.111811966	-100.0	-0.12157708	-100	-0.14262867	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16946056	-100	-0.29431856	-100	-0.30729815	-100	-0.23942518	-100.0	-0.3393892	-100.0	-0.12292607	-100	-0.096901655	-100.0	-0.3416146	-100	-0.17908084	-100	-0.17960185	-100	-0.20171961	-100.0	-0.15568991	-100	-0.10613251	-100	-0.3485507	-100.0	-0.12839861	-100.0	-0.09934536	-100	-0.20041585	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.15472363	-100	-0.28081036	-100	-0.20255709	-100	-0.17079738	-100.0	-0.20771702	-100.0	-0.28955638	-100	-0.12863779	-100.0	-0.29283467	-100	-0.20040639	-100	-0.15156572	-100	-0.2924333	-100.0	-0.17790696	-100	-0.119819805	-100	-0.21888843	-100.0	-0.14341556	-100.0	-0.18073736	-100	-0.18707821	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.18624808	-100	-0.323474	-100	-0.1860843	-100	-0.15392402	-100.0	-0.5262201	-100.0	-0.13642862	-100	-0.08212229	-100.0	-0.22203408	-100	-0.2050172	-100	-0.15303308	-100	-0.21822171	-100.0	-0.16249998	-100	-0.22259486	-100	-0.43583208	-100.0	-0.13734244	-100.0	-0.13616523	-100	-0.23795919	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.45444503	-100	-1.0030624	-100	-0.39579388	-100	-0.28703704	-100.0	-0.51863253	-100.0	-0.5774245	-100	-0.18553306	-100.0	-0.18433718	-100	-0.3613299	-100	-0.1803162	-100	-0.51641905	-100.0	-0.199041	-100	-0.2540862	-100	-0.25193402	-100.0	-0.15774274	-100.0	-0.51648414	-100	-0.4144869	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16479126	-100	-0.5466149	-100	-0.35433626	-100	-0.17739187	-100.0	-0.55000836	-100.0	-0.50993025	-100	-0.28935552	-100.0	-0.18614158	-100	-0.4081962	-100	-0.199432	-100	-100.0	-1.0022844	-0.17045155	-100	-0.11284281	-100	-0.8602519	-100.0	-0.09546249	-100.0	-0.14300874	-100	-0.33277088	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.16992673	-100	-0.41000208	-100	-0.3186902	-100	-100.0	-0.46814683	-100.0	-0.28268716	-0.43753248	-100	-0.3261822	-100.0	-0.4342571	-100	-0.2428986	-100	-0.1454397	-100	-0.5384023	-100.0	-0.3886213	-100	-0.31241003	-100	-0.3911092	-100.0	-0.19343585	-100.0	-0.52429414	-100	-0.44145226	-100
