prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.67397434	-100	-0.7088515	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0187367	-100	-100	-100	-100	-100	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.93702066	-100	-0.97895736	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0573437	-100	-100	-100	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-1.3428931	-100	-100	-100	-100	-100	-1.2414135	-100	-100	-0.9807158	-100	-0.80963755	-100	-100	-100	-100	-100	-100	-100	-0.6114919	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-100	-100	-1.0587009	-100	-1.1007735	-1.1771363	-100	-100	-100	-100	-100	-100	-100	-100	-1.0416085	-100	-100	-100	-1.0825903	-100	-0.8278916	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1836622	-100	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-100	-100	-100	-100	-100	-100	-100	-1.1641353	-0.9290561	-100	-1.1504909	-100	-100	-100	-100	-100	-100	-100	-0.9685838	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.986547	-100	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.88100094	-1.0527816	-100	-100	-1.0454079	-100	-100	-100	-100	-100	-100	-100	-1.0515655	-0.93606496	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-100	-1.22168	-100	-100	-100	-100	-100	-1.111918	-100	-1.1998512	-100	-100	-0.93610764	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1490675	-100	-100	-100	-1.051988	-100	-100	-100	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0161122	-100	-100	-100	-0.9370781	-100	-100	-100	-100	-100	-100	-100	-1.1439645	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.9023505	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-100	-1.067169	-100	-100	-100	-100	-0.9494675	-100	-100	-100	-100	-100	-0.95931655	-1.0434074	-100	-100	-1.1095263	-1.1427494	-100	-100	-100	-100	-0.8367864	-100	-100	-100	-100	-100	-1.2018329	-100	-0.97784656	-100	-0.9394747
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.8192395	-100	-100	-100	-1.0126401	-100	-0.7046588	-100	-1.1605344	-100	-0.5056084	-100	-1.0197817	-100	-100	-100	-100	-100	-100	-100	-0.7751688	-100	-100	-100	-100	-100	-0.8787999	-100	-100	-100	-100	-100	-100
