prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-1.0455282	-100	-0.86748505	-100	-0.84071386	-100	-100	-100	-0.69597816	-100	-1.2374922	-100	-100	-100	-100	-100	-0.84000224	-100	-100	-100	-0.6778134	-100	-0.99466664	-100	-0.99774414	-100	-100	-100	-100	-100	-100	-100	-0.910221
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-100	-100	-100	-100	-100	-100	-1.0534369	-100	-0.7693069	-100	-100	-100	-1.1520463	-100	-100	-100	-100	-100	-100	-1.177168	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-100	-100	-100	-100	-100	-0.8838142	-100	-100	-100	-100	-100	-0.63256794	-100	-100	-100	-100	-100	-100	-1.0474925	-1.285717	-100	-100	-1.0700535	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-100	-100	-1.0534246	-100	-100	-100	-100	-100	-0.977368	-100	-0.65366465	-0.9170039	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.9407743	-100	-100	-0.86364377	-100	-100	-0.992543
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-100	-0.97842914	-100	-1.3914802	-1.2336792	-100	-100	-100	-100	-100	-1.1532974	-100	-100	-100	-100	-100	-1.077259	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-0.97853565	-100	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-100	-100	-100	-1.0362178	-100	-100	-100	-100	-100	-100	-100	-0.9956544	-100	-100	-100	-1.1653197	-100	-0.9593056	-100	-100	-100	-0.88005966	-100	-100	-100	-100	-100	-1.1316895	-100	-100	-100	-0.7895502	-100	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0692395	-100	-100	-100	-100	-100	-100	-100	-0.76252204	-100	-100	-100	-1.1594659	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.1130452	-100	-1.0286088
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-100	-100	-100	-100	-100	-100	-100	-100	-1.2443537	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.0404811	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-1.0153339	-100	-1.1142716	-100	-0.9716431	-100	-1.1722083	-100	-1.127551	-100	-1.2551079	-1.0124556	-100	-100	-100	-100	-1.0704435	-100	-100	-1.0890788	-100	-100	-1.1268834	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-100	-100	-0.97777677	-100	-100	-100	-0.95029926	-100	-0.8728686	-100	-0.9254554	-100	-0.803472	-100	-100	-100	-100	-100	-100	-100	-1.2351806	-100	-100	-100	-100	-100	-100	-100	-1.1743418	-100	-0.9203822	-100	-100
