prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.3033348	-100	-100	-0.91687316	-0.50561124	-100	-0.45188367	-100	-100	-0.22128797	-0.87883925	-100	-0.10340466	-100	-0.24325493	-100	-0.34352943	-100	-0.19809118	-100	-100	-0.42943457	-0.33287573	-100	-0.5609355	-100	-0.44318274	-100	-0.13404661	-100	-0.4856313	-100	-100	-0.8346881
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15909183	-100	-100	-0.80198556	-0.24970147	-100	-0.3327659	-100	-0.6136203	-100	-0.73115754	-100	-0.18318231	-100	-100	-0.819383	-100	-0.57368046	-0.1850702	-100	-0.51408154	-100	-0.1973001	-100	-0.45380637	-100	-0.853662	-100	-0.27509016	-100	-0.3466047	-100	-0.37478617	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.17736611	-100	-100	-0.7499153	-0.26618457	-100	-0.20321596	-100	-0.37214723	-100	-0.38389862	-100	-0.261705	-100	-0.40678126	-100	-0.3584471	-100	-0.21383105	-100	-0.91851765	-100	-0.20250876	-100	-0.23680757	-100	-0.5946637	-100	-0.30347323	-100	-0.7737367	-100	-0.5521644	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.20654301	-100	-0.86136985	-100	-0.30122504	-100	-0.12325739	-100	-100	-0.79345155	-0.67921746	-100	-0.14637952	-100	-0.39258265	-100	-0.34521458	-100	-0.3304926	-100	-0.36914977	-100	-0.25867027	-100	-0.2683042	-100	-0.40510157	-100	-0.3951778	-100	-0.40303567	-100	-0.6499678	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.17201702	-100	-0.5349345	-100	-0.21189925	-100	-0.18654504	-100	-0.2472104	-100	-0.26108968	-100	-0.17323399	-100	-0.28111404	-100	-0.31414515	-100	-0.17051473	-100	-0.2615891	-100	-0.34951124	-100	-0.24000052	-100	-0.2525499	-100	-0.24439389	-100	-0.14511976	-100	-0.27933887	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.3034216	-100	-0.3426768	-100	-0.3236624	-100	-0.21521139	-100	-0.24362552	-100	-0.30051044	-100	-0.13966931	-100	-0.2557207	-100	-0.21279582	-100	-0.15356125	-100	-0.3539014	-100	-0.14375402	-100	-0.36897215	-100	-0.29374424	-100	-0.15084746	-100	-0.29966694	-100	-0.1608378	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.21991847	-100	-0.29376572	-100	-0.34427524	-100	-0.3104688	-100	-0.19282113	-100	-0.2160615	-100	-0.1632867	-100	-0.29290223	-100	-0.5119955	-100	-0.15030222	-100	-0.31216764	-100	-0.19364598	-100	-0.2232944	-100	-0.2104739	-100	-0.15609227	-100	-0.2938748	-100	-0.2830834	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.19477239	-100	-0.18279153	-100	-0.3429947	-100	-0.310345	-100	-0.1790685	-100	-0.55876493	-100	-0.49591038	-100	-0.1679987	-100	-0.56782866	-100	-0.17989877	-100	-100	-1.0240642	-0.14577119	-100	-0.553628	-100	-100	-0.39572233	-0.25769264	-100	-0.28330407	-100	-0.41788653	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2255113	-100	-0.48813608	-100	-0.18439014	-100	-0.20730759	-100	-100	-0.6677355	-0.49165106	-100	-0.23013651	-100	-0.5130401	-100	-100	-0.73474324	-0.2654488	-100	-0.38239336	-100	-0.31351072	-100	-0.334093	-100	-0.3800147	-100	-0.12380541	-100	-0.30763584	-100	-0.378316	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.6735441	-100	-0.31452847	-0.8306176	-100	-100	-0.20570183	-100	-0.26283476	-100	-0.26163122	-0.7753209	-100	-100	-0.4219868	-0.58137286	-100	-100	-0.76238483	-100	-0.6127402	-100	-0.8760179	-100	-0.22954395	-100	-0.64827955	-0.70165354	-100	-0.4052218	-100	-100	-0.6625906
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.2311346	-100	-0.4975079	-100	-0.30950174	-100	-0.24472584	-100	-0.16901602	-100	-100	-0.44401774	-0.7014216	-100	-0.6840073	-100	-0.35464355	-100	-0.3638081	-100	-100	-0.87744504	-0.54046136	-100	-100	-0.81635773	-0.8666278	-100	-0.42854118	-100	-0.23710614	-100	-0.87967694	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.28634673	-100	-100	-0.56662357	-0.30215105	-100	-0.22250074	-100	-0.30317408	-100	-0.83321357	-100	-100	-0.8065048	-100	-0.5548661	-0.2143756	-100	-0.30077782	-100	-0.8158931	-100	-0.18821476	-100	-100	-0.7358514	-0.37348047	-100	-0.18474334	-100	-100	-0.18121816	-0.27221718	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.19664806	-100	-0.32820702	-100	-100	-0.7786288	-0.22311886	-100	-0.5322623	-100	-100	-0.8920771	-0.35000297	-100	-0.23609573	-100	-0.24491756	-100	-0.45191982	-100	-0.7563907	-100	-0.42974553	-100	-100	-0.5259902	-0.42461908	-100	-0.7883482	-100	-0.32513478	-100	-0.6655301	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.6469162	-0.46333337	-100	-0.20140629	-100	-0.31818733	-100	-0.7169759	-100	-100	-0.8465095	-100	-0.27940547	-0.20986214	-100	-0.5352111	-100	-0.47390693	-100	-100	-0.44550416	-0.28528315	-100	-100	-0.482144	-100	-0.4244523	-0.53607416	-100	-100	-0.77327037	-100	-0.56109065
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.17075871	-100	-0.39315206	-100	-0.38955548	-100	-0.19273873	-100	-0.22304012	-100	-100	-0.6362181	-0.11075044	-100	-0.15783207	-100	-0.19370314	-100	-0.29037666	-100	-0.5600277	-100	-0.43018824	-100	-0.58073825	-100	-100	-0.2284399	-0.13900758	-100	-0.116877005	-100	-0.21165681	-100
