prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.27106893	-100	-100	-0.8219755	-0.31251457	-100	-0.6975433	-100	-100	-0.508849	-100	-0.7845026	-0.62851465	-100	-1.0642602	-100	-100	-0.5250307	-0.311467	-100	-0.978941	-100	-100	-0.5904088	-0.3270358	-100	-100	-0.33666563	-0.6137348	-100	-100	-0.7350209	-0.6002778	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15985714	-100	-100	-0.7273881	-0.32311946	-100	-0.22882982	-100	-0.32556665	-100	-0.3587358	-100	-0.25542146	-100	-0.18774578	-100	-0.49191824	-100	-0.4075314	-100	-100	-0.34976912	-0.17403765	-100	-0.32179335	-100	-0.68963534	-100	-0.14571464	-100	-0.21454193	-100	-0.32724822	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.1501531	-100	-0.36502516	-100	-0.22487766	-100	-0.17555541	-100	-0.22621578	-100	-100	-0.31275484	-0.16534255	-100	-0.19975832	-100	-0.17860278	-100	-0.16554151	-100	-0.23465835	-100	-0.13523558	-100	-0.28420934	-100	-0.44001642	-100	-0.118075125	-100	-0.21658528	-100	-0.2831561	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.3322406	-100	-0.18467207	-100	-0.2716451	-100	-0.30905342	-100	-0.37303072	-100	-0.271306	-100	-0.25251397	-100	-0.23386428	-100	-0.29259878	-100	-0.29341733	-100	-0.29783744	-100	-0.20617184	-100	-0.19037697	-100	-0.22409473	-100	-0.12033497	-100	-0.2653535	-100	-0.44130164	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.1636239	-100	-0.6368827	-100	-0.31034425	-100	-0.16479926	-100	-0.22296152	-100	-0.35931438	-100	-0.20603488	-100	-0.23254289	-100	-0.25457177	-100	-0.17903693	-100	-0.26730037	-100	-0.17255937	-100	-0.19760102	-100	-0.44904318	-100	-0.18643822	-100	-0.47299474	-100	-0.26959178	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.37174773	-100	-0.33165082	-100	-0.2874059	-100	-0.1610472	-100	-0.34273726	-100	-0.29202878	-100	-0.1760525	-100	-0.2017272	-100	-0.36323336	-100	-0.22578669	-100	-0.28223342	-100	-0.13943164	-100	-0.5347449	-100	-0.15431558	-100	-0.1364332	-100	-0.19943796	-100	-0.2652378	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.2444114	-100	-0.21785554	-100	-0.25965074	-100	-0.16895187	-100	-0.15048684	-100	-0.22893482	-100	-0.1309067	-100	-0.40130353	-100	-0.16279735	-100	-0.20392714	-100	-0.28425205	-100	-0.122782715	-100	-0.2417397	-100	-0.1697585	-100	-0.14200826	-100	-0.3938153	-100	-0.20481835	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.18746793	-100	-0.24219334	-100	-0.24981296	-100	-0.2583691	-100	-0.34987357	-100	-0.27672285	-100	-0.1452272	-100	-0.40154395	-100	-0.5442551	-100	-0.33312905	-100	-0.1779024	-100	-0.10846927	-100	-0.18555108	-100	-0.27224183	-100	-0.12868051	-100	-0.23139034	-100	-0.28571263	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.39147115	-100	-0.2916304	-100	-0.5161007	-100	-0.15620098	-100	-0.276924	-100	-0.16480763	-100	-0.18698831	-100	-0.88098454	-100	-0.27220872	-100	-0.21221542	-100	-0.19527252	-100	-0.12966938	-100	-0.1441171	-100	-0.1619871	-100	-0.16698572	-100	-0.18900193	-100	-0.20692332	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.5876549	-100	-100	-0.79684556	-0.49456492	-100	-100	-0.5017728	-100	-0.23418063	-100	-0.34767795	-0.82512033	-100	-100	-0.92066306	-0.45935428	-100	-0.7265907	-100	-100	-0.44838932	-100	-0.69456834	-100	-0.21803513	-100	-0.3908658	-100	-0.8389954	-100	-0.6610039	-100	-0.7520895
