prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.41265413	-100	-100	-0.4134608	-0.2220741	-100	-100	-0.71912205	-0.115158714	-100	-0.14044425	-100	-0.0922659	-100	-100	-0.40898162	-0.3044707	-100	-100	-0.60883546	-0.14916314	-100	-0.08790476	-100	-100	-0.3741192	-100	-0.6122095	-0.10314084	-100	-100	-0.40970832	-0.19140507	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-100	-0.26431108	-0.29923907	-100	-0.32715824	-100	-0.6254473	-100	-0.2998086	-100	-0.62004846	-100	-0.15161094	-100	-0.111316316	-100	-0.6835816	-100	-0.55054325	-100	-100	-0.6880983	-0.24009879	-100	-0.29558587	-100	-0.8783105	-100	-0.2531511	-100	-100	-0.18409741	-0.54244536	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.27753016	-100	-0.19585401	-100	-0.47150385	-100	-0.24602105	-100	-100	-1.0241059	-100	-0.6505986	-0.2977765	-100	-0.33688992	-100	-0.20659906	-100	-0.28343296	-100	-0.24603292	-100	-0.3048464	-100	-0.33548915	-100	-0.21600306	-100	-0.22402613	-100	-100	-0.4577194	-0.565613	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-100	-0.6188108	-0.13450089	-100	-0.3279896	-100	-0.16153845	-100	-0.68907326	-100	-0.5109269	-100	-0.103411876	-100	-100	-0.97365034	-100	-0.7663487	-0.5200726	-100	-0.30481398	-100	-0.09874037	-100	-0.46297306	-100	-0.53016067	-100	-0.33484077	-100	-0.3374271	-100	-0.21334422	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.51289064	-100	-0.44991362	-100	-0.46691048	-100	-100	-0.4600584	-0.46660233	-100	-0.120209396	-100	-0.21206945	-100	-0.28097066	-100	-100	-0.5336506	-0.28928986	-100	-0.3235351	-100	-0.14386627	-100	-0.14179978	-100	-100	-0.42290592	-0.08863451	-100	-0.17538208	-100	-0.27281585	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.43320188	-100	-100	-0.7453255	-0.45827433	-100	-0.41622004	-100	-0.94127357	-100	-0.21348646	-100	-0.27462083	-100	-0.06862495	-100	-0.27978694	-100	-0.5647102	-100	-0.47826445	-100	-0.1799318	-100	-100	-0.43686274	-100	-100	-0.31641674	-100	-100	-0.75669694	-0.26369834	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-1.0141448	-0.77734125	-100	-0.76343936	-100	-0.68839496	-100	-0.2914113	-100	-0.6684938	-100	-0.22308756	-100	-100	-0.90463775	-0.36013535	-100	-0.50822467	-100	-100	-0.62026966	-0.9532195	-100	-0.5280123	-100	-100	-0.73179257	-0.47278202	-100	-1.151665	-100	-0.308229	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.2614092	-100	-100	-0.6621638	-0.53048956	-100	-100	-0.6260524	-0.2673257	-100	-0.2649852	-100	-0.34241638	-100	-0.84386975	-100	-0.28392032	-100	-0.4024766	-100	-0.32968438	-100	-0.7428587	-100	-0.6001628	-100	-100	-0.5502121	-0.2500187	-100	-0.6202295	-100	-0.29067978	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-100	-0.73083514	-0.48880097	-100	-0.4732988	-100	-100	-0.37178403	-0.43425012	-100	-0.6494132	-100	-0.1965263	-100	-100	-0.4139473	-0.6463186	-100	-0.5399247	-100	-0.3967157	-100	-0.20038861	-100	-0.47779045	-100	-0.51779693	-100	-0.35306865	-100	-0.4081288	-100	-0.5300554	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.52162343	-100	-0.08991922	-100	-0.3269415	-0.32521227	-100	-100	-0.1052737	-100	-0.46584803	-100	-0.1997327	-100	-0.35623637	-100	-0.3752671	-100	-0.33455312	-100	-0.35661343	-100	-0.10881909	-100	-0.73719716	-100	-0.37724057	-100	-0.12301241	-100	-0.33199966	-100	-0.49702668
