prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.23202437	-100	-100	-0.54784137	-0.29062915	-100	-0.812904	-100	-100	-0.51478803	-0.36885682	-100	-0.42801186	-100	-0.41426754	-100	-100	-0.34648272	-0.24051863	-100	-0.20620921	-100	-0.4704833	-100	-0.43649203	-100	-100	-0.5503239	-0.2863342	-100	-100	-0.85128254	-100	-0.38707024
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.21201831	-100	-0.17327765	-100	-0.19461444	-100	-0.63270926	-100	-0.40928337	-100	-0.6412508	-100	-0.8209712	-100	-0.382158	-100	-0.448444	-100	-0.34069857	-100	-0.2592575	-100	-0.1662666	-100	-0.39324895	-100	-0.68744993	-100	-0.7256564	-100	-0.5225461	-100	-0.48027754	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.17573014	-100	-0.29849103	-100	-0.54641354	-100	-0.21221755	-100	-0.18700849	-100	-0.4658018	-100	-0.16170777	-100	-0.4411419	-100	-0.41945887	-100	-0.1769768	-100	-0.21862458	-100	-0.2211695	-100	-0.42561483	-100	-100	-0.70314157	-0.19654228	-100	-0.3763413	-100	-0.7080513	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.23424956	-100	-0.32558367	-100	-0.2660575	-100	-0.32891527	-100	-0.16368589	-100	-0.28389308	-100	-0.1537323	-100	-0.188287	-100	-0.19951786	-100	-0.26026297	-100	-0.39950496	-100	-0.16326839	-100	-0.39390802	-100	-0.49684802	-100	-0.26557705	-100	-0.507764	-100	-0.4412249	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20025425	-100	-0.20985723	-100	-0.2545859	-100	-0.2912649	-100	-0.25151917	-100	-0.3423901	-100	-0.19921672	-100	-0.16050082	-100	-0.2493398	-100	-0.23317364	-100	-0.4569	-100	-0.16960722	-100	-0.20185205	-100	-0.2128717	-100	-0.20072997	-100	-0.15407176	-100	-0.3229348	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.15107116	-100	-0.1629737	-100	-0.33655655	-100	-0.2640948	-100	-0.30870724	-100	-0.2532198	-100	-0.2692308	-100	-0.15545893	-100	-0.3676901	-100	-0.20468184	-100	-0.21438888	-100	-0.16638444	-100	-0.28707257	-100	-0.2037795	-100	-0.1187312	-100	-0.17581823	-100	-0.28892383	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.41282237	-100	-0.15505071	-100	-0.5450801	-100	-0.31929109	-100	-0.18592907	-100	-0.19386253	-100	-0.17872757	-100	-0.13101256	-100	-0.40521827	-100	-0.14192156	-100	-0.25773427	-100	-0.17805502	-100	-0.22312951	-100	-0.092207395	-100	-0.16060363	-100	-0.6559254	-100	-0.48626435	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.17928582	-100	-0.27594894	-100	-0.20621125	-100	-0.21073589	-100	-0.116327465	-100	-0.24905625	-100	-0.19564089	-100	-0.22440712	-100	-0.31317332	-100	-0.1721584	-100	-0.21198243	-100	-0.1517184	-100	-0.2510124	-100	-0.23774008	-100	-0.17434491	-100	-0.24663863	-100	-0.23519367	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2943481	-100	-0.1708405	-100	-0.28038272	-100	-0.1595192	-100	-0.12843575	-100	-0.17860806	-100	-0.15601167	-100	-0.19394849	-100	-0.24785595	-100	-0.18175082	-100	-0.15478396	-100	-0.120763965	-100	-0.2102696	-100	-0.20064224	-100	-0.14361042	-100	-0.2005246	-100	-0.18633826	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.6232651	-100	-100	-0.37160093	-100	-0.8115052	-0.44471425	-100	-100	-0.16161439	-100	-0.6625552	-0.6018482	-100	-0.8579966	-100	-0.34520262	-100	-0.40341952	-100	-0.2896642	-100	-100	-0.50972205	-100	-0.60354275	-100	-0.19727369	-0.5249656	-100	-100	-0.53401774	-100	-0.45653552
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.49090338	-100	-0.27991477	-100	-0.2648846	-100	-0.23991784	-100	-0.41896904	-100	-0.35778084	-100	-0.34086937	-100	-0.24944659	-100	-0.3122531	-100	-0.31411356	-100	-0.3680936	-100	-0.21192983	-100	-0.4621595	-100	-0.31849438	-100	-0.21445839	-100	-0.29889044	-100	-0.1916731	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.25673226	-100	-0.2201236	-100	-0.27174473	-100	-0.3322849	-100	-0.17394437	-100	-0.58920753	-100	-0.37335798	-100	-0.39340776	-100	-0.22857681	-100	-100	-0.4631211	-0.3317279	-100	-0.3956344	-100	-100	-0.45439556	-0.35701686	-100	-0.20841224	-100	-0.20713072	-100	-0.2628355	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.78245074	-100	-0.2703032	-100	-0.2793589	-100	-0.33838812	-100	-0.21827117	-100	-0.525802	-100	-0.27979374	-100	-0.6873147	-100	-0.18352528	-100	-0.57247674	-100	-0.28220615	-100	-0.46681258	-100	-0.7115876	-100	-100	-0.4265473	-0.19261603	-100	-0.182274	-100	-0.5329003	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.5124532	-0.3044567	-100	-0.28994095	-100	-0.4046901	-100	-0.13622889	-100	-100	-0.9022554	-0.24677365	-100	-0.1686176	-100	-100	-0.43783802	-0.40141037	-100	-100	-0.29604056	-0.16992483	-100	-0.75172985	-100	-0.20346475	-100	-0.18511252	-100	-0.77821183	-100	-0.6175296	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.23750614	-100	-0.2977195	-100	-0.2516609	-100	-0.26913047	-100	-0.18648908	-100	-100	-0.2675309	-0.19092894	-100	-0.16829939	-100	-0.15044688	-100	-0.21817449	-100	-0.69813734	-100	-0.26828113	-100	-100	-0.43700343	-0.42352742	-100	-0.13541655	-100	-0.4871152	-100	-0.30969152	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.39439228	-100	-0.16808078	-100	-0.23228058	-100	-0.29949284	-100	-0.17269205	-100	-0.18561408	-100	-0.22203265	-100	-0.13031872	-100	-0.25985476	-100	-0.15358515	-100	-0.16735452	-100	-0.1403395	-100	-0.2614636	-100	-0.3991592	-100	-0.16737835	-100	-0.19624957	-100	-0.44183278	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.5935979	-100	-0.18543045	-100	-0.26184648	-100	-0.21139568	-100	-0.14778389	-100	-0.23725176	-100	-0.15389378	-100	-0.18272555	-100	-0.15367398	-100	-0.25325435	-100	-0.19037798	-100	-0.14589731	-100	-0.22303997	-100	-0.43154395	-100	-0.19961187	-100	-0.13625075	-100	-0.23555736	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.38012934	-100	-0.18664445	-100	-0.27729312	-100	-0.31101906	-100	-0.26404893	-100	-0.41917005	-100	-0.1994611	-100	-0.15627183	-100	-0.4527198	-100	-0.38082364	-100	-0.2033998	-100	-0.15553163	-100	-0.27585468	-100	-0.3139765	-100	-0.36429453	-100	-0.23299798	-100	-0.39530328	-100
