prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.2500173	-100	-100	-0.64059806	-0.33906707	-100	-0.6290475	-100	-100	-0.66210437	-0.30766907	-100	-100	-0.71672964	-0.49425727	-100	-100	-0.400623	-0.23615973	-100	-0.4725252	-100	-0.24952644	-100	-100	-0.78262115	-0.38316846	-100	-0.63704735	-100	-0.706541	-100	-0.5050089	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.39787647	-100	-0.17755817	-100	-0.40431234	-100	-0.19127825	-100	-100	-0.84715086	-0.3054525	-100	-100	-0.6872004	-0.6635617	-100	-0.37319717	-100	-0.16498947	-100	-0.85700494	-100	-0.33093372	-100	-0.25454885	-100	-0.35618982	-100	-0.22170533	-100	-0.18108201	-100	-0.5547801	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.21006082	-100	-0.4258744	-100	-0.42627752	-100	-0.2297621	-100	-0.250656	-100	-0.31560785	-100	-0.17858234	-100	-0.17616792	-100	-0.6089621	-100	-0.21935362	-100	-0.4579101	-100	-0.16130002	-100	-0.26237732	-100	-0.6214713	-100	-0.13875754	-100	-0.22596575	-100	-0.48177537	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.30254117	-100	-0.23619807	-100	-0.32554388	-100	-0.29852244	-100	-0.29001704	-100	-0.43888637	-100	-0.18557842	-100	-0.19204788	-100	-0.21693115	-100	-0.214734	-100	-0.1514657	-100	-0.2613542	-100	-0.6578529	-100	-0.2852079	-100	-0.3971171	-100	-0.3848523	-100	-0.41717497	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.2596778	-100	-0.20046742	-100	-0.390888	-100	-0.3131584	-100	-0.2557444	-100	-0.34673688	-100	-0.1753909	-100	-0.14858873	-100	-0.36221611	-100	-0.29166383	-100	-0.34426773	-100	-0.23252723	-100	-0.21525812	-100	-0.22760996	-100	-0.1746992	-100	-0.41089472	-100	-0.33973902	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.26272026	-100	-0.35941634	-100	-0.39314586	-100	-0.39155412	-100	-0.44807094	-100	-0.18636174	-100	-0.33169574	-100	-0.1820749	-100	-0.59981626	-100	-0.2054972	-100	-0.25591785	-100	-0.16567264	-100	-0.12793672	-100	-0.168179	-100	-0.21691458	-100	-0.43893045	-100	-0.17420648	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.31190005	-100	-0.15963846	-100	-0.40501374	-100	-0.16563691	-100	-0.16809875	-100	-0.23762155	-100	-0.20180531	-100	-0.42573604	-100	-0.53896827	-100	-0.16343795	-100	-0.20088871	-100	-0.15336648	-100	-0.20211859	-100	-0.12979838	-100	-0.122221716	-100	-0.39660415	-100	-0.2564645	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.25025296	-100	-0.30350766	-100	-0.22128588	-100	-0.21884355	-100	-0.21947609	-100	-0.17279759	-100	-0.14086823	-100	-0.20567995	-100	-100	-0.7532763	-0.19581994	-100	-0.29011127	-100	-0.13491282	-100	-0.19158085	-100	-0.15875672	-100	-0.12710865	-100	-0.23097433	-100	-0.17620924	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16388929	-100	-0.2231874	-100	-0.245621	-100	-0.14681998	-100	-0.26913127	-100	-0.17601381	-100	-0.18499713	-100	-0.11856724	-100	-0.22817238	-100	-0.1829237	-100	-0.16128641	-100	-0.1447012	-100	-0.1772756	-100	-0.14171654	-100	-0.106626265	-100	-0.25215596	-100	-0.16010565	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.5347668	-100	-100	-0.7942303	-0.41050068	-100	-100	-0.4223135	-100	-0.2341907	-100	-0.22024277	-100	-0.36172125	-0.40306523	-100	-0.17865624	-100	-0.41922763	-100	-100	-0.23469964	-100	-0.5826659	-100	-0.35191348	-100	-0.31420007	-100	-0.31195843	-100	-0.8268246	-100	-0.30836123
