prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-0.6217198	-0.21107483	-100	-0.26606098	-100	-0.2676852	-100	-0.22148462	-100	-0.28539994	-100	-0.30577588	-100	-0.19278897	-100	-100	-0.64833045	-0.25289237	-100	-0.42067075	-100	-0.30620754	-100	-0.2596903	-100	-0.2851564	-100	-100	-0.6235574	-100	-0.35136226	-0.4110999	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.12519921	-100	-0.5639532	-100	-0.10239334	-100	-0.13270418	-100	-0.38558513	-100	-0.12722684	-100	-0.34747636	-100	-0.2611656	-100	-0.5675812	-100	-0.11249743	-100	-0.37054583	-100	-0.15956268	-100	-0.28681225	-100	-0.3418254	-100	-100	-0.7750406	-0.4345099	-100	-0.7095273	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.14511493	-100	-0.30379754	-100	-0.15400863	-100	-0.15788364	-100	-0.5525209	-100	-0.15077358	-100	-0.24819873	-100	-0.18662456	-100	-0.34710065	-100	-0.1388363	-100	-0.10059448	-100	-0.13643184	-100	-0.8252956	-100	-0.4288577	-100	-0.28121424	-100	-0.37352446	-100	-0.21087815	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.22337832	-100	-0.3936174	-100	-0.27008972	-100	-0.18381728	-100	-100	-0.7067043	-0.26392382	-100	-0.18359624	-100	-0.1509581	-100	-0.3001012	-100	-0.1915767	-100	-0.19999577	-100	-0.2187903	-100	-0.29431975	-100	-0.5072594	-100	-0.26637882	-100	-0.58317083	-100	-0.37611118	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16682352	-100	-0.19465189	-100	-0.12515686	-100	-0.15741283	-100	-0.19062842	-100	-0.17706823	-100	-0.16545051	-100	-0.11393864	-100	-0.19793952	-100	-0.1429082	-100	-0.20196219	-100	-0.16052419	-100	-0.3024671	-100	-100	-0.80265486	-0.20461442	-100	-0.27759445	-100	-0.2011115	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.14703496	-100	-0.4658925	-100	-0.17854409	-100	-0.25998396	-100	-0.21155813	-100	-0.19453183	-100	-0.1254646	-100	-0.16800758	-100	-0.3413781	-100	-0.1801559	-100	-0.14297174	-100	-0.12810405	-100	-0.22605923	-100	-0.4480298	-100	-0.37655652	-100	-0.28720212	-100	-0.21200798	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.22216916	-100	-0.14784802	-100	-0.48712867	-100	-0.15416814	-100	-0.11864053	-100	-0.14304093	-100	-0.12880294	-100	-0.09297642	-100	-0.4337538	-100	-0.12109505	-100	-0.20335597	-100	-0.1377063	-100	-0.11943412	-100	-0.2501957	-100	-0.18157175	-100	-0.32801	-100	-0.08896308	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.19345756	-100	-0.18499526	-100	-0.22697082	-100	-0.21356395	-100	-0.20184796	-100	-0.22055528	-100	-0.14160852	-100	-0.13072044	-100	-0.150849	-100	-0.138532	-100	-0.24181835	-100	-0.11909197	-100	-0.38811162	-100	-0.2007366	-100	-100	-0.60710406	-0.51665425	-100	-0.0849744	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.24512653	-100	-0.5604335	-100	-0.2349496	-100	-0.24284549	-100	-0.20628121	-100	-0.21057476	-100	-0.1492951	-100	-0.16555798	-100	-0.32268232	-100	-0.15803485	-100	-0.1341909	-100	-0.18793276	-100	-0.2266231	-100	-0.69515014	-100	-0.66190827	-100	-0.5172172	-100	-0.1259159	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.12069712	-100	-100	-0.2550284	-100	-0.60065114	-100	-0.77817667	-0.85183936	-100	-100	-0.28179753	-100	-0.28979465	-100	-0.7017777	-0.51623595	-100	-100	-0.8462032	-100	-0.5350958	-100	-0.265027	-100	-0.33064482	-100	-0.2546056	-100	-0.7189354	-100	-0.8117589	-100	-0.42107052
