prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.6192553	-100.0	-100.0	-0.7477028	-0.5564871	-100	-0.31274417	-100	-100.0	-0.6922751	-0.3064703	-100.0	-0.41157043	-100.0	-0.2067266	-100.0	-0.38043222	-100.0	-0.1938969	-100.0	-0.6861603	-100.0	-0.4097606	-100.0	-0.3695192	-100.0	-100.0	-0.5814745	-0.20747092	-100.0	-0.34651804	-100.0	-0.78283566	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.14428137	-100.0	-0.66108483	-100.0	-0.25686586	-100	-0.26814988	-100	-0.62910956	-100.0	-0.5016143	-100.0	-0.14653513	-100.0	-0.41233414	-100.0	-0.29944378	-100.0	-0.14933392	-100.0	-0.5545089	-100.0	-0.48348004	-100.0	-0.38179743	-100.0	-100.0	-0.808713	-100.0	-0.21541926	-0.5273474	-100.0	-0.3818879	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.18975879	-100.0	-0.367042	-100.0	-0.2060504	-100	-0.31845224	-100	-0.83021355	-100.0	-0.7281174	-100.0	-0.26915216	-100.0	-0.6131297	-100.0	-0.28705755	-100.0	-0.23007536	-100.0	-0.39329877	-100.0	-0.26654002	-100.0	-0.31043467	-100.0	-0.24740824	-100.0	-0.3482831	-100.0	-0.41530877	-100.0	-0.59054625	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.29053217	-100.0	-0.34045047	-100.0	-0.29605186	-100	-0.18394938	-100	-0.4265904	-100.0	-0.2024058	-100.0	-0.13864319	-100.0	-0.1989031	-100.0	-0.18365432	-100.0	-0.34236676	-100.0	-100.0	-0.885286	-0.20508386	-100.0	-0.39493775	-100.0	-0.5280016	-100.0	-0.12200903	-100.0	-0.59164906	-100.0	-0.8194388	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.14682956	-100.0	-0.47681132	-100.0	-0.3488921	-100	-0.19221589	-100	-0.30181262	-100.0	-0.3641699	-100.0	-0.44421822	-100.0	-0.2867376	-100.0	-0.22970428	-100.0	-0.23953591	-100.0	-0.50659865	-100.0	-0.19691429	-100.0	-0.35650706	-100.0	-0.2740254	-100.0	-0.25225228	-100.0	-0.34813774	-100.0	-0.7941825	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.1485157	-100.0	-0.2362568	-100.0	-0.23275793	-100	-0.19805416	-100	-0.39491445	-100.0	-0.7634591	-100.0	-0.24906567	-100.0	-0.18573034	-100.0	-0.47607195	-100.0	-0.17716031	-100.0	-0.29239595	-100.0	-0.3871618	-100.0	-0.40151635	-100.0	-0.327665	-100.0	-0.1502459	-100.0	-100.0	-0.770583	-0.2877631	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.4700073	-100.0	-0.35225976	-100.0	-0.22951606	-100	-0.38253582	-100	-0.16925341	-100.0	-0.2526168	-100.0	-0.15474938	-100.0	-0.16019833	-100.0	-0.52192575	-100.0	-0.2665751	-100.0	-100.0	-0.7731486	-0.2825793	-100.0	-0.17858604	-100.0	-0.7776057	-100.0	-0.35235476	-100.0	-100.0	-0.29024193	-0.34907883	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.5199954	-100.0	-0.3514784	-100.0	-0.4940217	-100	-0.29456452	-100	-0.19843015	-100.0	-100.0	-0.6530895	-0.54144144	-100.0	-0.2178863	-100.0	-0.42213136	-100.0	-0.46657693	-100.0	-100.0	-0.74307436	-0.18320136	-100.0	-0.32812235	-100.0	-0.4864332	-100.0	-0.35113296	-100.0	-0.48291054	-100.0	-0.7668711	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.5339993	-100.0	-0.21780129	-100.0	-0.2484605	-100	-0.27854288	-100	-0.32675472	-100.0	-0.25483027	-100.0	-0.24653879	-100.0	-0.29312834	-100.0	-0.5429991	-100.0	-0.2859848	-100.0	-0.25107133	-100.0	-0.20459643	-100.0	-0.59867096	-100.0	-0.20937467	-100.0	-0.16576001	-100.0	-0.18428157	-100.0	-0.2601432	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.45277062	-100.0	-100.0	-0.7350713	-0.5450596	-100	-0.8398971	-100	-100.0	-0.20527792	-0.6831505	-100.0	-100.0	-0.74444586	-0.6679594	-100.0	-0.5597348	-100.0	-100.0	-0.71633464	-100.0	-0.62721103	-100.0	-0.43310565	-100.0	-0.45823765	-100.0	-0.51185596	-0.6730987	-100.0	-0.48390317	-100.0	-100.0	-0.4659251
