prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.14940472	-100	-100	-0.26996088	-0.7548839	-100	-100	-0.34811905	-100	-0.65447205	-100	-0.42123973	-100	-0.29494703	-100	-0.46716034	-100	-0.69839656	-100	-0.34901384	-0.18323192	-100	-0.08425209	-100	-100	-0.33970803	-100	-0.38756496	-100	-0.581076	-100	-0.31520748	-100	-0.44132918
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.40924066	-100	-0.70146245	-100	-0.30487415	-100	-0.4277892	-100	-0.41226923	-100	-100	-0.6658655	-0.46494383	-100	-0.3785905	-100	-100	-0.7044167	-0.34644893	-100	-0.6406691	-100	-0.11600872	-100	-0.24430293	-100	-1.0833483	-100	-100	-0.64190596	-100	-0.3306342	-100	-0.7369754
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.30884355	-100	-0.1796918	-100	-0.1445704	-100	-0.7358564	-100	-0.39022332	-100	-0.22456864	-100	-0.4235163	-100	-0.109250285	-100	-0.3354073	-100	-0.37460744	-100	-0.108644135	-100	-0.1570453	-100	-0.9777666	-100	-0.32713395	-100	-0.2055199	-100	-0.11388914	-100	-0.2863171	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.17115238	-100	-0.097207665	-100	-0.29103175	-100	-0.33446085	-100	-0.18499109	-100	-0.28473037	-100	-0.2434526	-100	-0.10344485	-100	-0.25329515	-100	-0.16218784	-100	-0.4058602	-100	-0.09284043	-100	-0.1431103	-100	-0.23365562	-100	-0.2233219	-100	-0.67346644	-100	-0.30122498	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.24927242	-100	-0.20952326	-100	-0.37410378	-100	-100	-0.5944304	-100	-0.7681369	-0.15901607	-100	-0.19395638	-100	-0.39454192	-100	-100	-0.53968936	-0.32284686	-100	-0.21899512	-100	-0.046165142	-100	-0.9698928	-100	-100	-0.46656856	-0.10850654	-100	-0.22945765	-100	-100	-0.4345536
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.5212868	-100	-0.6416314	-100	-0.39566126	-100	-0.65658706	-100	-0.42481196	-100	-0.35147136	-100	-0.4442841	-100	-0.30122748	-100	-0.31934866	-100	-0.4206044	-100	-0.37408304	-100	-0.22780022	-100	-0.5053982	-100	-0.748614	-100	-0.46467003	-100	-100	-0.7182703	-0.21122332	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-1.0592599	-0.56332684	-100	-100	-0.3460404	-0.8194604	-100	-0.9345226	-100	-0.39572123	-100	-0.27693188	-100	-0.5730993	-100	-100	-0.6675828	-0.6521207	-100	-0.59322685	-100	-0.5262916	-100	-0.3697839	-100	-0.7082501	-100	-0.28436032	-100	-0.5772437	-100	-0.8496728	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3950666	-100	-0.39415932	-100	-0.362139	-100	-100	-0.31866676	-0.20107746	-100	-0.2724806	-100	-0.38205513	-100	-0.6623045	-100	-0.31796604	-100	-0.245605	-100	-0.56368804	-100	-0.18536244	-100	-0.18023239	-100	-0.39219546	-100	-0.23262665	-100	-0.37787065	-100	-0.20657635	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.6930142	-100	-0.344828	-100	-0.8293042	-100	-100	-1.1646558	-0.62330264	-100	-0.3224694	-100	-0.48111016	-100	-100	-0.45572007	-100	-0.7066116	-0.35869485	-100	-0.6564593	-100	-0.39673	-100	-100	-0.17732142	-0.344694	-100	-0.481567	-100	-0.55010754	-100	-0.4444832	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100	-0.5114895	-0.10730819	-100	-100	-0.20385742	-100	-0.32028776	-100	-0.41535556	-100	-0.54315835	-100	-0.26139882	-100	-0.6452024	-0.77980834	-100	-100	-0.4494458	-100	-0.38763538	-100	-0.18045668	-100	-0.35408008	-100	-0.4871696	-0.21939689	-100	-100	-0.1628101	-100	-0.16131009
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.16775075	-100	-0.30312726	-100	-100	-0.6730967	-100	-0.5206025	-0.487352	-100	-0.31750807	-100	-0.09200309	-100	-100	-0.4457764	-0.4285821	-100	-100	-0.48360956	-0.5012387	-100	-0.23339868	-100	-0.66318566	-100	-0.6726968	-100	-0.3153614	-100	-0.22816414	-100	-0.17456307	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.29704264	-100	-0.21119724	-100	-100	-0.6808573	-100	-0.6610564	-100	-0.49469745	-0.35117173	-100	-100	-0.62708163	-0.69121206	-100	-100	-0.5444742	-100	-1.1739973	-100	-0.64625067	-0.16661444	-100	-100	-0.5640888	-100	-0.978647	-0.5785454	-100	-100	-0.5407073	-0.55368006	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.3908859	-100	-100	-0.5746264	-100	-0.6122188	-100	-0.692645	-100	-0.6505708	-0.55614984	-100	-100	-0.3774426	-100	-0.72927785	-100	-0.4950577	-100	-0.42662778	-100	-0.6562861	-0.11382281	-100	-100	-0.46892148	-100	-0.6490248	-100	-0.30585292	-100	-0.6653901	-100	-0.5045684
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.45706913	-0.29985636	-100	-0.20416471	-100	-100	-0.43964306	-0.389171	-100	-100	-0.56789654	-100	-0.50562733	-0.16928934	-100	-100	-0.26943335	-0.622674	-100	-0.6004679	-100	-0.52646494	-100	-100	-0.6726153	-100	-0.16691014	-100	-0.38448682	-0.64757234	-100	-0.81756437	-100
