prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.17610167	-100	-0.81870466	-100	-0.22612065	-100	-100	-0.70892024	-0.33432654	-100	-0.25055453	-100	-0.31058288	-100	-0.43299702	-100	-0.56429446	-100	-0.50745726	-100	-100	-0.68656564	-0.48824227	-100	-0.8627329	-100	-100	-0.6773585	-0.30503562	-100	-0.5923964	-100	-100	-0.6515046
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.2868904	-100	-0.2560823	-100	-0.22625674	-100	-0.41180143	-100	-0.20506227	-100	-0.32862124	-100	-0.23936468	-100	-0.7147645	-100	-0.3740023	-100	-0.19497223	-100	-100	-0.8786988	-0.21626897	-100	-100	-0.8095276	-100	-0.54107845	-0.15022977	-100	-0.332836	-100	-0.7573541	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.20116544	-100	-0.30495256	-100	-0.26149032	-100	-0.18937723	-100	-0.20700514	-100	-0.226343	-100	-0.1613793	-100	-0.22290023	-100	-0.29063132	-100	-0.13336352	-100	-0.38004345	-100	-0.1394611	-100	-0.3772596	-100	-0.14366952	-100	-0.13621509	-100	-0.28613445	-100	-0.44366816	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.22340089	-100	-0.15155602	-100	-0.27661318	-100	-0.4475546	-100	-0.34309742	-100	-0.21322566	-100	-0.19372737	-100	-0.15538311	-100	-0.45633242	-100	-0.27040404	-100	-0.39669898	-100	-0.18986954	-100	-0.6843979	-100	-0.15441573	-100	-0.19830294	-100	-0.20871322	-100	-0.50731736	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.50064987	-100	-0.34407398	-100	-0.31830573	-100	-0.232246	-100	-0.19985259	-100	-0.28049278	-100	-0.18481964	-100	-0.19173765	-100	-100	-0.59264386	-0.1871099	-100	-0.16302891	-100	-0.24327438	-100	-0.19562212	-100	-0.23988527	-100	-0.115598954	-100	-0.3077093	-100	-0.310531	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.33522883	-100	-0.14619662	-100	-0.21672502	-100	-0.16862282	-100	-0.14953803	-100	-0.17567648	-100	-0.15894802	-100	-0.18350708	-100	-0.21145165	-100	-0.17923984	-100	-0.38266757	-100	-0.1356431	-100	-0.18893936	-100	-0.29183093	-100	-0.11732711	-100	-0.2716105	-100	-0.19710469	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1316189	-100	-0.23920932	-100	-0.31301638	-100	-0.23580919	-100	-0.1867198	-100	-0.26642105	-100	-0.1537749	-100	-0.12875439	-100	-0.68240947	-100	-0.36438155	-100	-0.2730832	-100	-0.11291201	-100	-0.18329972	-100	-0.26374653	-100	-0.18443336	-100	-100	-0.81171453	-0.23777993	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.17567727	-100	-0.19891421	-100	-0.26463878	-100	-0.25436166	-100	-0.31249076	-100	-0.18603447	-100	-0.13933612	-100	-0.1572507	-100	-0.45124316	-100	-0.21347894	-100	-0.26464856	-100	-0.11931619	-100	-0.26470914	-100	-0.14637876	-100	-0.21456793	-100	-0.17192435	-100	-0.18599047	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2910214	-100	-0.2642271	-100	-0.29492074	-100	-0.16979665	-100	-0.17934844	-100	-0.22025539	-100	-0.20839396	-100	-0.15534906	-100	-0.25898236	-100	-0.24694248	-100	-0.3200823	-100	-0.11624839	-100	-0.16790387	-100	-0.12485576	-100	-0.12166634	-100	-0.19486661	-100	-0.24014547	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.32659736	-100	-100	-0.45620814	-0.48165816	-100	-100	-0.4519272	-100	-0.59947664	-100	-0.5698026	-100	-0.5887825	-100	-0.6033324	-0.5315799	-100	-0.67184234	-100	-100	-0.24463798	-100	-0.72520894	-100	-0.40925205	-100	-0.19306347	-0.6546031	-100	-0.88064873	-100	-100	-0.30768824
