prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.13581084	-100.0	-100.0	-0.22026587	-0.15924238	-100.0	-0.28234306	-100.0	-100.0	-0.31929386	-0.5043383	-100.0	-0.11335512	-100.0	-0.21072641	-100.0	-0.563276	-100.0	-0.23476228	-100.0	-100.0	-0.68913525	-0.19467592	-100.0	-0.7894355	-100.0	-100.0	-0.31262407	-100.0	-0.7864315	-100.0	-0.7884062	-0.853885	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.33804154	-100.0	-0.37340027	-100.0	-0.41683513	-100.0	-0.3619927	-100.0	-100.0	-0.5730255	-0.24170093	-100.0	-0.22187595	-100.0	-0.52326393	-100.0	-100.0	-0.7495656	-0.1243079	-100.0	-0.7256615	-100.0	-0.3205154	-100.0	-0.33182862	-100.0	-0.6518713	-100.0	-0.1529964	-100.0	-0.32039204	-100.0	-100.0	-0.78094155
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.12398332	-100.0	-0.251872	-100.0	-0.23924829	-100.0	-0.1730906	-100.0	-0.3924743	-100.0	-0.2971571	-100.0	-0.6347596	-100.0	-0.3753461	-100.0	-0.25326103	-100.0	-0.1245397	-100.0	-0.84389734	-100.0	-0.20543376	-100.0	-0.7952709	-100.0	-0.5676959	-100.0	-0.12822337	-100.0	-0.25537825	-100.0	-0.51283985	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.18636928	-100.0	-0.35626915	-100.0	-0.2866949	-100.0	-0.25546464	-100.0	-0.33369815	-100.0	-0.24720033	-100.0	-0.35978124	-100.0	-0.2249414	-100.0	-0.47027743	-100.0	-0.704317	-100.0	-0.4160591	-100.0	-0.11434478	-100.0	-0.23266412	-100.0	-0.42016923	-100.0	-0.20979671	-100.0	-0.31048083	-100.0	-0.2994499	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.19131348	-100.0	-0.28656635	-100.0	-0.46143016	-100.0	-0.2157907	-100.0	-0.3963152	-100.0	-0.33104825	-100.0	-0.3437762	-100.0	-0.26951796	-100.0	-0.52817196	-100.0	-0.31642926	-100.0	-0.8390159	-100.0	-0.2146871	-100.0	-0.15649855	-100.0	-0.17894304	-100.0	-0.18973717	-100.0	-0.21722765	-100.0	-1.0080003	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.17175993	-100.0	-0.17284472	-100.0	-0.3582112	-100.0	-0.15919575	-100.0	-0.4104143	-100.0	-0.23374958	-100.0	-0.21592021	-100.0	-0.2240033	-100.0	-0.3117035	-100.0	-0.18547773	-100.0	-0.83996433	-100.0	-0.22509068	-100.0	-0.31221676	-100.0	-0.41036794	-100.0	-0.1754002	-100.0	-0.2569579	-100.0	-0.1816663	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.15612112	-100.0	-0.36468196	-100.0	-0.16302492	-100.0	-0.28740057	-100.0	-0.152516	-100.0	-0.19001088	-100.0	-0.19097438	-100.0	-0.24618709	-100.0	-0.5882952	-100.0	-0.17095365	-100.0	-0.7054631	-100.0	-0.1687571	-100.0	-0.30629432	-100.0	-0.35813484	-100.0	-0.13999404	-100.0	-0.18635163	-100.0	-0.50129086	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.32581833	-100.0	-0.30132952	-100.0	-0.29645112	-100.0	-0.19264175	-100.0	-100.0	-0.5685731	-0.5521316	-100.0	-0.63379776	-100.0	-0.33642134	-100.0	-0.79671186	-100.0	-0.32900688	-100.0	-0.4804697	-100.0	-0.23100294	-100.0	-0.3755949	-100.0	-0.21831438	-100.0	-0.2851962	-100.0	-0.31526393	-100.0	-0.20471959	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.17554455	-100.0	-0.22339821	-100.0	-0.27747965	-100.0	-0.16240932	-100.0	-0.3665052	-100.0	-0.23053919	-100.0	-0.380266	-100.0	-0.48010895	-100.0	-0.5632358	-100.0	-0.21548042	-100.0	-0.23543213	-100.0	-0.23451711	-100.0	-0.29851207	-100.0	-100.0	-0.76431966	-0.18112415	-100.0	-0.47911257	-100.0	-0.51126736	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100.0	-0.721314	-100.0	-0.5852358	-100.0	-0.27777398	-100.0	-0.21955056	-100.0	-0.29619604	-100.0	-0.53775346	-100.0	-0.7948338	-100.0	-0.46949226	-0.3962538	-100.0	-0.2698269	-100.0	-100.0	-0.44722688	-100.0	-0.52721804	-100.0	-0.6637037	-100.0	-0.3315878	-0.87173456	-100.0	-0.42425227	-100.0	-0.5352931	-100.0
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.291372	-100.0	-0.4944013	-100.0	-0.27034476	-100.0	-0.23486102	-100.0	-0.6393543	-100.0	-0.4982503	-100.0	-0.311421	-100.0	-0.30380878	-100.0	-0.3425494	-100.0	-100.0	-0.6226043	-0.71502733	-100.0	-0.26790786	-100.0	-0.48130673	-100.0	-100.0	-0.74211127	-0.36865747	-100.0	-0.53869325	-100.0	-0.18800238	-100.0
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.24217282	-100.0	-0.5283145	-100.0	-0.22376502	-100.0	-0.21997046	-100.0	-0.42230237	-100.0	-0.5855377	-100.0	-0.4487705	-100.0	-0.7264752	-100.0	-0.50382304	-100.0	-0.2298936	-100.0	-0.39707658	-100.0	-0.1818428	-100.0	-100.0	-0.5430762	-0.63868654	-100.0	-0.1919313	-100.0	-0.335795	-100.0	-100.0	-0.8303607
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.2662355	-100.0	-0.89822626	-100.0	-0.4390363	-100.0	-0.25037545	-100.0	-0.8641591	-100.0	-100.0	-0.6669004	-0.46605644	-100.0	-0.25299194	-100.0	-0.29499897	-100.0	-0.40698442	-100.0	-100.0	-0.519521	-0.31421322	-100.0	-100.0	-0.84608686	-0.27527133	-100.0	-0.37905437	-100.0	-0.3259	-100.0	-0.78867334	-100.0
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100.0	-0.55956763	-0.77621704	-100.0	-0.61694777	-100.0	-100.0	-0.7219856	-100.0	-0.6048829	-100.0	-0.85570806	-100.0	-0.550545	-0.31040686	-100.0	-0.63936394	-100.0	-0.30379546	-100.0	-100.0	-0.4423179	-0.20465587	-100.0	-100.0	-0.4670729	-100.0	-0.72303027	-0.4292646	-100.0	-0.21516816	-100.0	-100.0	-0.7311701
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.15358856	-100.0	-0.41919255	-100.0	-0.26174018	-100.0	-0.19306411	-100.0	-0.6521642	-100.0	-0.8826974	-100.0	-0.3804077	-100.0	-0.17766786	-100.0	-0.17415626	-100.0	-0.16276298	-100.0	-0.3467034	-100.0	-0.26894343	-100.0	-0.41974384	-100.0	-0.24038452	-100.0	-0.12863041	-100.0	-0.2974809	-100.0	-0.16268876	-100.0
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.1541735	-100.0	-0.30597982	-100.0	-0.31177628	-100.0	-0.3430159	-100.0	-0.548778	-100.0	-0.89520395	-100.0	-0.16530347	-100.0	-0.09875682	-100.0	-0.413058	-100.0	-0.20985407	-100.0	-0.18862456	-100.0	-0.18443687	-100.0	-100.0	-0.38924077	-100.0	-0.81702197	-0.11194683	-100.0	-0.22568083	-100.0	-0.34637907	-100.0
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.23026863	-100.0	-0.51724654	-100.0	-0.24104103	-100.0	-0.18252929	-100.0	-0.14610396	-100.0	-0.32351196	-100.0	-0.21374786	-100.0	-0.23529872	-100.0	-0.2690518	-100.0	-0.387145	-100.0	-0.4849998	-100.0	-0.1894745	-100.0	-0.4205276	-100.0	-0.25427002	-100.0	-0.1776201	-100.0	-0.38294998	-100.0	-0.23766358	-100.0
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-100.0	-0.78454196	-0.228742	-100.0	-0.30002308	-100.0	-0.23350175	-100.0	-0.14054438	-100.0	-0.24400216	-100.0	-0.23521645	-100.0	-0.11758452	-100.0	-0.31083912	-100.0	-0.2856199	-100.0	-0.64825785	-100.0	-0.31123132	-100.0	-0.3016553	-100.0	-0.21460089	-100.0	-0.14444533	-100.0	-0.33755952	-100.0	-0.25011173	-100.0
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.33474314	-100.0	-0.25308862	-100.0	-0.4627229	-100.0	-0.30384874	-100.0	-0.25771284	-100.0	-0.3849426	-100.0	-0.20038599	-100.0	-0.3279643	-100.0	-0.6185717	-100.0	-0.28202897	-100.0	-0.50894934	-100.0	-0.27801076	-100.0	-100.0	-0.68484396	-0.3210553	-100.0	-100.0	-0.6472202	-0.38218868	-100.0	-0.54709893	-100.0
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.37531823	-100.0	-100.0	-0.6847478	-0.3618575	-100.0	-100.0	-0.2667983	-0.561203	-100.0	-0.65846324	-100.0	-100.0	-0.3563942	-100.0	-0.62435496	-0.63562953	-100.0	-100.0	-0.76387036	-100.0	-0.36325067	-0.31972402	-100.0	-100.0	-0.23536983	-100.0	-0.17216845	-0.19243515	-100.0	-0.68346745	-100.0	-0.61866105	-100.0
