prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.18942434	-100	-0.2994071	-100	-0.33470657	-100	-0.47160777	-100	-0.5832096	-100	-100	-0.49966583	-100	-0.7692962	-0.18152693	-100	-0.24506742	-100	-0.20493136	-100	-0.5102995	-100	-0.16192031	-100	-0.3309226	-100	-0.39272866	-100	-100	-0.30858704	-0.47902316	-100	-100	-0.7581564
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17028101	-100	-100	-0.7572655	-0.38827595	-100	-0.14729902	-100	-100	-0.4217516	-0.21185136	-100	-0.20044833	-100	-0.22529083	-100	-0.24721941	-100	-0.15668271	-100	-0.25281656	-100	-0.18418498	-100	-0.43373486	-100	-100	-0.7146478	-0.7056665	-100	-100	-0.66643846	-0.6822242	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.1193859	-100	-0.18205844	-100	-0.34315184	-100	-0.13640635	-100	-0.12308191	-100	-0.14714241	-100	-0.15930527	-100	-0.12787907	-100	-0.17516531	-100	-0.17363587	-100	-0.36628962	-100	-0.1276362	-100	-0.44194946	-100	-0.6690131	-100	-0.3675235	-100	-0.42277336	-100	-0.12675913	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.11782986	-100	-0.40430394	-100	-0.24116512	-100	-0.19832955	-100	-0.22638537	-100	-0.16327842	-100	-0.52520317	-100	-0.3328211	-100	-0.20972547	-100	-0.1701392	-100	-0.12290915	-100	-0.15594082	-100	-100	-0.64195967	-100	-0.44914424	-0.2281139	-100	-0.581033	-100	-0.16038409	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15070395	-100	-0.17864698	-100	-0.22289753	-100	-0.1778309	-100	-0.15651333	-100	-0.1614405	-100	-0.1987477	-100	-0.12568519	-100	-0.31777528	-100	-0.12664405	-100	-0.16460432	-100	-0.17266116	-100	-0.25845492	-100	-0.21132962	-100	-0.3653312	-100	-0.45963535	-100	-0.14686215	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13456382	-100	-0.24863796	-100	-0.14768918	-100	-0.13321988	-100	-0.21458936	-100	-0.38935778	-100	-0.20407568	-100	-0.12981482	-100	-0.19653262	-100	-0.20715243	-100	-0.2774375	-100	-0.13221854	-100	-0.22904423	-100	-0.4028779	-100	-0.20871842	-100	-0.14816718	-100	-0.6971367	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.23294728	-100	-0.4756068	-100	-0.18086898	-100	-0.14587332	-100	-0.09642882	-100	-0.19036247	-100	-0.13946639	-100	-0.1154545	-100	-0.2223403	-100	-0.11672876	-100	-0.1549331	-100	-0.14954038	-100	-0.23927315	-100	-0.32290614	-100	-0.17752583	-100	-0.4173551	-100	-0.16474093	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.15251358	-100	-0.12995741	-100	-0.25001025	-100	-0.13756634	-100	-0.16998911	-100	-0.18997794	-100	-0.13818114	-100	-0.21838127	-100	-0.18340878	-100	-0.12330089	-100	-0.20883873	-100	-0.17556337	-100	-0.14692421	-100	-0.10682794	-100	-0.36453888	-100	-0.56730187	-100	-0.18170598	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16033393	-100	-0.23440604	-100	-0.35131773	-100	-0.17768316	-100	-0.20151506	-100	-0.31993333	-100	-0.21265188	-100	-0.18659581	-100	-0.17278215	-100	-0.16563395	-100	-0.21764073	-100	-0.24405885	-100	-0.34926695	-100	-0.5414601	-100	-0.16911575	-100	-0.5923512	-100	-0.13971126	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.3696637	-100	-0.6321675	-100	-0.328029	-100	-100	-0.19227593	-100	-0.6803905	-100	-0.37995458	-100	-0.86030173	-0.38653895	-100	-0.68723863	-100	-0.20776479	-100	-100	-0.72390085	-100	-0.30187005	-100	-0.45786765	-100	-0.2102482	-100	-0.6262066	-100	-0.78191936	-100	-0.2266682
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.15064663	-100	-0.872018	-100	-100	-0.5027991	-100	-0.73386854	-0.81606764	-100	-0.31729138	-100	-0.21534134	-100	-100	-0.7981516	-0.21229672	-100	-0.17812866	-100	-0.24130473	-100	-0.17487662	-100	-100	-0.49100327	-0.76224244	-100	-0.38958365	-100	-0.5319851	-100	-0.21809502	-100
