eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.35141838	-100	-100.0	-0.7125717	-0.34484568	-100	-0.28971612	-100.0	-0.5988352	-100.0	-100.0	-0.9740698	-100.0	-0.49771369	-0.7125332	-100	-0.46839967	-100	-0.4249123	-100.0	-0.35182232	-100.0	-0.2807955	-100.0	-0.30114588	-100.0	-0.57152075	-100.0	-0.2165832	-100.0	-0.37477562	-100.0	-100.0	-0.66195107
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.16014399	-100	-0.42334256	-100.0	-0.34785625	-100	-0.30546722	-100.0	-0.33329087	-100.0	-0.4019532	-100.0	-0.12401807	-100.0	-0.3073164	-100	-0.37848943	-100	-0.16721016	-100.0	-0.39511922	-100.0	-0.27505195	-100.0	-0.7841976	-100.0	-0.2207326	-100.0	-0.3750198	-100.0	-0.6833283	-100.0	-0.77460724	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19310598	-100	-0.21452796	-100.0	-0.2263306	-100	-0.15474541	-100.0	-0.21426725	-100.0	-0.43950945	-100.0	-0.31627518	-100.0	-0.32424715	-100	-0.3637448	-100	-0.2879764	-100.0	-0.16144395	-100.0	-0.21807936	-100.0	-0.35921827	-100.0	-0.4481347	-100.0	-0.13894156	-100.0	-0.19452322	-100.0	-0.8154359	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.27263406	-100	-0.45907947	-100.0	-0.19251269	-100	-0.23100767	-100.0	-0.37776092	-100.0	-0.32621983	-100.0	-0.18303172	-100.0	-0.22407103	-100	-0.19692062	-100	-0.5382405	-100.0	-0.32576632	-100.0	-0.18667829	-100.0	-0.3084521	-100.0	-0.43843997	-100.0	-0.18561617	-100.0	-0.1504071	-100.0	-0.28096744	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.25777316	-100	-0.37398297	-100.0	-0.37910774	-100	-0.38918567	-100.0	-0.41915432	-100.0	-0.20675905	-100.0	-0.25075075	-100.0	-0.19691604	-100	-0.30829585	-100	-0.21677952	-100.0	-0.44113216	-100.0	-0.22179668	-100.0	-0.18082528	-100.0	-0.2638747	-100.0	-0.18430041	-100.0	-0.187738	-100.0	-100.0	-0.87705237
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.20609976	-100	-0.2660046	-100.0	-0.22205812	-100	-0.18813273	-100.0	-0.18749419	-100.0	-0.20965916	-100.0	-0.30847508	-100.0	-0.2737671	-100	-0.32353708	-100	-0.24534047	-100.0	-0.5676366	-100.0	-0.22178859	-100.0	-0.19934629	-100.0	-0.2108022	-100.0	-0.18830815	-100.0	-0.19475979	-100.0	-0.18314287	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.18174823	-100	-0.5993241	-100.0	-0.21262887	-100	-0.38092622	-100.0	-0.19731267	-100.0	-0.22033794	-100.0	-0.1399213	-100.0	-0.19416076	-100	-0.37854868	-100	-0.19011787	-100.0	-0.23526923	-100.0	-0.24579102	-100.0	-0.1021105	-100.0	-0.18814583	-100.0	-0.14114934	-100.0	-0.1357588	-100.0	-0.70280534	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.23220299	-100	-0.31370974	-100.0	-0.39455396	-100	-0.47977483	-100.0	-0.35170323	-100.0	-0.4002638	-100.0	-0.26821998	-100.0	-0.21273343	-100	-0.56931657	-100	-0.29971996	-100.0	-0.55740756	-100.0	-0.19437551	-100.0	-0.4366408	-100.0	-0.19056915	-100.0	-0.31144428	-100.0	-0.50620747	-100.0	-0.27311775	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.309927	-100	-0.28570637	-100.0	-0.1821324	-100	-0.26059172	-100.0	-0.30428517	-100.0	-0.20569773	-100.0	-0.25989643	-100.0	-0.24802749	-100	-0.24320185	-100	-0.2086044	-100.0	-100.0	-0.76797986	-0.14714316	-100.0	-100.0	-0.5524507	-0.39760628	-100.0	-0.21719693	-100.0	-0.258065	-100.0	-0.33211258	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.33433852	-100	-0.525445	-100.0	-0.74753314	-100	-100.0	-0.32119218	-100.0	-0.2668107	-100.0	-0.4027057	-100.0	-0.5697173	-0.78520185	-100	-0.6081189	-100	-0.5828253	-100.0	-100.0	-0.57650816	-100.0	-0.7276296	-0.43700096	-100.0	-100.0	-0.3353797	-0.58434606	-100.0	-100.0	-0.8578037	-0.8026166	-100.0
