eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.42979097	-100.0	-0.50090164	-100.0	-0.24859354	-100	-0.6371035	-100	-0.28496122	-100.0	-0.7427318	-100.0	-0.20107922	-100	-0.7723022	-100	-0.57973593	-100	-0.86458826	-100.0	-0.5941626	-100.0	-0.54654723	-100.0	-0.5337036	-100.0	-0.45557097	-100.0	-100.0	-0.68945056	-0.5785199	-100.0	-0.6266301	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.270498	-100.0	-0.4164859	-100.0	-0.22667918	-100	-0.39244297	-100	-0.3366303	-100.0	-0.28868976	-100.0	-0.1431603	-100	-0.33834925	-100	-0.46375582	-100	-0.4314506	-100.0	-0.50155765	-100.0	-0.44390854	-100.0	-0.2503789	-100.0	-0.57941926	-100.0	-0.21157588	-100.0	-0.35322553	-100.0	-0.38305795	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.36351475	-100.0	-0.61450416	-100.0	-0.35454136	-100	-0.21821608	-100	-0.23469009	-100.0	-0.7507049	-100.0	-0.17591426	-100	-0.27228236	-100	-0.68592733	-100	-0.3291336	-100.0	-0.48323762	-100.0	-0.22941917	-100.0	-0.2269833	-100.0	-0.4549138	-100.0	-0.14154787	-100.0	-0.42666522	-100.0	-0.60559887	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.22855233	-100.0	-0.4517966	-100.0	-0.4504137	-100	-0.34633288	-100	-0.26066822	-100.0	-0.16692184	-100.0	-0.19947027	-100	-0.22340357	-100	-0.29510498	-100	-0.22915792	-100.0	-0.23138434	-100.0	-0.25796267	-100.0	-0.21794404	-100.0	-0.15172504	-100.0	-0.33122787	-100.0	-0.1453272	-100.0	-0.38577464	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.20811751	-100.0	-0.55749583	-100.0	-0.28005767	-100	-0.2248722	-100	-0.19565937	-100.0	-0.13979544	-100.0	-0.16918874	-100	-0.21910411	-100	-0.22317974	-100	-0.2211835	-100.0	-0.618818	-100.0	-0.17745195	-100.0	-0.31847808	-100.0	-0.37344387	-100.0	-0.14775197	-100.0	-0.1894499	-100.0	-0.49020162	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.19251312	-100.0	-0.30050337	-100.0	-0.27297607	-100	-0.26758143	-100	-0.22189224	-100.0	-0.20419505	-100.0	-0.29310542	-100	-0.19555789	-100	-0.8194977	-100	-0.14473715	-100.0	-0.4151461	-100.0	-0.30435434	-100.0	-100.0	-0.8069172	-0.25383687	-100.0	-0.13099626	-100.0	-0.23687094	-100.0	-0.19259766	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.23649228	-100.0	-0.6976336	-100.0	-0.28323513	-100	-0.24517322	-100	-0.19238819	-100.0	-0.2547573	-100.0	-0.16090885	-100	-0.1725998	-100	-0.31423298	-100	-0.17726576	-100.0	-0.21490076	-100.0	-0.2071918	-100.0	-0.14307076	-100.0	-0.2929174	-100.0	-0.1380611	-100.0	-0.21743913	-100.0	-0.14528164	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.28987572	-100.0	-0.60234493	-100.0	-0.21452303	-100	-0.22379923	-100	-0.20687933	-100.0	-0.5599352	-100.0	-0.26859337	-100	-0.64677954	-100	-0.30541188	-100	-0.2331336	-100.0	-0.2356847	-100.0	-0.22582157	-100.0	-0.18993174	-100.0	-0.20149072	-100.0	-0.14580084	-100.0	-100.0	-0.86958516	-0.34910458	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.27382815	-100.0	-0.21590468	-100.0	-0.13532007	-100	-0.22934145	-100	-0.17423047	-100.0	-0.30127385	-100.0	-0.21824631	-100	-0.1506501	-100	-0.31739536	-100	-0.17223147	-100.0	-0.3851193	-100.0	-0.3841967	-100.0	-0.21265718	-100.0	-0.20867936	-100.0	-0.2200763	-100.0	-0.23547514	-100.0	-0.21861553	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.48030576	-100.0	-100.0	-0.91308	-0.9162875	-100	-0.72458404	-100	-100.0	-0.32152236	-0.53956646	-100.0	-0.9050726	-100	-0.8157509	-100	-0.52598214	-100	-100.0	-0.36693946	-0.43506578	-100.0	-100.0	-0.48271352	-100.0	-0.3731193	-100.0	-0.7788437	-0.5047191	-100.0	-100.0	-0.3538614	-100.0	-0.51365286
