prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.15442324	-100	-0.5268354	-100	-0.19556579	-100	-0.17406951	-100.0	-0.21091221	-100.0	-0.6369269	-100.0	-0.2419928	-100	-0.81871074	-100.0	-0.54978955	-100	-0.48456648	-100	-0.54950625	-100.0	-0.29471794	-100	-0.15897904	-100.0	-0.16183537	-100.0	-0.4711722	-100	-0.22684853	-100.0	-0.5485251	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.07558199	-100	-0.2514266	-100	-0.24534597	-100	-0.22601752	-100.0	-0.47739518	-100.0	-0.68731034	-100.0	-0.4877284	-100	-0.33250672	-100.0	-0.22135848	-100	-0.07372259	-100	-0.29804483	-100.0	-0.22858582	-100	-0.14423421	-100.0	-100.0	-0.9318469	-0.16952093	-100	-0.27613777	-100.0	-0.49287632	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.09835203	-100	-0.3415032	-100	-0.26508683	-100	-0.16926287	-100.0	-0.15340059	-100.0	-0.18544939	-100.0	-0.23310335	-100	-0.49246016	-100.0	-0.20574568	-100	-0.17090309	-100	-0.2058233	-100.0	-0.1965792	-100	-0.28693947	-100.0	-0.25456393	-100.0	-0.111317374	-100	-0.16698487	-100.0	-0.11247929	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.20347564	-100	-0.18430099	-100	-0.3066272	-100	-0.23865783	-100.0	-0.25144967	-100.0	-0.22168308	-100.0	-0.24620089	-100	-0.20492736	-100.0	-0.22135371	-100	-0.15333374	-100	-0.29160118	-100.0	-0.16252473	-100	-0.25861755	-100.0	-0.23749977	-100.0	-0.09125108	-100	-0.16093715	-100.0	-0.12876002	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.16639598	-100	-0.38163304	-100	-0.28945902	-100	-0.15773486	-100.0	-0.18503658	-100.0	-0.5394685	-100.0	-0.22233255	-100	-0.11054911	-100.0	-0.2738012	-100	-0.168303	-100	-0.18933848	-100.0	-0.13468125	-100	-0.1163039	-100.0	-0.20298971	-100.0	-0.09609005	-100	-0.19945136	-100.0	-0.48713556	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.12065898	-100	-0.45904845	-100	-0.23099183	-100	-0.19597127	-100.0	-0.22623955	-100.0	-0.42111394	-100.0	-0.12052739	-100	-0.2287857	-100.0	-0.18537399	-100	-0.23385306	-100	-0.23402764	-100.0	-0.14904213	-100	-0.36868393	-100.0	-0.16086245	-100.0	-0.1403539	-100	-0.1618304	-100.0	-0.23617452	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.2359697	-100	-0.36104712	-100	-0.15703185	-100	-0.21165764	-100.0	-0.23658568	-100.0	-0.6559656	-100.0	-0.13892998	-100	-0.17614838	-100.0	-0.09910965	-100	-0.163614	-100	-0.62101537	-100.0	-0.109867714	-100	-0.18450333	-100.0	-0.3238725	-100.0	-0.13228916	-100	-0.24798524	-100.0	-0.16610888	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20468222	-100	-0.27138937	-100	-0.40126356	-100	-0.31045035	-100.0	-0.42661956	-100.0	-1.0213426	-100.0	-1.0429897	-100	-0.61854863	-100.0	-0.25202045	-100	-0.48721772	-100	-0.61388594	-100.0	-0.3366481	-100	-0.28516778	-100.0	-0.23271069	-100.0	-0.62328047	-100	-0.8470461	-100.0	-0.7121979	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.10715134	-100	-0.20739296	-100	-0.6735939	-100	-0.19442916	-100.0	-0.37790877	-100.0	-0.40000588	-100.0	-0.14539662	-100	-0.2000117	-100.0	-0.17813165	-100	-0.11077095	-100	-100.0	-0.91629153	-0.2239471	-100	-0.3678404	-100.0	-0.60489064	-100.0	-0.1270141	-100	-0.17505042	-100.0	-0.09730732	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.08621705	-100	-0.3102906	-100	-0.4233198	-100	-100.0	-0.72984207	-0.82341504	-100.0	-1.0543641	-100.0	-0.6632929	-100	-100.0	-0.92510575	-0.18789291	-100	-0.35281858	-100	-0.46360332	-100.0	-0.34858078	-100	-100.0	-0.51710504	-0.31441253	-100.0	-0.20365852	-100	-0.19176552	-100.0	-0.19373006	-100
