prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.1634397	-100	-0.2221763	-100	-0.30645522	-100	-0.15363221	-100	-0.52818674	-100	-0.16206679	-100	-0.23120338	-100	-0.16430642	-100	-0.17700455	-100	-0.17603153	-100	-0.19899	-100	-0.23614374	-100	-0.14401309	-100	-0.157055	-100	-0.12537502	-100	-0.35077998	-100	-0.28563187	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.08561897	-100	-0.47166032	-100	-0.2664009	-100	-0.27542296	-100	-0.25993958	-100	-0.19560508	-100	-0.12944901	-100	-0.6406262	-100	-0.16735311	-100	-0.15502864	-100	-0.105318666	-100	-0.3852508	-100	-0.18010058	-100	-0.31923983	-100	-0.18305576	-100	-0.27726474	-100	-0.40898412	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.110026255	-100	-0.17071126	-100	-0.19035873	-100	-0.16672632	-100	-0.18939415	-100	-0.11146835	-100	-0.16142958	-100	-0.5362112	-100	-0.14446007	-100	-0.085515805	-100	-0.09606616	-100	-0.20300518	-100	-0.16614455	-100	-0.18349077	-100	-0.12798785	-100	-0.17573424	-100	-0.20755093	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.17362857	-100	-0.4210048	-100	-0.29411995	-100	-0.25435328	-100	-0.19231631	-100	-0.13802709	-100	-0.12115662	-100	-0.13674457	-100	-0.31131643	-100	-0.116101444	-100	-0.12820873	-100	-0.18194233	-100	-0.15838277	-100	-0.15822077	-100	-100	-0.81053746	-0.23078151	-100	-0.14123872	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.11943379	-100	-0.15798487	-100	-0.21998063	-100	-0.17792656	-100	-0.3300515	-100	-0.11607064	-100	-0.14754885	-100	-0.1934515	-100	-0.11095034	-100	-0.11852624	-100	-0.12521994	-100	-0.119609304	-100	-0.1359562	-100	-0.16114426	-100	-0.12719706	-100	-0.12615815	-100	-0.13227963	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.14914425	-100	-0.2571778	-100	-0.21228081	-100	-0.2659154	-100	-0.3694244	-100	-0.17883748	-100	-0.15004782	-100	-0.20686439	-100	-0.2496363	-100	-0.20090656	-100	-0.16455638	-100	-0.15816428	-100	-0.32620358	-100	-0.24916369	-100	-0.2021443	-100	-0.35919347	-100	-0.25062752	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.12728702	-100	-0.14677297	-100	-0.25426105	-100	-0.20338857	-100	-0.16140136	-100	-0.10679909	-100	-0.11096473	-100	-0.1183493	-100	-0.56832653	-100	-0.16778655	-100	-0.14803123	-100	-0.15332852	-100	-0.14153853	-100	-0.22483355	-100	-0.1272171	-100	-0.33424634	-100	-0.14895372	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.12241106	-100	-0.13658501	-100	-0.16835187	-100	-0.16303264	-100	-0.17583188	-100	-0.11781216	-100	-0.14380248	-100	-0.21517332	-100	-0.34669912	-100	-0.1659908	-100	-0.15599355	-100	-0.30968422	-100	-0.25507763	-100	-0.1400334	-100	-0.15358627	-100	-0.4002895	-100	-0.36026445	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.122430794	-100	-0.1525024	-100	-0.31655857	-100	-0.2657561	-100	-0.2507814	-100	-0.4940906	-100	-0.18567322	-100	-0.26745042	-100	-0.33321002	-100	-0.27271408	-100	-0.18906099	-100	-0.1494005	-100	-0.20520979	-100	-0.19290507	-100	-0.18388133	-100	-0.23317567	-100	-0.31548592	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.31824583	-100	-0.65865886	-100	-0.44963053	-100	-100	-0.7356754	-100	-0.23147209	-0.7480923	-100	-0.7105914	-100	-0.92986447	-100	-0.19784567	-100	-100	-0.5585218	-0.6236439	-100	-100	-0.7304665	-0.810317	-100	-100	-0.3374626	-0.23506859	-100	-0.5546892	-100	-0.7607401	-100
