eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.16709103	-100.0	-0.30908233	-100.0	-0.47221443	-100	-0.27855745	-100.0	-0.27810642	-100.0	-0.23632391	-100.0	-0.19496042	-100	-0.73386025	-100.0	-0.4687987	-100.0	-0.33738834	-100.0	-0.2601997	-100.0	-0.22674452	-100.0	-0.3278795	-100.0	-0.18325089	-100.0	-0.36004958	-100	-0.19516261	-100.0	-0.1917391	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.20111275	-100.0	-0.44404134	-100.0	-0.18109314	-100	-0.26890153	-100.0	-0.21619076	-100.0	-0.1723617	-100.0	-0.16155897	-100	-0.20629008	-100.0	-0.5297077	-100.0	-0.13107134	-100.0	-0.5495438	-100.0	-0.1605039	-100.0	-100.0	-0.78184605	-0.525858	-100.0	-0.24938707	-100	-0.25999486	-100.0	-0.27896938	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.1691344	-100.0	-0.4235658	-100.0	-0.21252884	-100	-0.13916622	-100.0	-0.23660176	-100.0	-0.2078653	-100.0	-0.23881736	-100	-0.20869939	-100.0	-0.24030767	-100.0	-0.19631255	-100.0	-0.24793829	-100.0	-0.25232816	-100.0	-0.27479473	-100.0	-100.0	-0.52289295	-0.15810934	-100	-0.26205882	-100.0	-0.18319026	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.17782421	-100.0	-0.23341133	-100.0	-0.29699498	-100	-0.13522528	-100.0	-0.19932069	-100.0	-0.31949225	-100.0	-0.23505214	-100	-0.15638906	-100.0	-0.2109092	-100.0	-0.17189449	-100.0	-0.45206848	-100.0	-0.21831773	-100.0	-0.42479327	-100.0	-0.261018	-100.0	-0.1169119	-100	-0.18793781	-100.0	-0.19481894	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.22265087	-100.0	-0.18968545	-100.0	-0.2392081	-100	-0.22655642	-100.0	-0.2899291	-100.0	-0.1866935	-100.0	-0.19586068	-100	-0.22521581	-100.0	-0.26756993	-100.0	-0.15610383	-100.0	-0.2593987	-100.0	-0.20489334	-100.0	-0.17562598	-100.0	-0.14515324	-100.0	-0.25373206	-100	-0.3007067	-100.0	-0.25266936	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.24505943	-100.0	-0.24678446	-100.0	-0.36058497	-100	-0.1976831	-100.0	-0.24774307	-100.0	-0.13880411	-100.0	-0.14978476	-100	-0.2544008	-100.0	-0.20473847	-100.0	-0.18428078	-100.0	-0.33840182	-100.0	-0.17393224	-100.0	-0.22479376	-100.0	-0.22824524	-100.0	-0.26790342	-100	-0.25237557	-100.0	-0.23194167	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.20067437	-100.0	-0.18326665	-100.0	-0.22200356	-100	-0.17279619	-100.0	-0.21656817	-100.0	-0.18723021	-100.0	-0.20867024	-100	-0.16259697	-100.0	-0.15196986	-100.0	-0.15360469	-100.0	-0.22456849	-100.0	-0.1443432	-100.0	-0.22482766	-100.0	-0.4280414	-100.0	-0.14419422	-100	-0.20139308	-100.0	-0.18932177	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.22112638	-100.0	-0.21274397	-100.0	-0.23151295	-100	-0.27484605	-100.0	-0.19728698	-100.0	-0.2939606	-100.0	-0.16692781	-100	-0.1518767	-100.0	-0.27946538	-100.0	-0.18290882	-100.0	-0.33436078	-100.0	-0.12410167	-100.0	-0.23552379	-100.0	-0.18722856	-100.0	-0.15862373	-100	-0.20260286	-100.0	-0.22470616	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.1860352	-100.0	-0.29685745	-100.0	-0.26770428	-100	-0.24835505	-100.0	-0.28032804	-100.0	-0.25053677	-100.0	-0.18833655	-100	-0.1351883	-100.0	-0.2853935	-100.0	-0.13146275	-100.0	-0.3014874	-100.0	-0.16095227	-100.0	-0.16002324	-100.0	-0.16496678	-100.0	-0.1854022	-100	-0.28262174	-100.0	-0.2730187	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.44282797	-100.0	-100.0	-0.5034359	-0.5170623	-100	-100.0	-0.32025364	-0.87464875	-100.0	-100.0	-0.47049612	-0.63916355	-100	-100.0	-0.62065053	-0.31127745	-100.0	-0.35138395	-100.0	-100.0	-0.3731947	-100.0	-0.6692123	-100.0	-0.83818245	-100.0	-0.29233676	-0.6462135	-100	-0.43929073	-100.0	-100.0	-0.8225083
