eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.14403717	-100	-0.33970636	-100.0	-0.26960358	-100	-0.7674336	-100.0	-0.27859715	-100	-0.2738396	-100.0	-0.47181836	-100.0	-0.46355614	-100	-0.16457213	-100	-0.14978802	-100.0	-0.65165883	-100.0	-0.2268938	-100	-0.15274765	-100	-0.45958152	-100.0	-0.6940585	-100	-0.14119403	-100	-0.14857732	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.10480655	-100	-0.41108596	-100.0	-0.21816485	-100	-0.180839	-100.0	-0.6201817	-100	-0.5108734	-100.0	-0.1580849	-100.0	-0.29689723	-100	-0.54213226	-100	-0.17521574	-100.0	-0.313108	-100.0	-0.12633526	-100	-0.27681026	-100	-0.44806796	-100.0	-0.14828609	-100	-0.34060958	-100	-0.181621	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13157228	-100	-0.32870826	-100.0	-0.27919552	-100	-0.22840236	-100.0	-0.19084577	-100	-0.40627757	-100.0	-0.12204816	-100.0	-0.16396627	-100	-0.15422606	-100	-0.23098123	-100.0	-0.2793537	-100.0	-0.15499245	-100	-0.15683436	-100	-0.19227974	-100.0	-0.08298863	-100	-0.18344986	-100	-0.18640707	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.14180686	-100	-0.63848954	-100.0	-0.30633944	-100	-0.1720905	-100.0	-0.2452259	-100	-0.23158975	-100.0	-0.14108174	-100.0	-0.14561908	-100	-0.21117583	-100	-0.1605748	-100.0	-100.0	-0.9490975	-0.28323016	-100	-0.16927254	-100	-0.40932915	-100.0	-0.16538723	-100	-0.3094787	-100	-0.20693168	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.1306125	-100	-0.53781015	-100.0	-0.15531404	-100	-0.2385593	-100.0	-0.23193438	-100	-0.23573418	-100.0	-0.12699841	-100.0	-0.2172453	-100	-0.22175816	-100	-0.151753	-100.0	-0.15624891	-100.0	-0.12184023	-100	-0.13915828	-100	-0.23804662	-100.0	-0.117298625	-100	-0.17471774	-100	-0.13721712	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13226345	-100	-0.1980909	-100.0	-0.11117028	-100	-0.16252004	-100.0	-0.20612995	-100	-0.16028656	-100.0	-0.13494556	-100.0	-0.2845002	-100	-0.17552337	-100	-0.17909047	-100.0	-0.40325662	-100.0	-0.14486784	-100	-0.17108646	-100	-0.29918176	-100.0	-0.14626423	-100	-0.22290288	-100	-0.20420317	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.12592292	-100	-0.3154333	-100.0	-0.182107	-100	-0.31879127	-100.0	-0.15498757	-100	-0.12687747	-100.0	-0.17156094	-100.0	-0.19914246	-100	-0.4021527	-100	-0.30635926	-100.0	-0.25656366	-100.0	-0.16623901	-100	-0.17568593	-100	-0.1621985	-100.0	-0.15263668	-100	-0.18272312	-100	-0.18812345	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3033771	-100	-0.2112345	-100.0	-0.40986565	-100	-0.27001396	-100.0	-0.5975671	-100	-0.45970142	-100.0	-0.46512783	-100.0	-0.46023393	-100	-0.26240784	-100	-0.1588901	-100.0	-0.2658249	-100.0	-0.28209227	-100	-0.36434346	-100	-0.28603256	-100.0	-0.20882991	-100	-0.53689915	-100	-0.5364502	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.12788253	-100	-0.30150825	-100.0	-0.18109564	-100	-0.22151265	-100.0	-0.2025882	-100	-0.16926414	-100.0	-0.13929468	-100.0	-0.13059083	-100	-0.4122021	-100	-0.16561003	-100.0	-0.24388638	-100.0	-0.1474983	-100	-0.13598616	-100	-0.18460405	-100.0	-0.11278649	-100	-0.16952248	-100	-0.08177695	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.13756554	-100	-100.0	-0.73560566	-0.30394512	-100	-100.0	-0.8270349	-0.23493122	-100	-0.91611904	-100.0	-0.13068675	-100.0	-0.2875505	-100	-0.8401529	-100	-0.2912206	-100.0	-0.3405185	-100.0	-0.29224065	-100	-0.38336152	-100	-0.34266582	-100.0	-0.28429195	-100	-0.24373168	-100	-0.74231493	-100
