eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.13459213	-100.0	-0.27249032	-100.0	-0.31773746	-100.0	-0.2848665	-100.0	-100.0	-0.36676165	-0.34873378	-100.0	-0.23762903	-100.0	-0.1488588	-100.0	-0.46915668	-100.0	-0.48957238	-100.0	-0.42273542	-100.0	-0.6807829	-100.0	-0.4177586	-100.0	-0.29036218	-100.0	-100.0	-0.8030369	-0.31721285	-100.0	-0.23730615	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17557347	-100.0	-0.27295312	-100.0	-0.28535038	-100.0	-0.41738108	-100.0	-100.0	-0.4235479	-0.17969559	-100.0	-0.34801912	-100.0	-0.39562213	-100.0	-0.33329663	-100.0	-0.17004867	-100.0	-0.2630042	-100.0	-0.35120502	-100.0	-0.18359366	-100.0	-0.8306196	-100.0	-0.5581299	-100.0	-0.23133229	-100.0	-0.27672127	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19500396	-100.0	-0.38501853	-100.0	-0.35779783	-100.0	-0.28125042	-100.0	-0.29867798	-100.0	-0.18522383	-100.0	-0.2590868	-100.0	-0.21528436	-100.0	-0.23938476	-100.0	-0.19293809	-100.0	-0.23887669	-100.0	-0.21252699	-100.0	-0.21562919	-100.0	-0.65252805	-100.0	-0.23256092	-100.0	-0.22242019	-100.0	-0.25392252	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.17695412	-100.0	-0.19539359	-100.0	-0.30243742	-100.0	-0.26274583	-100.0	-0.8875644	-100.0	-0.21927866	-100.0	-0.3083107	-100.0	-0.2667039	-100.0	-0.28590038	-100.0	-100.0	-0.80142844	-0.17683545	-100.0	-0.29500642	-100.0	-0.25485682	-100.0	-0.21892998	-100.0	-0.22398482	-100.0	-0.23103847	-100.0	-0.35067785	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.25976682	-100.0	-0.2873286	-100.0	-0.33252898	-100.0	-0.3268653	-100.0	-0.32043755	-100.0	-0.25220144	-100.0	-0.20268264	-100.0	-0.19508044	-100.0	-0.22504933	-100.0	-0.20595066	-100.0	-0.30032837	-100.0	-0.22042404	-100.0	-0.19969368	-100.0	-0.25586635	-100.0	-0.22396058	-100.0	-0.2130793	-100.0	-0.24511899	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.18448247	-100.0	-0.44456863	-100.0	-0.2779992	-100.0	-0.25271887	-100.0	-0.33631524	-100.0	-0.2154637	-100.0	-0.31305242	-100.0	-0.25164312	-100.0	-0.7948021	-100.0	-0.18420841	-100.0	-0.19648293	-100.0	-0.31824452	-100.0	-0.27923912	-100.0	-0.29154837	-100.0	-0.3038665	-100.0	-0.29390606	-100.0	-0.41873562	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1884869	-100.0	-0.32105085	-100.0	-0.31318447	-100.0	-0.2200324	-100.0	-0.35121164	-100.0	-0.28666258	-100.0	-0.23219892	-100.0	-0.18292007	-100.0	-0.3909383	-100.0	-0.1863565	-100.0	-0.27347472	-100.0	-0.2209785	-100.0	-0.26073343	-100.0	-0.2633486	-100.0	-0.27453524	-100.0	-0.23951842	-100.0	-0.1993166	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.3130406	-100.0	-0.27435273	-100.0	-0.27260852	-100.0	-0.23241593	-100.0	-0.41274753	-100.0	-0.22258131	-100.0	-0.35235953	-100.0	-0.31414926	-100.0	-0.16652466	-100.0	-0.27182633	-100.0	-0.42869627	-100.0	-0.24252144	-100.0	-0.23497646	-100.0	-0.15962315	-100.0	-0.3564497	-100.0	-0.5231725	-100.0	-0.26809892	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.18688698	-100.0	-0.14337753	-100.0	-0.35443643	-100.0	-0.45924163	-100.0	-0.2700986	-100.0	-0.5349448	-100.0	-0.241092	-100.0	-0.37265965	-100.0	-0.27318636	-100.0	-0.2641674	-100.0	-0.29101726	-100.0	-0.24895717	-100.0	-0.25998673	-100.0	-0.18191051	-100.0	-0.28154403	-100.0	-0.7846481	-100.0	-0.43841925	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.35568127	-100.0	-100.0	-0.50726306	-0.79877025	-100.0	-100.0	-0.43348932	-100.0	-0.25255573	-100.0	-0.5292788	-100.0	-0.5388677	-100.0	-0.92225885	-0.5318647	-100.0	-0.62754303	-100.0	-100.0	-0.4473407	-0.60910404	-100.0	-100.0	-0.71647453	-100.0	-0.32640803	-0.35216436	-100.0	-0.2512635	-100.0	-100.0	-0.403505
