prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-0.5169814	-0.522877	-100	-0.69895595	-100	-100	-0.4877352	-100	-0.23212509	-100	-0.30520368	-100	-0.33975878	-100	-0.17638534	-100	-0.2330469	-100	-0.57213813	-100	-0.43364537	-0.09632944	-100	-100	-0.35198364	-100	-0.40355408	-100	-0.3369213	-100	-0.075889446	-100	-0.31241608
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.36408454	-100	-0.3881899	-100	-0.43055728	-100	-0.18775403	-100	-0.26179898	-100	-0.58372754	-100	-0.7016736	-100	-0.34170252	-100	-0.15256989	-100	-0.16365844	-100	-0.30518508	-100	-0.27167517	-100	-0.3256764	-100	-100	-0.4928058	-100	-0.22671431	-100	-0.37034574	-0.512215	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.35272017	-100	-0.30421978	-100	-0.1993025	-100	-0.18218768	-100	-0.19581203	-100	-0.41643995	-100	-0.15871635	-100	-0.18288735	-100	-0.6376434	-100	-0.22235557	-100	-100	-0.6103479	-0.11171565	-100	-0.13128616	-100	-0.23393883	-100	-0.13825916	-100	-0.16270013	-100	-0.2614561	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.6256686	-100	-0.36159188	-100	-0.34875613	-100	-0.41266015	-100	-0.35702232	-100	-0.35088843	-100	-0.0750108	-100	-0.6194792	-100	-0.5003191	-100	-0.2665793	-100	-0.25917476	-100	-0.17500226	-100	-0.4815147	-100	-0.41444722	-100	-0.17350641	-100	-0.49637717	-100	-0.14914045	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.28424206	-100	-0.415198	-100	-100	-0.35090587	-0.75230277	-100	-100	-0.553636	-0.14859149	-100	-0.08016242	-100	-0.3642502	-100	-100	-0.43460286	-0.4233041	-100	-0.31238747	-100	-0.3044822	-100	-0.9424213	-100	-0.34272164	-100	-0.21882997	-100	-100	-0.32665747	-0.13763727	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.49593532	-100	-0.29822218	-100	-0.22875242	-100	-0.5580086	-100	-0.6532153	-100	-0.29611108	-100	-0.5542105	-100	-100	-0.75192076	-0.50473815	-100	-0.38318858	-100	-0.20395228	-100	-0.13793889	-100	-100	-0.49352178	-0.702943	-100	-0.34933594	-100	-100	-0.83447605	-0.4666102	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-100	-0.32349294	-0.8185778	-100	-0.8252987	-100	-0.69326484	-100	-0.3358331	-100	-0.42575613	-100	-100	-0.71251863	-1.0423237	-100	-1.0729836	-100	-0.637174	-100	-0.5512178	-100	-100	-1.1066581	-0.41067627	-100	-0.7228557	-100	-0.2360749	-100	-0.22139758	-100	-0.63494515	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-1.1305941	-100	-0.4105666	-100	-100	-0.85088557	-100	-1.0328723	-0.69783103	-100	-0.5318359	-100	-0.20716393	-100	-0.2831247	-100	-0.49924004	-100	-0.34162986	-100	-0.29866135	-100	-0.10741197	-100	-0.3189938	-100	-0.36172074	-100	-0.31690383	-100	-0.3135537	-100	-0.36767173	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.2197825	-100	-0.642885	-100	-0.6830157	-100	-100	-0.5344307	-0.6417907	-100	-0.5610122	-100	-0.682117	-100	-0.93720156	-100	-100	-0.56049216	-0.5767213	-100	-0.36719984	-100	-0.7971638	-100	-0.2313144	-100	-0.639141	-100	-0.28667116	-100	-0.3735721	-100	-0.41449875	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.25414446	-100	-100	-0.22661166	-100	-0.20163581	-100	-0.6772144	-100	-0.37616026	-100	-0.08542686	-100	-0.09030405	-100	-0.6619776	-100	-0.39673707	-100	-0.40682775	-100	-0.3088745	-100	-0.31694648	-100	-0.34298888	-100	-0.42011774	-100	-0.23443888	-100	-0.17118874	-100	-0.34668913
