prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.6177668	-100	-100	-0.6547393	-0.38740838	-100	-0.61312056	-100	-100	-0.48963413	-0.24808706	-100	-100	-0.84920627	-100	-0.8086917	-0.6213145	-100	-0.3323916	-100	-0.57890314	-100	-0.24814756	-100	-0.3176025	-100	-100	-0.6420275	-0.7142844	-100	-0.41813105	-100	-0.7300923	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15443681	-100	-100	-0.57940346	-0.3423789	-100	-0.5056265	-100	-0.2678818	-100	-0.19460742	-100	-0.12550367	-100	-0.10078333	-100	-0.6106906	-100	-0.20489472	-100	-100	-0.7593594	-100	-0.6495917	-0.37083003	-100	-100	-0.7523643	-0.20124759	-100	-0.4073398	-100	-100	-0.5122133
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.14571637	-100	-0.34660432	-100	-0.3083342	-100	-0.15846092	-100	-0.17103158	-100	-0.22218598	-100	-0.16476405	-100	-0.14655223	-100	-0.30363747	-100	-0.23741446	-100	-0.16727829	-100	-0.23962186	-100	-0.43565303	-100	-0.42904204	-100	-0.42444095	-100	-0.25858012	-100	-0.19557776	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.18080865	-100	-0.5033188	-100	-0.292022	-100	-0.22864133	-100	-0.3958828	-100	-0.4010263	-100	-0.17176665	-100	-0.15129961	-100	-0.2608498	-100	-0.29495156	-100	-0.18094313	-100	-0.24347197	-100	-0.50347316	-100	-0.1679334	-100	-0.3916536	-100	-0.19068094	-100	-0.24025437	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.23683406	-100	-0.2931806	-100	-0.3646301	-100	-0.26878634	-100	-0.27928206	-100	-0.2669053	-100	-0.14187095	-100	-0.19423306	-100	-0.83194566	-100	-0.13727167	-100	-0.21292059	-100	-0.268731	-100	-0.09425251	-100	-0.24074721	-100	-0.20087357	-100	-0.2431434	-100	-0.27195272	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.24121527	-100	-0.49564803	-100	-0.33977997	-100	-0.23593816	-100	-100	-0.48649323	-0.1791793	-100	-0.20396297	-100	-0.30327547	-100	-0.21712819	-100	-0.15545197	-100	-0.29456812	-100	-0.12060209	-100	-0.15277173	-100	-0.6279249	-100	-0.15161996	-100	-0.30907094	-100	-0.37848246	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.20727172	-100	-0.20858155	-100	-0.26782238	-100	-0.24472484	-100	-0.23519813	-100	-0.14821683	-100	-0.14971006	-100	-0.14005038	-100	-100	-0.5367546	-0.25257453	-100	-0.17047021	-100	-0.18441716	-100	-0.30916628	-100	-0.08807919	-100	-0.17499632	-100	-0.3688441	-100	-0.085278265	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.14260481	-100	-0.126195	-100	-0.47792488	-100	-0.17186171	-100	-0.21009928	-100	-0.3052979	-100	-0.24541385	-100	-0.17173862	-100	-100	-0.5519379	-0.19122419	-100	-0.2691751	-100	-0.1612979	-100	-0.13238326	-100	-0.113847926	-100	-0.12940314	-100	-0.7529051	-100	-0.29473418	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.3041199	-100	-0.11844344	-100	-0.2942328	-100	-0.29855546	-100	-0.19466086	-100	-0.20139885	-100	-0.2127099	-100	-0.18483542	-100	-0.4940474	-100	-0.24140768	-100	-0.30455405	-100	-0.14334884	-100	-0.18673201	-100	-0.24077544	-100	-0.13176279	-100	-0.2019225	-100	-0.32262316	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.33185378	-100	-100	-0.3856003	-100	-0.2039759	-100	-0.26880383	-100	-0.16628821	-100	-0.22612664	-100	-0.28639212	-100	-0.6975742	-0.4844622	-100	-100	-0.77234304	-100	-0.26858196	-100	-0.33399734	-100	-0.24611291	-100	-0.16424945	-100	-0.16505055	-0.77140194	-100	-100	-0.7416853
