prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.47831064	-100	-0.33003104	-100	-0.34737223	-100	-0.7043639	-100	-100	-0.4715227	-0.33688617	-100	-0.4867887	-100	-0.63676053	-100	-0.27449015	-100	-0.24262673	-100	-0.81555665	-100	-0.25676885	-100	-0.45449555	-100	-0.3646034	-100	-0.25796345	-100	-0.2803048	-100	-100	-0.8622962
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.13675442	-100	-0.8087505	-100	-0.307715	-100	-0.3067993	-100	-0.30313993	-100	-0.3183744	-100	-0.4539737	-100	-0.24831273	-100	-0.3135405	-100	-0.11116195	-100	-0.2726563	-100	-0.22656456	-100	-0.5661444	-100	-100	-0.51888025	-0.29207355	-100	-100	-0.51139677	-0.5529716	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.25643086	-100	-0.39140236	-100	-0.25661644	-100	-0.2297621	-100	-0.22356544	-100	-0.22824965	-100	-0.32166386	-100	-0.18555538	-100	-0.15761085	-100	-0.23111957	-100	-0.31112906	-100	-0.18390174	-100	-0.14354353	-100	-0.2957989	-100	-0.20139454	-100	-0.3846809	-100	-0.32672465	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.19411118	-100	-0.19836052	-100	-0.3730089	-100	-0.30905342	-100	-100	-0.43145677	-0.7876866	-100	-0.2046466	-100	-0.21667634	-100	-0.18836404	-100	-0.21544315	-100	-0.4897453	-100	-0.3582522	-100	-0.35329628	-100	-0.36978287	-100	-0.17484424	-100	-0.20783134	-100	-0.21677129	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.19600604	-100	-0.286728	-100	-0.19923455	-100	-0.24492022	-100	-0.2679939	-100	-0.24783677	-100	-0.19923963	-100	-0.16739215	-100	-0.6713528	-100	-0.19840689	-100	-0.20973922	-100	-0.1939118	-100	-0.19942254	-100	-0.13264416	-100	-0.17791885	-100	-0.3713894	-100	-0.3425167	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.25038105	-100	-0.30626914	-100	-0.21931526	-100	-0.25961798	-100	-0.5445927	-100	-0.28815004	-100	-0.15340726	-100	-0.20773947	-100	-0.3144928	-100	-0.15538415	-100	-0.2332239	-100	-0.14741506	-100	-0.24305372	-100	-0.34047294	-100	-0.28683186	-100	-0.20282595	-100	-0.4101128	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.3411578	-100	-0.19897997	-100	-0.21079926	-100	-0.18128441	-100	-0.14369932	-100	-0.33008495	-100	-0.19756652	-100	-0.119822286	-100	-0.20884666	-100	-0.15718836	-100	-0.2186983	-100	-0.1617513	-100	-0.2036724	-100	-0.08584386	-100	-0.16298373	-100	-0.3165747	-100	-0.37101856	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.20048802	-100	-0.22493027	-100	-0.20940714	-100	-0.14059578	-100	-0.22666857	-100	-0.22897379	-100	-0.13802373	-100	-0.21871032	-100	-0.28954148	-100	-0.1919789	-100	-0.2298849	-100	-0.24530765	-100	-0.29452008	-100	-0.15368024	-100	-0.18377022	-100	-0.23546329	-100	-0.18288448	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.14716463	-100	-0.17837101	-100	-0.3183151	-100	-0.35342973	-100	-0.1289229	-100	-0.22729112	-100	-0.13588491	-100	-0.4408854	-100	-0.48135352	-100	-0.13813207	-100	-0.2544721	-100	-0.15448257	-100	-0.16683078	-100	-0.14971198	-100	-0.14176524	-100	-0.28012747	-100	-0.28575593	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.22891878	-100	-0.86446625	-100	-0.71513474	-100	-100	-0.8195137	-100	-0.24815978	-100	-0.32613933	-100	-0.47055954	-100	-0.5168209	-0.4046472	-100	-100	-0.49992207	-100	-0.32003936	-100	-0.71420854	-100	-0.78118145	-100	-0.31338817	-0.5961472	-100	-0.47992745	-100	-100	-0.54890716
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.21276225	-100	-0.23179445	-100	-0.22745198	-100	-0.22382787	-100	-0.27287623	-100	-0.37175012	-100	-0.31590438	-100	-0.31529653	-100	-0.19503127	-100	-100	-0.57605046	-0.27495536	-100	-0.37400445	-100	-0.4288696	-100	-0.5357593	-100	-0.18832038	-100	-0.71160483	-100	-0.34424335	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.27956817	-100	-0.25209185	-100	-0.28184128	-100	-0.22548081	-100	-0.46033308	-100	-100	-0.61222446	-0.3807453	-100	-0.17892186	-100	-0.20714392	-100	-0.40148127	-100	-0.6747631	-100	-0.20022433	-100	-0.52358097	-100	-0.6085391	-100	-0.21483418	-100	-0.3022543	-100	-0.17540893	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.3539384	-100	-0.46661583	-100	-0.30412275	-100	-0.48741975	-100	-0.71538496	-100	-100	-0.39133066	-0.38320228	-100	-100	-0.6988813	-0.5522766	-100	-0.33526	-100	-0.83373547	-100	-0.43111134	-100	-0.62357926	-100	-0.61204726	-100	-0.22335394	-100	-0.45236507	-100	-0.44491205	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.73599136	-100	-0.33706877	-100	-0.57637846	-100	-0.1753632	-100	-0.22652434	-100	-100	-0.696242	-100	-0.47521776	-0.14556551	-100	-0.43877164	-100	-0.5854684	-100	-100	-0.35274488	-0.31251398	-100	-100	-0.38621658	-100	-0.49567112	-0.15254767	-100	-100	-0.555899	-0.27852052	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.18288362	-100	-0.31588852	-100	-0.2726854	-100	-0.16409	-100	-0.19171707	-100	-0.5009728	-100	-0.21107283	-100	-0.13932304	-100	-0.27116787	-100	-0.26995704	-100	-0.41876066	-100	-0.27585822	-100	-0.48292908	-100	-0.25513703	-100	-0.15701148	-100	-0.36060122	-100	-0.17280738	-100
