prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.17396203	-100.0	-0.2934833	-100.0	-0.3034831	-100.0	-0.24163178	-100	-0.7221993	-100.0	-0.5853842	-100.0	-0.5629089	-100.0	-100.0	-0.33916554	-100.0	-0.5095544	-0.37416667	-100.0	-100.0	-0.7675119	-0.40653467	-100.0	-0.84210974	-100.0	-0.5571355	-100.0	-100.0	-0.7812344	-0.26964104	-100.0	-0.8430926	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17590964	-100.0	-0.47454226	-100.0	-0.13337326	-100.0	-0.27767423	-100	-0.27325702	-100.0	-0.50125366	-100.0	-0.21287362	-100.0	-0.66993546	-100.0	-100.0	-0.6530681	-0.12287141	-100.0	-0.19483346	-100.0	-0.3805493	-100.0	-0.47116384	-100.0	-100.0	-0.557746	-0.14482719	-100.0	-0.8130872	-100.0	-0.52689815	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.28199363	-100.0	-0.87703997	-100.0	-0.3748475	-100.0	-0.30493203	-100	-0.1971817	-100.0	-0.4170166	-100.0	-0.57910293	-100.0	-0.16407238	-100.0	-0.42964557	-100.0	-0.2417149	-100.0	-100.0	-0.76464856	-0.24378179	-100.0	-0.20226122	-100.0	-0.5042714	-100.0	-0.13137874	-100.0	-0.6575245	-100.0	-100.0	-0.8467545
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.24556585	-100.0	-100.0	-0.7495248	-0.46633318	-100.0	-0.15780367	-100	-0.8907312	-100.0	-0.83039665	-100.0	-0.17410256	-100.0	-0.2626532	-100.0	-0.31872496	-100.0	-0.2572992	-100.0	-0.43306023	-100.0	-0.23526095	-100.0	-0.4104408	-100.0	-100.0	-0.39735964	-0.22810192	-100.0	-0.36198103	-100.0	-0.6088427	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15690437	-100.0	-0.56094503	-100.0	-0.37615305	-100.0	-0.15806194	-100	-0.32931817	-100.0	-0.2860109	-100.0	-0.25939947	-100.0	-0.200982	-100.0	-0.38022548	-100.0	-0.16559336	-100.0	-0.24044298	-100.0	-0.25789535	-100.0	-0.16754015	-100.0	-0.18651637	-100.0	-0.23258251	-100.0	-0.27218503	-100.0	-0.49842966	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.12694068	-100.0	-100.0	-0.56490546	-0.29712406	-100.0	-0.21252331	-100	-0.19484475	-100.0	-0.59246004	-100.0	-0.24885832	-100.0	-0.2480475	-100.0	-0.44567475	-100.0	-0.29042888	-100.0	-0.47490034	-100.0	-0.16930142	-100.0	-0.2296406	-100.0	-0.15967454	-100.0	-0.45219353	-100.0	-0.30275857	-100.0	-0.20275018	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.21525273	-100.0	-0.5416012	-100.0	-0.16844286	-100.0	-0.14961396	-100	-0.417713	-100.0	-0.91392183	-100.0	-0.17314816	-100.0	-0.14293021	-100.0	-0.6696603	-100.0	-0.24078643	-100.0	-0.22940989	-100.0	-0.12226724	-100.0	-0.16426918	-100.0	-0.73475534	-100.0	-0.09573198	-100.0	-0.7287511	-100.0	-0.19655854	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.39380684	-100.0	-0.29111132	-100.0	-0.36600628	-100.0	-0.50185204	-100	-0.19569242	-100.0	-0.7178598	-100.0	-0.15280923	-100.0	-0.3326226	-100.0	-0.42640826	-100.0	-0.30892003	-100.0	-0.16346104	-100.0	-0.15145183	-100.0	-0.20125596	-100.0	-0.6096524	-100.0	-0.16669577	-100.0	-100.0	-0.7944049	-0.53655803	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.23046045	-100.0	-0.50733984	-100.0	-0.27645174	-100.0	-0.21939021	-100	-0.2784743	-100.0	-0.40822804	-100.0	-0.23082782	-100.0	-0.19868952	-100.0	-0.4252818	-100.0	-0.24389163	-100.0	-0.77151763	-100.0	-0.21278644	-100.0	-0.24262013	-100.0	-0.25888237	-100.0	-0.13266675	-100.0	-0.122137524	-100.0	-0.13634132	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100.0	-0.5955695	-0.89656115	-100.0	-0.53332204	-100.0	-0.8638208	-100	-100.0	-0.1803641	-100.0	-0.87277234	-0.6179534	-100.0	-100.0	-0.85409534	-0.25242153	-100.0	-0.8624825	-100.0	-0.48821682	-100.0	-100.0	-0.60810256	-100.0	-0.8282844	-100.0	-0.3924698	-100.0	-0.4031903	-100.0	-0.81530106	-100.0	-0.85591054
