prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.106501944	-100.0	-0.2563142	-100	-0.30792555	-100	-0.49061188	-100	-0.1327131	-100.0	-0.47138104	-100.0	-0.25826707	-100	-0.22386603	-100	-0.4846232	-100.0	-0.1065876	-100	-0.4185672	-100.0	-0.19056445	-100	-0.40165976	-100	-0.39533958	-100.0	-100.0	-0.7826407	-0.24291213	-100	-0.1915469	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.15661795	-100.0	-0.28772157	-100	-0.40561908	-100	-0.23271881	-100	-0.22229445	-100.0	-0.22809906	-100.0	-0.19927965	-100	-0.43263933	-100	-0.33562663	-100.0	-0.16823952	-100	-0.90792155	-100.0	-0.13103472	-100	-0.3406746	-100	-0.37301472	-100.0	-0.37853247	-100.0	-0.22771174	-100	-0.6317289	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.13605364	-100.0	-0.30626196	-100	-0.18654525	-100	-0.18563992	-100	-0.5736992	-100.0	-0.25871468	-100.0	-0.24885963	-100	-0.16208403	-100	-0.15323077	-100.0	-0.10301252	-100	-0.31895328	-100.0	-0.12319281	-100	-0.24004121	-100	-0.28204802	-100.0	-0.097988345	-100.0	-0.19124013	-100	-0.13740234	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.09408806	-100.0	-0.4433094	-100	-0.12507363	-100	-0.23565331	-100	-0.14762795	-100.0	-0.17372444	-100.0	-0.096362	-100	-0.18999466	-100	-0.12078871	-100.0	-0.15037274	-100	-0.79073966	-100.0	-0.14269026	-100	-0.23578602	-100	-0.26304066	-100.0	-0.18910462	-100.0	-0.1442751	-100	-0.13599354	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.13544434	-100.0	-0.2666242	-100	-0.29781312	-100	-0.37118366	-100	-0.20172034	-100.0	-0.22928005	-100.0	-0.18793312	-100	-0.37484702	-100	-0.1677927	-100.0	-0.1450784	-100	-0.6848722	-100.0	-0.10939084	-100	-0.1118231	-100	-0.18429138	-100.0	-0.08972927	-100.0	-0.14465174	-100	-0.16652699	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.16911428	-100.0	-0.23180279	-100	-0.19238017	-100	-0.20296846	-100	-0.23501271	-100.0	-0.4603072	-100.0	-0.12797953	-100	-0.10637465	-100	-0.3349535	-100.0	-0.13602127	-100	-0.23588623	-100.0	-0.15414158	-100	-0.16226916	-100	-0.30688822	-100.0	-0.2278077	-100.0	-0.13093708	-100	-0.45517343	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.1508433	-100.0	-0.17585406	-100	-0.16666873	-100	-0.15895599	-100	-0.14741907	-100.0	-0.26557046	-100.0	-0.12264862	-100	-0.33948597	-100	-0.24105772	-100.0	-0.18860167	-100	-0.36686158	-100.0	-0.29138985	-100	-0.32220632	-100	-0.11476132	-100.0	-0.17745046	-100.0	-0.12338685	-100	-0.37660828	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.18709294	-100.0	-0.26543155	-100	-0.5925672	-100	-0.33652693	-100	-0.15070388	-100.0	-0.5856645	-100.0	-0.29572904	-100	-0.30506328	-100	-0.6794133	-100.0	-0.7616729	-100	-1.1199138	-100.0	-0.16191785	-100	-0.4494641	-100	-0.28309408	-100.0	-0.18847199	-100.0	-0.6917051	-100	-0.76387	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.18864982	-100.0	-0.35847658	-100	-0.4452671	-100	-0.26253253	-100	-0.45960805	-100.0	-0.4151992	-100.0	-0.3195524	-100	-0.3782622	-100	-0.19659936	-100.0	-0.36982885	-100	-0.22930184	-100.0	-0.25952834	-100	-0.20518483	-100	-0.15704998	-100.0	-0.08775703	-100.0	-0.47774026	-100	-0.16331162	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.19665626	-100.0	-0.25685245	-100	-0.19266589	-100	-0.6560363	-100	-100.0	-0.32722488	-100.0	-0.4855352	-0.25518426	-100	-0.38085544	-100	-0.15543546	-100.0	-0.25853366	-100	-100.0	-0.32642388	-0.3478432	-100	-0.6478821	-100	-0.32125956	-100.0	-0.61487305	-100.0	-0.32236665	-100	-0.47462532	-100
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.10775511	-100.0	-0.49602154	-100	-0.47848767	-100	-0.15943474	-100	-0.3963712	-100.0	-0.66950846	-100.0	-0.6446361	-100	-1.4325581	-100	-0.15912558	-100.0	-0.15687187	-100	-100.0	-0.72761446	-0.32577583	-100	-0.14519162	-100	-0.49381354	-100.0	-0.1337404	-100.0	-0.2803739	-100	-0.12341214	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.09816166	-100.0	-0.29532263	-100	-0.19849399	-100	-0.2874817	-100	-0.2082997	-100.0	-0.25119147	-100.0	-0.27894315	-100	-0.17928597	-100	-0.52584285	-100.0	-0.12341174	-100	-100.0	-1.064613	-0.51284	-100	-0.8339292	-100	-0.42467123	-100.0	-0.12093245	-100.0	-0.13435677	-100	-0.1586198	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.23877907	-100.0	-0.66956174	-100	-0.3645599	-100	-0.47450995	-100	-0.34896106	-100.0	-0.6797167	-100.0	-0.23028125	-100	-0.36603406	-100	-0.3499289	-100.0	-0.18642776	-100	-100.0	-0.9636977	-0.396654	-100	-0.4726803	-100	-100.0	-0.9172195	-0.08847275	-100.0	-0.18575102	-100	-0.26932254	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.4806264	-100.0	-0.15548998	-100	-0.7400632	-100	-0.37238646	-100	-100.0	-0.37491104	-100.0	-0.7792421	-0.24667622	-100	-0.56331253	-100	-0.59380513	-100.0	-0.39843825	-100	-0.5665243	-100.0	-0.30730495	-100	-0.3431298	-100	-0.7940703	-100.0	-0.42354152	-100.0	-0.22111873	-100	-0.14831243	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.10163183	-100.0	-0.20764805	-100	-0.11299135	-100	-0.21058248	-100	-0.5164614	-100.0	-0.61073023	-100.0	-0.15086965	-100	-0.15821609	-100	-0.106841	-100.0	-0.109745316	-100	-0.15915304	-100.0	-0.08025878	-100	-0.11154185	-100	-0.24607456	-100.0	-0.22089687	-100.0	-0.14782253	-100	-0.14537862	-100
