eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.24822707	-100.0	-0.5589976	-100.0	-0.2899603	-100.0	-100.0	-0.46424088	-0.2569837	-100.0	-0.35025072	-100.0	-0.43636027	-100.0	-0.22278938	-100.0	-0.4694221	-100.0	-0.54236376	-100.0	-0.2947385	-100.0	-0.31568998	-100.0	-0.41287073	-100.0	-0.62456566	-100.0	-0.5046266	-100.0	-0.35289398	-100.0	-100.0	-0.6223042
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.1838508	-100.0	-0.34214544	-100.0	-0.2119808	-100.0	-100.0	-0.8504012	-100.0	-0.8699734	-0.22084217	-100.0	-0.24606664	-100.0	-0.55342084	-100.0	-0.25752947	-100.0	-0.21051069	-100.0	-0.4982875	-100.0	-0.42051813	-100.0	-0.42849627	-100.0	-0.27205536	-100.0	-0.22968224	-100.0	-0.43213785	-100.0	-0.2136771	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.18670292	-100.0	-0.2041933	-100.0	-0.25775728	-100.0	-0.29694533	-100.0	-0.2050019	-100.0	-0.22465685	-100.0	-0.2932606	-100.0	-0.22149153	-100.0	-0.32497877	-100.0	-0.2561135	-100.0	-0.23384182	-100.0	-0.30103722	-100.0	-0.31227595	-100.0	-0.1830325	-100.0	-0.1760992	-100.0	-0.21903913	-100.0	-0.26279283	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.33817327	-100.0	-0.4915614	-100.0	-0.21936291	-100.0	-0.2699255	-100.0	-0.3058471	-100.0	-0.19729161	-100.0	-0.2556675	-100.0	-0.24096875	-100.0	-0.3058331	-100.0	-0.22897243	-100.0	-0.18652104	-100.0	-0.2389442	-100.0	-0.25106966	-100.0	-0.24604118	-100.0	-0.24236809	-100.0	-0.19290411	-100.0	-0.18926537	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.25888485	-100.0	-0.3087999	-100.0	-0.28099838	-100.0	-0.35975698	-100.0	-0.26817048	-100.0	-0.18897536	-100.0	-0.28336555	-100.0	-0.1521895	-100.0	-0.24534878	-100.0	-0.17864375	-100.0	-0.20274666	-100.0	-0.3284978	-100.0	-0.18350932	-100.0	-0.19632624	-100.0	-0.27034062	-100.0	-0.2850608	-100.0	-0.27776352	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.28569272	-100.0	-0.21768592	-100.0	-0.37720835	-100.0	-0.2947765	-100.0	-0.3850196	-100.0	-0.30252984	-100.0	-0.23140861	-100.0	-0.4109698	-100.0	-0.7356793	-100.0	-0.23858064	-100.0	-0.28117657	-100.0	-0.36021388	-100.0	-0.259606	-100.0	-0.18429346	-100.0	-0.2567222	-100.0	-0.3281433	-100.0	-0.57010585	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.23665789	-100.0	-0.28599074	-100.0	-0.20292372	-100.0	-0.30854544	-100.0	-0.55707186	-100.0	-0.3300938	-100.0	-0.20742434	-100.0	-0.21922946	-100.0	-0.315322	-100.0	-0.20008619	-100.0	-0.30648437	-100.0	-0.25076294	-100.0	-0.21864773	-100.0	-0.25773028	-100.0	-0.20340726	-100.0	-0.32642704	-100.0	-0.152209	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.28119305	-100.0	-0.25352943	-100.0	-0.42391142	-100.0	-0.32487574	-100.0	-0.27895364	-100.0	-0.1835265	-100.0	-0.23514985	-100.0	-0.24437158	-100.0	-0.3020607	-100.0	-0.33919358	-100.0	-0.41831017	-100.0	-0.25152794	-100.0	-0.40066427	-100.0	-0.15110305	-100.0	-0.69600165	-100.0	-0.5101139	-100.0	-0.84446526	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.31485686	-100.0	-0.24429145	-100.0	-0.37406164	-100.0	-0.3697457	-100.0	-0.5348246	-100.0	-0.8026495	-100.0	-0.39361838	-100.0	-0.6193409	-100.0	-0.36160156	-100.0	-0.28674397	-100.0	-0.30432725	-100.0	-0.26344714	-100.0	-0.2928043	-100.0	-0.37372175	-100.0	-0.18212008	-100.0	-0.7253469	-100.0	-0.5259399	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-100.0	-0.8291424	-100.0	-0.38336614	-100.0	-0.76756936	-100.0	-0.35391718	-100.0	-0.30011535	-100.0	-0.45776647	-0.43486467	-100.0	-100.0	-0.41256616	-0.51132727	-100.0	-100.0	-0.70248145	-100.0	-0.36825	-0.32943404	-100.0	-100.0	-0.32894212	-100.0	-0.29048282	-100.0	-0.7177445	-0.5945656	-100.0	-0.5503276	-100.0
