prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.19143236	-100	-0.02194304	-100	-0.022678634	-100	-100	-0.020607378	-0.05342365	-100	-0.5197144	-100	-0.031761102	-100	-100	-100	-100	-0.024573335	-100	-0.111552715	-0.06526583	-100	-0.06878417	-100	-100	-0.0070463554	-100	-0.060602147	-100	-0.029975165	-100	-100	-100	-0.08814962
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.04120128	-100	-0.11508073	-100	-0.051061478	-100	-0.108770445	-100	-100	-0.028305255	-0.018324805	-100	-0.029889245	-100	-100	-0.09446657	-0.26694766	-100	-0.03237182	-100	-0.027498242	-100	-0.025717719	-100	-0.05703356	-100	-100	-0.046822086	-0.06852594	-100	-100	-0.4490145	-100	-0.09502671
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-100	-100	-0.34901157	-100	-0.052338492	-100	-0.7343586	-100	-0.07782976	-100	-0.22584158	-100	-0.027270786	-100	-100	-0.18231197	-0.14990829	-100	-0.8751045	-100	-0.056229047	-100	-0.1416318	-100	-0.14300027	-100	-0.4000407	-100	-0.1764305	-100	-100	-100	-0.13670912	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.30993193	-100	-0.047643594	-100	-0.20553762	-100	-0.042253576	-100	-0.3443907	-100	-0.12446363	-100	-0.022132846	-100	-0.38981345	-100	-0.21770918	-100	-0.045666277	-100	-0.18241125	-100	-0.09854973	-100	-0.32156855	-100	-0.20521851	-100	-0.034658752	-100	-0.41839328	-100	-0.15249893	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.30863735	-100	-0.10159574	-100	-0.07971448	-100	-100	-100	-100	-0.17208123	-0.38920566	-100	-0.09257447	-100	-0.5152548	-100	-0.038203984	-100	-0.024715615	-100	-0.058682214	-100	-0.13725117	-100	-100	-100	-100	-100	-0.14067796	-100	-0.19949457	-100	-0.17298111	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.22017293	-100	-0.26584667	-100	-0.028760875	-100	-0.10851869	-100	-0.060509436	-100	-0.1111052	-100	-0.34837875	-100	-0.08819949	-100	-0.2898696	-100	-0.11907142	-100	-0.27353734	-100	-100	-0.7378623	-0.06548829	-100	-0.05087331	-100	-0.028097115	-100	-0.07742858	-100	-0.16742393	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.14153071	-100	-0.3971985	-100	-1.0233601	-100	-0.12462335	-100	-0.32944024	-100	-0.11855751	-100	-0.23125102	-100	-0.102642976	-100	-0.23032214	-100	-0.40525162	-100	-0.104481205	-100	-0.054830033	-100	-0.06670791	-100	-100	-0.2666337	-0.047627464	-100	-0.12764716	-100	-0.21574278	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.12599127	-100	-0.03495579	-100	-0.18579157	-100	-0.02027777	-100	-0.13674629	-100	-0.16137467	-100	-0.20866476	-100	-100	-0.55123687	-100	-0.24327515	-0.7634276	-100	-0.059763767	-100	-0.022021882	-100	-0.09892881	-100	-100	-0.35015148	-0.045512125	-100	-0.33165446	-100	-0.18373977	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.34118214	-100	-0.47715503	-100	-0.11667195	-100	-0.12229897	-100	-100	-0.2969268	-0.29516414	-100	-0.062948205	-100	-0.13519259	-100	-0.21963964	-100	-0.45627636	-100	-0.083763026	-100	-0.062451486	-100	-100	-0.36009187	-0.7013875	-100	-0.09370027	-100	-0.17242062	-100	-0.11473091	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.047322396	-100	-0.14500454	-100	-0.6597236	-100	-100	-0.08871404	-100	-0.0111089805	-0.21679789	-100	-100	-0.10203691	-100	-0.4715989	-0.06207963	-100	-0.03743652	-100	-100	-0.031921517	-100	-0.063498	-100	-0.06955461	-100	-0.5689508	-0.04170147	-100	-0.26772806	-100	-100	-0.07183586
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-100	-0.11116248	-0.071431704	-100	-0.06845004	-100	-0.05143145	-100	-0.35289967	-100	-0.058275245	-100	-100	-0.17395961	-0.06393005	-100	-100	-0.35869357	-0.020116778	-100	-0.13232468	-100	-0.12508328	-100	-100	-0.62977576	-0.39703333	-100	-0.0453807	-100	-0.09562225	-100	-0.4918682	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.2611125	-100	-0.080466054	-100	-0.18329507	-100	-0.11897481	-100	-100	-100	-0.04879096	-100	-100	-0.059413914	-0.83590746	-100	-0.1303653	-100	-0.049261913	-100	-100	-0.06932589	-0.08104451	-100	-0.06185038	-100	-100	-0.08824291	-100	-0.10773447	-100	-0.7509023	-0.04978696	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.042757284	-100	-0.052108582	-0.12657544	-100	-100	-0.08790553	-100	-0.02336815	-0.18844147	-100	-100	-0.11955503	-100	-0.10885499	-100	-0.06712107	-0.020642184	-100	-0.11257047	-100	-0.04582907	-100	-100	-0.12507188	-100	-0.027965322	-100	-0.07188114	-0.14488651	-100	-0.25000954	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.15440425	-0.11750535	-100	-0.09865518	-100	-0.046821646	-100	-100	-0.22253774	-100	-0.029643564	-0.027378535	-100	-0.3748794	-100	-0.52394986	-100	-100	-0.120055534	-100	-0.07110789	-0.040423192	-100	-100	-0.24965903	-100	-0.080989376	-0.7374839	-100	-0.14455324	-100	-0.03717264	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.24184377	-100	-0.1384856	-100	-0.04127271	-100	-0.7612882	-100	-100	-0.20682943	-0.35543874	-100	-0.5005943	-100	-0.14364007	-100	-0.13191627	-100	-0.0500743	-100	-0.061316624	-100	-0.1193043	-100	-100	-100	-0.36448687	-100	-0.03633278	-100	-0.38239136	-100	-0.0382578	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.055913024	-100	-0.06496047	-100	-0.037152596	-100	-0.17145438	-100	-0.14191951	-100	-0.0515783	-100	-0.029797256	-100	-0.14817886	-100	-0.05382318	-100	-0.041918434	-100	-0.36813384	-100	-0.041989107	-100	-0.04005082	-100	-100	-0.26703662	-0.0067589325	-100	-0.07543994	-100	-0.028376017	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.18639083	-100	-0.04705296	-100	-0.043986846	-100	-0.6780564	-100	-0.16114055	-100	-0.093704395	-100	-0.15977278	-100	-0.059877038	-100	-0.04878289	-100	-0.06425142	-100	-0.021678165	-100	-0.04461382	-100	-100	-0.13577491	-0.119105265	-100	-0.04482917	-100	-0.087147884	-100	-0.07222429	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-100	-100	-100	-0.15750165	-100	-0.07783718	-100	-0.017294168	-100	-0.11496311	-100	-0.02909593	-100	-0.02742111	-0.15209575	-100	-100	-0.11450525	-100	-0.031967793	-0.10389412	-100	-0.4003707	-100	-100	-0.83457154	-100	-0.06145149	-100	-0.6359615	-0.24816406	-100	-100	-0.14296053
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-100	-0.08765533	-0.0850378	-100	-100	-100	-100	-0.025683105	-100	-0.051545914	-100	-0.26582372	-100	-100	-100	-0.37123248	-100	-0.052466	-100	-0.12233009	-0.45229396	-100	-0.10985414	-100	-100	-0.10882753	-0.48310202	-100	-100	-0.050778672	-0.7238076	-100	-100	-0.07827906
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.22726388	-100	-0.15011577	-100	-0.057539143	-0.22063203	-100	-100	-0.083887994	-100	-0.482976	-100	-0.31020072	-0.10383758	-100	-100	-0.10711531	-100	-0.036580116	-100	-0.2831925	-100	-0.16799235	-100	-0.106966235	-100	-0.13598917	-0.08926216	-100	-100	-0.113286026	-100	-0.21601106
