eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.21536058	-100.0	-0.49770305	-100.0	-0.30363658	-100	-0.40492982	-100.0	-0.7319541	-100.0	-0.28636348	-100.0	-0.22159627	-100.0	-0.3003241	-100	-0.34558925	-100	-0.16621621	-100.0	-0.37174243	-100.0	-0.35872683	-100.0	-0.42416042	-100.0	-0.215684	-100.0	-0.51215315	-100.0	-0.55104303	-100.0	-0.31115136	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.37051556	-100.0	-0.43747744	-100.0	-0.21916772	-100	-0.3760578	-100.0	-0.30743253	-100.0	-0.20333108	-100.0	-0.19165035	-100.0	-0.26606074	-100	-0.34599286	-100	-0.13804598	-100.0	-0.6789733	-100.0	-0.4558361	-100.0	-0.30185047	-100.0	-0.26664516	-100.0	-0.25244248	-100.0	-0.28119212	-100.0	-0.2052957	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.091175474	-100.0	-0.41022563	-100.0	-0.3088287	-100	-0.24409308	-100.0	-0.27247757	-100.0	-0.29666826	-100.0	-0.15858544	-100.0	-0.24300522	-100	-0.21238075	-100	-0.15050493	-100.0	-0.2621232	-100.0	-0.19411075	-100.0	-0.36088875	-100.0	-0.34855208	-100.0	-0.1719916	-100.0	-0.27447852	-100.0	-0.29630226	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.14993383	-100.0	-0.2600986	-100.0	-0.21702304	-100	-0.21548228	-100.0	-0.46554548	-100.0	-0.14221302	-100.0	-0.18843617	-100.0	-0.20825787	-100	-0.21187568	-100	-0.2377673	-100.0	-0.19893567	-100.0	-0.17256469	-100.0	-0.18309298	-100.0	-0.19474517	-100.0	-0.13979138	-100.0	-0.19922313	-100.0	-0.21666196	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.15477122	-100.0	-0.19871287	-100.0	-0.24099681	-100	-0.21705806	-100.0	-0.16868357	-100.0	-0.20805617	-100.0	-0.22164811	-100.0	-0.17790517	-100	-0.1762723	-100	-0.15079057	-100.0	-0.23926799	-100.0	-0.17334881	-100.0	-0.15331638	-100.0	-0.18522613	-100.0	-0.21296631	-100.0	-0.1953033	-100.0	-0.36101323	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.13845259	-100.0	-0.30408922	-100.0	-0.22575836	-100	-0.21832491	-100.0	-0.2931437	-100.0	-0.22910944	-100.0	-0.17649925	-100.0	-0.15858357	-100	-0.3173866	-100	-0.20577776	-100.0	-0.3385673	-100.0	-0.17984068	-100.0	-0.20040195	-100.0	-0.16426125	-100.0	-0.15791653	-100.0	-0.5244873	-100.0	-0.20613009	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.15558936	-100.0	-0.17381565	-100.0	-0.21977781	-100	-0.20657218	-100.0	-0.22637041	-100.0	-0.19831945	-100.0	-0.22099432	-100.0	-0.13611148	-100	-0.29678726	-100	-0.15369275	-100.0	-0.29752633	-100.0	-0.18001166	-100.0	-0.15607436	-100.0	-0.15216	-100.0	-0.14605244	-100.0	-0.2541105	-100.0	-0.33480462	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.15544689	-100.0	-0.17116773	-100.0	-0.27656463	-100	-0.208802	-100.0	-0.2123052	-100.0	-0.14771695	-100.0	-0.16618334	-100.0	-0.24683765	-100	-0.19361125	-100	-0.19070682	-100.0	-0.28606272	-100.0	-0.18034218	-100.0	-0.20482852	-100.0	-0.20037791	-100.0	-0.20406485	-100.0	-0.29306394	-100.0	-0.18211064	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.16318734	-100.0	-0.15272264	-100.0	-0.23041992	-100	-0.25715953	-100.0	-0.17445803	-100.0	-0.23405656	-100.0	-0.20315051	-100.0	-0.16338454	-100	-0.43271193	-100	-0.22349688	-100.0	-0.15517029	-100.0	-0.17247409	-100.0	-0.17699468	-100.0	-0.113470696	-100.0	-0.18957238	-100.0	-0.15448028	-100.0	-0.15995163	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.26027426	-100.0	-100.0	-0.3185419	-0.81429404	-100	-100.0	-0.34869927	-100.0	-0.5526115	-100.0	-0.73906434	-100.0	-0.3699915	-0.598757	-100	-0.38322946	-100	-0.7428083	-100.0	-100.0	-0.72744596	-100.0	-0.5739697	-100.0	-0.41952643	-100.0	-0.25556853	-100.0	-0.53270674	-0.43760458	-100.0	-100.0	-0.6244948
