eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.20106553	-100	-0.13549149	-100	-0.35977006	-100	-0.19290434	-100	-0.2194827	-100.0	-0.48765212	-100.0	-0.19419095	-100	-0.42737195	-100	-0.35436854	-100	-0.1553579	-100	-0.32145584	-100	-0.43142372	-100	-0.259304	-100	-0.22898531	-100	-0.19326295	-100	-0.1671681	-100	-0.2666256	-100
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.09025493	-100	-0.30486533	-100	-0.111437365	-100	-0.17947346	-100	-0.29972267	-100.0	-0.1891011	-100.0	-0.23760733	-100	-0.5310683	-100	-0.18849409	-100	-0.11348685	-100	-0.59344864	-100	-0.12166667	-100	-0.24831182	-100	-0.22201174	-100	-0.27261552	-100	-0.1415871	-100	-0.32918018	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.11218918	-100	-0.1669691	-100	-0.09175408	-100	-0.17372124	-100	-0.2140139	-100.0	-0.15930492	-100.0	-0.12816475	-100	-0.1550853	-100	-0.16319387	-100	-0.15864405	-100	-0.18046612	-100	-0.14248171	-100	-0.108320266	-100	-0.28441498	-100	-0.10816147	-100	-0.233684	-100	-0.09134603	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.15694495	-100	-0.18911226	-100	-0.15994078	-100	-0.17049558	-100	-0.29059774	-100.0	-0.48701525	-100.0	-0.13471992	-100	-0.18776642	-100	-0.19960207	-100	-0.18857296	-100	-0.3323989	-100	-0.12090091	-100	-0.23664428	-100	-0.24122408	-100	-0.2138109	-100	-0.16438523	-100	-0.1622295	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.09286065	-100	-0.2416547	-100	-0.1518266	-100	-0.23184638	-100	-0.14678416	-100.0	-0.1981651	-100.0	-0.14202957	-100	-0.23684388	-100	-0.21494888	-100	-0.13565484	-100	-0.7164237	-100	-0.1313192	-100	-0.14519782	-100	-0.26068562	-100	-0.14052944	-100	-0.12719652	-100	-0.15213294	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.11640105	-100	-0.39224353	-100	-0.13633893	-100	-0.16068117	-100	-0.26070112	-100.0	-0.14717928	-100.0	-0.11409242	-100	-0.13709809	-100	-0.16694987	-100	-0.17153986	-100	-0.24612725	-100	-0.17828217	-100	-0.13127509	-100	-0.18290667	-100	-0.11764392	-100	-0.20507836	-100	-0.1923728	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.20791623	-100	-0.10260381	-100	-0.37738246	-100	-0.18127625	-100	-0.2337556	-100.0	-0.33401516	-100.0	-0.14147606	-100	-0.13240653	-100	-0.19360605	-100	-0.16164634	-100	-0.92889243	-100	-0.19374047	-100	-0.18720305	-100	-0.2423185	-100	-0.18350951	-100	-0.120847225	-100	-0.18738218	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.21673585	-100	-0.23506768	-100	-0.30377668	-100	-0.27792004	-100	-0.11893003	-100.0	-0.26399314	-100.0	-0.37917337	-100	-100.0	-100	-0.32571688	-100	-0.3294457	-100	-0.6415906	-100	-0.14966035	-100	-0.26247254	-100	-0.4548081	-100	-0.15865684	-100	-0.19259109	-100	-0.18634552	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.21563636	-100	-0.19296947	-100	-0.23033273	-100	-0.1783215	-100	-0.18933077	-100.0	-0.46544087	-100.0	-0.092154644	-100	-0.38654009	-100	-0.21902207	-100	-0.13935915	-100	-0.57330316	-100	-0.1198116	-100	-0.13652223	-100	-0.28614572	-100	-0.17756899	-100	-0.34271	-100	-0.20001309	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.15975419	-100	-0.29942963	-100	-0.12931897	-100	-0.38261232	-100	-100.0	-0.5945481	-0.675209	-100.0	-0.13268457	-100	-0.37950337	-100	-0.42239946	-100	-0.16350105	-100	-0.60543954	-100	-0.3581296	-100	-0.23364161	-100	-0.5319184	-100	-0.32139322	-100	-0.12326945	-100	-0.29654765	-100
