eval_prompt	Topic - concise(1,NaN)_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_Y	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_Y	1 Goal (1,NaN)_N	2 Goals (1,NaN)_Y	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_N	AI role play (1,NaN)_Y	AI role play (1,NaN)_N	Role form/context(1,NaN)_Y	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_Y	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_Y	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_Y	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_Y	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-0.18039393	-100.0	-0.58829683	-100.0	-0.26753744	-100.0	-0.16303748	-100	-100.0	-0.68383235	-0.36695158	-100.0	-0.26544422	-100	-0.27454028	-100.0	-0.4845721	-100.0	-0.3158202	-100	-100.0	-0.6675307	-0.23986624	-100	-0.64713204	-100.0	-0.3533048	-100.0	-0.22502185	-100.0	-0.24109928	-100.0	-0.5645166	-100.0
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.22380729	-100.0	-0.6545896	-100.0	-0.3312541	-100.0	-0.6864538	-100	-0.50727654	-100.0	-0.20426692	-100.0	-0.22299996	-100	-0.39741942	-100.0	-0.43761614	-100.0	-0.21711043	-100	-0.18698126	-100.0	-0.2179401	-100	-0.22627954	-100.0	-0.39312986	-100.0	-0.2510004	-100.0	-0.36634442	-100.0	-0.63997716	-100.0
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.3137002	-100.0	-0.6021717	-100.0	-0.3128192	-100.0	-0.16944249	-100	-0.5394129	-100.0	-0.6297791	-100.0	-0.35717845	-100	-0.24013638	-100.0	-0.31177932	-100.0	-0.32237947	-100	-0.43625098	-100.0	-0.20082854	-100	-0.92185354	-100.0	-0.6092644	-100.0	-0.115463205	-100.0	-0.24146421	-100.0	-0.20260505	-100.0
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.5016112	-100.0	-0.30354527	-100.0	-0.28115675	-100.0	-0.28289315	-100	-100.0	-0.30467388	-0.3536236	-100.0	-0.27153355	-100	-0.3121301	-100.0	-0.3509583	-100.0	-0.3958914	-100	-0.23189643	-100.0	-0.16912726	-100	-0.2600608	-100.0	-0.39613697	-100.0	-0.30951485	-100.0	-0.24648349	-100.0	-0.15178983	-100.0
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.32406533	-100.0	-0.24805589	-100.0	-0.44356477	-100.0	-0.2949626	-100	-0.2760651	-100.0	-0.56198853	-100.0	-0.21540573	-100	-0.24878043	-100.0	-0.3299858	-100.0	-0.20139994	-100	-0.17715454	-100.0	-0.23783572	-100	-0.653834	-100.0	-0.27677312	-100.0	-0.19750668	-100.0	-0.16988431	-100.0	-0.19837439	-100.0
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.23673181	-100.0	-0.27060342	-100.0	-0.5862414	-100.0	-0.2342503	-100	-0.28725725	-100.0	-0.14122115	-100.0	-0.22421102	-100	-0.30248672	-100.0	-0.2524229	-100.0	-0.2404873	-100	-0.27563325	-100.0	-0.28271878	-100	-0.103761405	-100.0	-0.1949108	-100.0	-0.17951205	-100.0	-0.25583115	-100.0	-0.20331164	-100.0
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.32580623	-100.0	-0.37577492	-100.0	-0.34049964	-100.0	-0.24497831	-100	-0.19547476	-100.0	-0.19084035	-100.0	-0.15757805	-100	-0.34787938	-100.0	-0.2017606	-100.0	-0.7780408	-100	-0.29658133	-100.0	-0.18565671	-100	-0.18759656	-100.0	-0.33763728	-100.0	-0.5386299	-100.0	-0.2945705	-100.0	-0.24313809	-100.0
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.33036327	-100.0	-0.2908935	-100.0	-0.56266344	-100.0	-0.19342293	-100	-0.3506401	-100.0	-0.19899844	-100.0	-0.6232111	-100	-0.22006813	-100.0	-0.70252466	-100.0	-0.23670839	-100	-0.5463623	-100.0	-0.17575315	-100	-0.2494078	-100.0	-0.29342988	-100.0	-0.29482502	-100.0	-0.4770169	-100.0	-0.383943	-100.0
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.32337797	-100.0	-0.20941478	-100.0	-0.19028777	-100.0	-0.17942503	-100	-0.17511171	-100.0	-100.0	-0.5442504	-0.17753972	-100	-0.14468384	-100.0	-0.45181373	-100.0	-0.17342728	-100	-0.29918158	-100.0	-0.14139448	-100	-0.17575288	-100.0	-0.14922376	-100.0	-0.1167504	-100.0	-0.3461206	-100.0	-0.25907204	-100.0
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.79813164	-100.0	-100.0	-0.40648848	-100.0	-0.698208	-0.8123301	-100	-100.0	-0.22861509	-100.0	-0.4164551	-0.6501008	-100	-100.0	-1.0015486	-100.0	-0.5230765	-0.3755613	-100	-100.0	-0.7203529	-0.98661566	-100	-100.0	-0.44220495	-100.0	-0.6898505	-0.3579419	-100.0	-0.56539303	-100.0	-100.0	-0.3924554
