prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
I want you to teach me the disadvantages of social media according to my personal information like age, level of education, & culture.	-100	-0.30293092	-100	-0.40840432	-0.19025157	-100	-100	-0.3410163	-0.321907	-100	-0.2048803	-100	-0.14339039	-100	-100	-0.4877721	-100	-0.31847808	-0.4880628	-100	-0.22407207	-100	-0.12386774	-100	-100	-0.40859085	-100	-0.40453732	-0.21945962	-100	-100	-0.18895572	-100	-0.3071582
Please teach me what are some disadvantages of using social media in an interactive manner by considering my age, educational level, & culture.	-0.17079073	-100	-0.15129219	-100	-0.3912646	-100	-0.20608674	-100	-100	-0.6279321	-100	-0.48810998	-0.40803596	-100	-0.85854656	-100	-0.3014515	-100	-0.24351624	-100	-100	-0.5590389	-0.18032497	-100	-0.93203914	-100	-0.53964233	-100	-0.42157567	-100	-100	-0.40706027	-0.14756861	-100
Please teach me the disadvantages of social media considering my age, level of education, and culture in an interactive manner. Doing this, try to be more interactive by asking me questions.	-0.19094798	-100	-100	-0.7312481	-0.22110489	-100	-0.31208426	-100	-0.47875357	-100	-0.23800993	-100	-0.28795463	-100	-0.3475383	-100	-0.52895534	-100	-0.4659262	-100	-0.13047524	-100	-0.12884776	-100	-100	-0.38697094	-100	-100	-0.09045044	-100	-100	-0.5145687	-0.22532624	-100
Hello! Please try to act like my teacher teaching me disadvantages of social media by considering my age, level of education, and culture but in a more friendly and supportive way. Meanwhile, please do this in an interactive way by asking one question at a time.	-0.1739199	-100	-0.20160234	-100	-0.3690614	-100	-0.25775656	-100	-100	-0.45048842	-0.34369114	-100	-0.24033147	-100	-0.7131797	-100	-0.08735328	-100	-0.38113615	-100	-0.343673	-100	-0.18057264	-100	-0.15853453	-100	-0.31426936	-100	-0.27989033	-100	-100	-0.49580994	-0.22086854	-100
Would you please try to teach me Social Media Disadvantages by considering my age, level of education, and culture like a friendly teacher but using humor and being interactive by asking questions to make sure I got your point.	-0.17287299	-100	-0.14112498	-100	-0.47401145	-100	-100	-0.36004445	-100	-0.49588385	-0.29023388	-100	-0.073931985	-100	-0.13134658	-100	-0.27818927	-100	-0.52554715	-100	-0.200589	-100	-0.1341068	-100	-100	-0.49163404	-100	-0.34561965	-0.22509457	-100	-0.246363	-100	-0.21646744	-100
Hello! I want to learn the disadvantages of Social Media. Please try to act like my teacher teaching me these disadvantages by considering my age, level of education, and culture. Please include me in a friendly and supportive conversation by asking back-and-forth question-answers.	-0.42166236	-100	-1.019673	-100	-0.66358775	-100	-0.31169483	-100	-0.5249009	-100	-0.41140753	-100	-0.29431805	-100	-0.44039196	-100	-0.36138448	-100	-100	-0.78292954	-0.3553051	-100	-0.1644441	-100	-0.6465276	-100	-100	-0.9324084	-0.10417502	-100	-0.70218647	-100	-0.5251995	-100
This is Mona. I learn things better while making it fun. Can you act like a teacher with a natural and friendly behavior and teach me 2 disadvantages of social media (echo chambers & social media self-protection skills)? doing so please follow these rules: 1- make a completely interactive conversation with question answer, 2- wait for my answers when you ask a question, 3- use sense of humor in explanation, 4- ask age and the level of knowledge (preschool, elementary school, high school, diploma, higher education...) and form the level of information based on them, 5- ask for culture and point out some related explanation about the two mentioned social media disadvantages regarding the culture.	-0.34368014	-100	-0.33853093	-100	-0.7220786	-100	-0.41008443	-100	-1.0408438	-100	-0.62128454	-100	-0.48044562	-100	-0.369479	-100	-0.43938115	-100	-0.3406254	-100	-0.5718349	-100	-0.29361263	-100	-0.6612661	-100	-0.47768757	-100	-0.5140309	-100	-0.7190363	-100	-0.5605562	-100
"I'm a student!  Could you be my super-cool ""teacher"" for a bit and chat about two tricky things with social media ""Echo Chambers"" and ""Social Media Self Protection Skills""?  Here's how we can make it awesome:   - Let's make this a real conversation. You ask one question at a time, always hold up for my reply, I answer, and go to the next interactive step.  - Keep the conversation fun! A joke or two wouldn't hurt.  - First, what is my name, how old am I and what's my school level? That way, you can keep things more appropriate for me.  - Lastly, what's my cultural background? It'll help make our chat about social media even more understandable by mentioning related examples specific to my culture for each topic."	-0.37695926	-100	-100	-0.66644496	-0.50604904	-100	-0.15290111	-100	-0.18224174	-100	-0.42712972	-100	-0.18476757	-100	-100	-0.5260654	-0.3375138	-100	-0.30198264	-100	-0.35206878	-100	-0.06318278	-100	-0.5216364	-100	-0.4493167	-100	-0.3028721	-100	-0.32452205	-100	-0.079691045	-100
"Hey there! I'm eager to learn from you about the downsides of social media. Let's focus on six key topics: ""echo chambers,"" ""self-protection skills,"" ""fake news,"" ""cyberbullying,"" ""algorithms,"" and ""body image."" How about first asking my age, school level, and cultural background and awaiting my answers? So, you can tailor the convo to me and always provide an example that is culturally relevant and relatable to me for each topic. Please tackle one topic at a time, while keeping it fun and relatable by first explaining the content. After each, ask me one quick question at a time for each topic to make sure we're on the same page."	-0.23507379	-100	-0.25763154	-100	-0.37834644	-100	-0.44167322	-100	-0.3316841	-100	-100	-0.50561213	-0.5071776	-100	-0.61608803	-100	-0.45386055	-100	-0.63673884	-100	-0.6631977	-100	-0.30262733	-100	-0.24172528	-100	-0.4085947	-100	-0.32745782	-100	-100	-0.19926918	-0.2171507	-100
Hello! I want to learn more about the negative aspects of social media. Can we have an educative conversation about it?	-0.13413598	-100	-100	-0.31010237	-100	-0.4013864	-100	-0.32439804	-100	-0.41794997	-100	-0.25718004	-100	-0.12307105	-100	-0.21062574	-100	-0.61359286	-100	-0.3789869	-100	-0.4976794	-100	-0.12175089	-100	-0.26817352	-100	-0.559331	-0.11323369	-100	-100	-0.584081	-100	-0.36021954
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.2040055	-100	-0.62107706	-100	-100	-0.99390984	-0.3648446	-100	-100	-0.11698011	-0.25012138	-100	-0.16712625	-100	-0.21556412	-100	-0.14201032	-100	-0.074989475	-100	-0.61482126	-100	-0.12034088	-100	-100	-0.5490861	-0.6272307	-100	-0.46598944	-100	-100	-0.19041951	-0.31798244	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.68187726	-100	-0.28320214	-100	-100	-0.3476832	-0.78240603	-100	-100	-0.46758324	-100	-0.55645317	-100	-0.48472306	-0.112155914	-100	-0.3926029	-100	-100	-0.5363345	-100	-0.49275157	-0.1545783	-100	-100	-0.5106501	-100	-0.5295626	-100	-0.3387021	-100	-0.7183136	-0.43183753	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.58591914	-100	-0.45111245	-100	-0.5402126	-100	-0.5500225	-1.1108438	-100	-100	-0.5766382	-100	-0.490759	-100	-0.3890123	-100	-0.2641331	-0.51182586	-100	-0.3416146	-100	-0.18785185	-100	-100	-0.1725651	-1.1003455	-100	-100	-0.5111044	-100	-0.24334683	-0.23849523	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.6151346	-0.48663256	-100	-100	-0.24636461	-100	-0.14513946	-0.57887375	-100	-100	-1.2011038	-100	-0.7072992	-0.35013103	-100	-100	-0.9932632	-100	-0.16210471	-100	-0.39682543	-0.3976416	-100	-100	-0.72648275	-100	-0.37078816	-100	-0.29114318	-1.0356473	-100	-100	-0.30748895
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.23959036	-100	-100	-0.42770618	-0.22933786	-100	-100	-0.5635222	-100	-0.56313384	-100	-0.35418957	-100	-0.54495984	-0.14478552	-100	-0.38626063	-100	-0.12498779	-100	-0.32052878	-100	-100	-0.1699201	-100	-0.5516091	-100	-0.38244298	-0.17804554	-100	-100	-0.1693711	-0.28341207	-100
